time,SVEL,SVEL_qc,PSAL,PSAL_qc,CNDC,CNDC_qc,PRES,PRES_qc,TEMP,TEMP_qc
2021-02-05T02:30:00Z,1505.17,1,38.1949,1,4.4572,1,19.626,1,13.262,1
2021-02-05T03:00:00Z,1505.18,1,38.1953,1,4.45759,1,19.624,1,13.2653,1
2021-02-05T03:30:00Z,1505.17,1,38.1948,1,4.45723,1,19.619,1,13.2624,1
2021-02-05T04:00:00Z,1505.17,1,38.1948,1,4.45724,1,19.616,1,13.2625,1
2021-02-05T04:30:00Z,1505.18,1,38.195,1,4.45737,1,19.607,1,13.2636,1
2021-02-05T05:00:00Z,1505.17,1,38.1954,1,4.4571,1,19.606,1,13.2606,1
2021-02-05T05:30:00Z,1505.16,1,38.1954,1,4.45685,1,19.606,1,13.2582,1
2021-02-05T06:00:00Z,1505.15,1,38.1954,1,4.45646,1,19.599,1,13.2544,1
2021-02-05T06:30:00Z,1505.12,1,38.1953,1,4.45567,1,19.598,1,13.2471,1
2021-02-05T07:00:00Z,1505.12,1,38.1951,1,4.4555,1,19.603,1,13.2457,1
2021-02-05T07:30:00Z,1505.1,1,38.1947,1,4.45489,1,19.601,1,13.2402,1
2021-02-05T08:00:00Z,1505.08,1,38.1944,1,4.45443,1,19.604,1,13.2361,1
2021-02-05T08:30:00Z,1505.08,1,38.1942,1,4.45428,1,19.609,1,13.2348,1
2021-02-05T09:00:00Z,1505.08,1,38.1939,1,4.45413,1,19.626,1,13.2338,1
2021-02-05T09:30:00Z,1505.08,1,38.1936,1,4.45408,1,19.637,1,13.2336,1
2021-02-05T10:00:00Z,1505.07,1,38.1933,1,4.45396,1,19.644,1,13.2328,1
2021-02-05T10:30:00Z,1505.08,1,38.1931,1,4.4541,1,19.649,1,13.2342,1
2021-02-05T11:00:00Z,1505.08,1,38.1929,1,4.45432,1,19.661,1,13.2365,1
2021-02-05T11:30:00Z,1505.1,1,38.1927,1,4.45469,1,19.663,1,13.2402,1
2021-02-05T12:00:00Z,1505.1,1,38.1924,1,4.45481,1,19.658,1,13.2417,1
2021-02-05T12:30:00Z,1505.13,1,38.1921,1,4.45582,1,19.661,1,13.2516,1
2021-02-05T13:00:00Z,1505.16,1,38.1921,1,4.45671,1,19.659,1,13.2601,1
2021-02-05T13:30:00Z,1505.16,1,38.1922,1,4.45669,1,19.643,1,13.2599,1
2021-02-05T14:00:00Z,1505.19,1,38.1921,1,4.45755,1,19.635,1,13.2682,1
2021-02-05T14:30:00Z,1505.2,1,38.1921,1,4.45798,1,19.629,1,13.2723,1
2021-02-05T15:00:00Z,1505.21,1,38.192,1,4.45824,1,19.621,1,13.2748,1
2021-02-05T15:30:00Z,1505.21,1,38.1918,1,4.45826,1,19.607,1,13.2752,1
2021-02-05T16:00:00Z,1505.2,1,38.1916,1,4.45785,1,19.603,1,13.2715,1
2021-02-05T16:30:00Z,1505.19,1,38.1914,1,4.45749,1,19.594,1,13.2684,1
2021-02-05T17:00:00Z,1505.21,1,38.1921,1,4.45843,1,19.587,1,13.2766,1
2021-02-05T17:30:00Z,1505.26,1,38.1933,1,4.45982,1,19.581,1,13.2887,1
2021-02-05T18:00:00Z,1505.28,1,38.1941,1,4.46055,1,19.571,1,13.2948,1
2021-02-05T18:30:00Z,1505.31,1,38.195,1,4.46166,1,19.568,1,13.3045,1
2021-02-05T19:00:00Z,1505.32,1,38.1956,1,4.46208,1,19.565,1,13.3079,1
2021-02-05T19:30:00Z,1505.32,1,38.196,1,4.46204,1,19.554,1,13.3072,1
2021-02-05T20:00:00Z,1505.32,1,38.1962,1,4.46201,1,19.555,1,13.3067,1
2021-02-05T20:30:00Z,1505.31,1,38.1965,1,4.46193,1,19.555,1,13.3055,1
2021-02-05T21:00:00Z,1505.32,1,38.1966,1,4.46203,1,19.56,1,13.3064,1
2021-02-05T21:30:00Z,1505.32,1,38.1968,1,4.46199,1,19.567,1,13.3059,1
2021-02-05T22:00:00Z,1505.32,1,38.197,1,4.46204,1,19.58,1,13.3062,1
2021-02-05T22:30:00Z,1505.31,1,38.1973,1,4.46187,1,19.589,1,13.3043,1
2021-02-05T23:00:00Z,1505.31,1,38.1974,1,4.46175,1,19.612,1,13.303,1
2021-02-05T23:30:00Z,1505.31,1,38.1975,1,4.46173,1,19.624,1,13.3027,1
2021-02-06T00:00:00Z,1505.3,1,38.1977,1,4.46159,1,19.635,1,13.3011,1
2021-02-06T00:00:00Z,1505.3,1,38.1977,1,4.46159,1,19.635,1,13.3011,1
2021-02-06T00:30:00Z,1505.3,1,38.1979,1,4.46156,1,19.637,1,13.3006,1
2021-02-06T01:00:00Z,1505.29,1,38.1981,1,4.46132,1,19.649,1,13.2982,1
2021-02-06T01:30:00Z,1505.28,1,38.1985,1,4.46096,1,19.655,1,13.2944,1
2021-02-06T02:00:00Z,1505.27,1,38.1985,1,4.46052,1,19.641,1,13.2901,1
2021-02-06T02:30:00Z,1505.24,1,38.1983,1,4.45975,1,19.646,1,13.283,1
2021-02-06T03:00:00Z,1505.19,1,38.1973,1,4.45807,1,19.643,1,13.2679,1
2021-02-06T03:30:00Z,1505.12,1,38.195,1,4.45552,1,19.645,1,13.2459,1
2021-02-06T04:00:00Z,1505.05,1,38.1926,1,4.45306,1,19.641,1,13.2249,1
2021-02-06T04:30:00Z,1505.02,1,38.192,1,4.45213,1,19.64,1,13.2165,1
2021-02-06T05:00:00Z,1505.01,1,38.192,1,4.45174,1,19.644,1,13.2128,1
2021-02-06T05:30:00Z,1505.01,1,38.192,1,4.45173,1,19.633,1,13.2127,1
2021-02-06T06:00:00Z,1505.0,1,38.192,1,4.45159,1,19.631,1,13.2113,1
2021-02-06T06:30:00Z,1504.99,1,38.1919,1,4.45124,1,19.62,1,13.2081,1
2021-02-06T07:00:00Z,1504.98,1,38.1918,1,4.45096,1,19.622,1,13.2056,1
2021-02-06T07:30:00Z,1504.97,1,38.1915,1,4.45071,1,19.622,1,13.2034,1
2021-02-06T08:00:00Z,1504.98,1,38.1916,1,4.45104,1,19.619,1,13.2065,1
2021-02-06T08:30:00Z,1505.01,1,38.1922,1,4.45187,1,19.603,1,13.2139,1
2021-02-06T09:00:00Z,1505.05,1,38.1934,1,4.45318,1,19.61,1,13.2251,1
2021-02-06T09:30:00Z,1505.1,1,38.1954,1,4.45498,1,19.609,1,13.2405,1
2021-02-06T10:00:00Z,1505.11,1,38.1958,1,4.45546,1,19.607,1,13.2445,1
2021-02-06T10:30:00Z,1505.15,1,38.1967,1,4.45655,1,19.625,1,13.2541,1
2021-02-06T11:00:00Z,1505.16,1,38.197,1,4.45701,1,19.631,1,13.2581,1
2021-02-06T11:30:00Z,1505.18,1,38.1974,1,4.45781,1,19.627,1,13.2654,1
2021-02-06T12:00:00Z,1505.21,1,38.1978,1,4.45879,1,19.62,1,13.2743,1
2021-02-06T12:30:00Z,1505.23,1,38.1978,1,4.4592,1,19.631,1,13.2783,1
2021-02-06T13:00:00Z,1505.24,1,38.1979,1,4.45957,1,19.63,1,13.2817,1
2021-02-06T13:30:00Z,1505.25,1,38.1979,1,4.45999,1,19.621,1,13.2856,1
2021-02-06T14:00:00Z,1505.27,1,38.1981,1,4.46042,1,19.612,1,13.2897,1
2021-02-06T14:30:00Z,1505.28,1,38.1982,1,4.46088,1,19.614,1,13.2939,1
2021-02-06T15:00:00Z,1505.29,1,38.1984,1,4.46124,1,19.607,1,13.2972,1
2021-02-06T15:30:00Z,1505.29,1,38.1984,1,4.46133,1,19.592,1,13.2981,1
2021-02-06T16:00:00Z,1505.3,1,38.1985,1,4.46158,1,19.58,1,13.3002,1
2021-02-06T16:30:00Z,1505.3,1,38.1985,1,4.46169,1,19.6,1,13.3013,1
2021-02-06T17:00:00Z,1505.31,1,38.1987,1,4.46197,1,19.591,1,13.3038,1
2021-02-06T17:30:00Z,1505.32,1,38.1988,1,4.46225,1,19.568,1,13.3064,1
2021-02-06T18:00:00Z,1505.32,1,38.1988,1,4.46237,1,19.564,1,13.3076,1
2021-02-06T18:30:00Z,1505.33,1,38.1988,1,4.46253,1,19.565,1,13.309,1
2021-02-06T19:00:00Z,1505.33,1,38.1989,1,4.46267,1,19.553,1,13.3103,1
2021-02-06T19:30:00Z,1505.34,1,38.1989,1,4.46285,1,19.543,1,13.312,1
2021-02-06T20:00:00Z,1505.34,1,38.199,1,4.46302,1,19.531,1,13.3135,1
2021-02-06T20:30:00Z,1505.34,1,38.199,1,4.46304,1,19.53,1,13.3137,1
2021-02-06T21:00:00Z,1505.34,1,38.1989,1,4.46309,1,19.528,1,13.3144,1
2021-02-06T21:30:00Z,1505.35,1,38.1988,1,4.46318,1,19.53,1,13.3153,1
2021-02-06T22:00:00Z,1505.35,1,38.1988,1,4.46327,1,19.534,1,13.3162,1
2021-02-06T22:30:00Z,1505.35,1,38.1986,1,4.46335,1,19.554,1,13.3171,1
2021-02-06T23:00:00Z,1505.35,1,38.1986,1,4.46341,1,19.562,1,13.3176,1
2021-02-06T23:30:00Z,1505.36,1,38.1986,1,4.4635,1,19.576,1,13.3185,1
2021-02-07T00:00:00Z,1505.36,1,38.1983,1,4.46358,1,19.585,1,13.3196,1
2021-02-07T00:00:00Z,1505.36,1,38.1983,1,4.46358,1,19.585,1,13.3196,1
2021-02-07T00:30:00Z,1505.36,1,38.1981,1,4.46361,1,19.596,1,13.3201,1
2021-02-07T01:00:00Z,1505.36,1,38.1975,1,4.4636,1,19.622,1,13.3205,1
2021-02-07T01:30:00Z,1505.36,1,38.197,1,4.46355,1,19.629,1,13.3206,1
2021-02-07T02:00:00Z,1505.36,1,38.1962,1,4.46336,1,19.632,1,13.3195,1
2021-02-07T02:30:00Z,1505.34,1,38.1945,1,4.46273,1,19.642,1,13.3153,1
2021-02-07T03:00:00Z,1505.33,1,38.1935,1,4.46226,1,19.643,1,13.3117,1
2021-02-07T03:30:00Z,1505.31,1,38.1926,1,4.46167,1,19.643,1,13.307,1
2021-02-07T04:00:00Z,1505.29,1,38.1915,1,4.4608,1,19.645,1,13.2998,1
2021-02-07T04:30:00Z,1505.26,1,38.1907,1,4.45973,1,19.65,1,13.2904,1
2021-02-07T05:00:00Z,1505.24,1,38.19,1,4.45898,1,19.651,1,13.2839,1
2021-02-07T05:30:00Z,1505.22,1,38.1893,1,4.45846,1,19.646,1,13.2796,1
2021-02-07T06:00:00Z,1505.2,1,38.1884,1,4.45782,1,19.637,1,13.2745,1
2021-02-07T06:30:00Z,1505.17,1,38.1867,1,4.45678,1,19.632,1,13.2661,1
2021-02-07T07:00:00Z,1505.16,1,38.1857,1,4.45624,1,19.627,1,13.262,1
2021-02-07T07:30:00Z,1505.16,1,38.1847,1,4.45609,1,19.623,1,13.2615,1
2021-02-07T08:00:00Z,1505.16,1,38.1848,1,4.45606,1,19.61,1,13.2612,1
2021-02-07T08:30:00Z,1505.14,1,38.1859,1,4.4557,1,19.603,1,13.2566,1
2021-02-07T09:00:00Z,1505.15,1,38.1865,1,4.45615,1,19.598,1,13.2603,1
2021-02-07T09:30:00Z,1505.14,1,38.1864,1,4.45579,1,19.59,1,13.257,1
2021-02-07T10:00:00Z,1505.14,1,38.1852,1,4.45544,1,19.591,1,13.2549,1
2021-02-07T10:30:00Z,1505.13,1,38.1844,1,4.45523,1,19.596,1,13.2537,1
2021-02-07T11:00:00Z,1505.13,1,38.1838,1,4.45526,1,19.599,1,13.2546,1
2021-02-07T11:30:00Z,1505.14,1,38.1832,1,4.45557,1,19.583,1,13.2581,1
2021-02-07T12:00:00Z,1505.15,1,38.1831,1,4.45588,1,19.586,1,13.2612,1
2021-02-07T12:30:00Z,1505.17,1,38.183,1,4.45628,1,19.595,1,13.265,1
2021-02-07T13:00:00Z,1505.17,1,38.1828,1,4.45654,1,19.6,1,13.2677,1
2021-02-07T13:30:00Z,1505.18,1,38.183,1,4.45679,1,19.592,1,13.2699,1
2021-02-07T14:00:00Z,1505.19,1,38.183,1,4.45689,1,19.594,1,13.2709,1
2021-02-07T14:30:00Z,1505.19,1,38.183,1,4.45716,1,19.597,1,13.2735,1
2021-02-07T15:00:00Z,1505.2,1,38.183,1,4.45738,1,19.595,1,13.2756,1
2021-02-07T15:30:00Z,1505.21,1,38.1831,1,4.45758,1,19.591,1,13.2775,1
2021-02-07T16:00:00Z,1505.21,1,38.183,1,4.45774,1,19.583,1,13.2791,1
2021-02-07T16:30:00Z,1505.21,1,38.1827,1,4.45783,1,19.593,1,13.2801,1
2021-02-07T17:00:00Z,1505.22,1,38.1825,1,4.45798,1,19.594,1,13.2818,1
2021-02-07T17:30:00Z,1505.22,1,38.1823,1,4.4581,1,19.58,1,13.2832,1
2021-02-07T18:00:00Z,1505.22,1,38.1821,1,4.45815,1,19.563,1,13.2838,1
2021-02-07T18:30:00Z,1505.23,1,38.1824,1,4.45845,1,19.559,1,13.2865,1
2021-02-07T19:00:00Z,1505.26,1,38.1831,1,4.45927,1,19.554,1,13.2935,1
2021-02-07T19:30:00Z,1505.25,1,38.1829,1,4.45914,1,19.538,1,13.2926,1
2021-02-07T20:00:00Z,1505.26,1,38.1834,1,4.45942,1,19.521,1,13.2947,1
2021-02-07T20:30:00Z,1505.26,1,38.1839,1,4.4593,1,19.519,1,13.2931,1
2021-02-07T21:00:00Z,1505.25,1,38.1833,1,4.45919,1,19.505,1,13.2926,1
2021-02-07T21:30:00Z,1505.24,1,38.1832,1,4.45884,1,19.493,1,13.2894,1
2021-02-07T22:00:00Z,1505.23,1,38.1831,1,4.4584,1,19.498,1,13.2853,1
2021-02-07T22:30:00Z,1505.22,1,38.1832,1,4.45812,1,19.495,1,13.2825,1
2021-02-07T23:00:00Z,1505.2,1,38.1833,1,4.45751,1,19.513,1,13.2765,1
2021-02-07T23:30:00Z,1505.2,1,38.1832,1,4.45734,1,19.52,1,13.275,1
2021-02-08T00:00:00Z,1505.17,1,38.1832,1,4.45632,1,19.536,1,13.2652,1
2021-02-08T00:00:00Z,1505.17,1,38.1832,1,4.45632,1,19.536,1,13.2652,1
2021-02-08T00:30:00Z,1505.15,1,38.1834,1,4.45577,1,19.55,1,13.2598,1
2021-02-08T01:00:00Z,1505.14,1,38.1836,1,4.45557,1,19.551,1,13.2577,1
2021-02-08T01:30:00Z,1505.14,1,38.184,1,4.45551,1,19.58,1,13.2567,1
2021-02-08T02:00:00Z,1505.14,1,38.1843,1,4.4555,1,19.588,1,13.2564,1
2021-02-08T02:30:00Z,1505.12,1,38.1847,1,4.45483,1,19.59,1,13.2495,1
2021-02-08T03:00:00Z,1505.12,1,38.1849,1,4.45491,1,19.596,1,13.2501,1
2021-02-08T03:30:00Z,1505.1,1,38.1852,1,4.4543,1,19.624,1,13.2439,1
2021-02-08T04:00:00Z,1505.1,1,38.1854,1,4.45417,1,19.629,1,13.2425,1
2021-02-08T04:30:00Z,1505.07,1,38.1857,1,4.45345,1,19.624,1,13.2354,1
2021-02-08T05:00:00Z,1505.07,1,38.1858,1,4.45335,1,19.627,1,13.2343,1
2021-02-08T05:30:00Z,1505.05,1,38.1861,1,4.4526,1,19.626,1,13.2269,1
2021-02-08T06:00:00Z,1505.03,1,38.1862,1,4.45219,1,19.63,1,13.2228,1
2021-02-08T06:30:00Z,1505.03,1,38.1864,1,4.45219,1,19.617,1,13.2226,1
2021-02-08T07:00:00Z,1505.02,1,38.1867,1,4.45185,1,19.611,1,13.2191,1
2021-02-08T07:30:00Z,1505.03,1,38.1867,1,4.4521,1,19.602,1,13.2214,1
2021-02-08T08:00:00Z,1505.0,1,38.187,1,4.45131,1,19.615,1,13.2137,1
2021-02-08T08:30:00Z,1505.01,1,38.1871,1,4.45161,1,19.598,1,13.2164,1
2021-02-08T09:00:00Z,1505.01,1,38.1873,1,4.45168,1,19.591,1,13.217,1
2021-02-08T09:30:00Z,1505.02,1,38.1872,1,4.4519,1,19.579,1,13.2191,1
2021-02-08T10:00:00Z,1505.02,1,38.1873,1,4.45203,1,19.576,1,13.2203,1
2021-02-08T10:30:00Z,1505.02,1,38.1873,1,4.45204,1,19.572,1,13.2203,1
2021-02-08T11:00:00Z,1505.03,1,38.1873,1,4.4521,1,19.581,1,13.2209,1
2021-02-08T11:30:00Z,1505.03,1,38.1871,1,4.45232,1,19.546,1,13.2233,1
2021-02-08T12:00:00Z,1505.02,1,38.1859,1,4.45198,1,19.555,1,13.2211,1
2021-02-08T12:30:00Z,1505.03,1,38.1855,1,4.4521,1,19.553,1,13.2227,1
2021-02-08T13:00:00Z,1505.04,1,38.185,1,4.4523,1,19.552,1,13.2251,1
2021-02-08T13:30:00Z,1505.04,1,38.1841,1,4.45233,1,19.551,1,13.2264,1
2021-02-08T14:00:00Z,1505.04,1,38.183,1,4.45229,1,19.545,1,13.2269,1
2021-02-08T14:30:00Z,1505.04,1,38.1825,1,4.45229,1,19.568,1,13.2275,1
2021-02-08T15:00:00Z,1505.04,1,38.1818,1,4.45228,1,19.567,1,13.2281,1
2021-02-08T15:30:00Z,1505.04,1,38.1805,1,4.45221,1,19.568,1,13.2288,1
2021-02-08T16:00:00Z,1505.05,1,38.1795,1,4.45231,1,19.564,1,13.2306,1
2021-02-08T16:30:00Z,1505.05,1,38.179,1,4.45242,1,19.582,1,13.2322,1
2021-02-08T17:00:00Z,1505.06,1,38.1787,1,4.45259,1,19.575,1,13.2341,1
2021-02-08T17:30:00Z,1505.06,1,38.1785,1,4.45245,1,19.596,1,13.233,1
2021-02-08T18:00:00Z,1505.04,1,38.1781,1,4.45194,1,19.58,1,13.2285,1
2021-02-08T18:30:00Z,1505.02,1,38.1777,1,4.45136,1,19.575,1,13.2233,1
2021-02-08T19:00:00Z,1505.02,1,38.1778,1,4.45121,1,19.57,1,13.2218,1
2021-02-08T19:30:00Z,1505.01,1,38.1785,1,4.45097,1,19.551,1,13.2189,1
2021-02-08T20:00:00Z,1505.01,1,38.1794,1,4.45112,1,19.562,1,13.2194,1
2021-02-08T20:30:00Z,1505.0,1,38.1812,1,4.45097,1,19.538,1,13.2162,1
2021-02-08T21:00:00Z,1505.0,1,38.1825,1,4.45084,1,19.534,1,13.2137,1
2021-02-08T21:30:00Z,1504.99,1,38.1833,1,4.45066,1,19.544,1,13.2111,1
2021-02-08T22:00:00Z,1504.99,1,38.1834,1,4.4508,1,19.536,1,13.2123,1
2021-02-08T22:30:00Z,1504.97,1,38.1836,1,4.45021,1,19.545,1,13.2065,1
2021-02-08T23:00:00Z,1504.96,1,38.1821,1,4.44972,1,19.556,1,13.2033,1
2021-02-08T23:30:00Z,1504.96,1,38.1817,1,4.44968,1,19.551,1,13.2034,1
2021-02-09T00:00:00Z,1504.94,1,38.1826,1,4.44914,1,19.541,1,13.1973,1
2021-02-09T00:00:00Z,1504.94,1,38.1826,1,4.44914,1,19.541,1,13.1973,1
2021-02-09T00:30:00Z,1504.93,1,38.1814,1,4.44858,1,19.576,1,13.1931,1
2021-02-09T01:00:00Z,1504.91,1,38.181,1,4.44802,1,19.572,1,13.1883,1
2021-02-09T01:30:00Z,1504.9,1,38.1806,1,4.44762,1,19.598,1,13.1847,1
2021-02-09T02:00:00Z,1504.89,1,38.18,1,4.44717,1,19.614,1,13.181,1
2021-02-09T02:30:00Z,1504.89,1,38.1787,1,4.44704,1,19.648,1,13.181,1
2021-02-09T03:00:00Z,1504.89,1,38.1779,1,4.44697,1,19.655,1,13.1812,1
2021-02-09T03:30:00Z,1504.88,1,38.18,1,4.44701,1,19.701,1,13.1794,1
2021-02-09T04:00:00Z,1504.88,1,38.1787,1,4.44675,1,19.716,1,13.1783,1
2021-02-09T04:30:00Z,1504.85,1,38.1772,1,4.44583,1,19.729,1,13.1709,1
2021-02-09T05:00:00Z,1504.85,1,38.1773,1,4.44572,1,19.733,1,13.1697,1
2021-02-09T05:30:00Z,1504.85,1,38.1779,1,4.44572,1,19.73,1,13.1691,1
2021-02-09T06:00:00Z,1504.87,1,38.1798,1,4.44667,1,19.735,1,13.1763,1
2021-02-09T06:30:00Z,1504.89,1,38.1813,1,4.44741,1,19.728,1,13.1819,1
2021-02-09T07:00:00Z,1504.87,1,38.1815,1,4.44677,1,19.715,1,13.1757,1
2021-02-09T07:30:00Z,1504.77,1,38.1855,1,4.44372,1,19.712,1,13.1425,1
2021-02-09T08:00:00Z,1504.67,1,38.1899,1,4.44092,1,19.706,1,13.1115,1
2021-02-09T08:30:00Z,1504.67,1,38.1895,1,4.44089,1,19.698,1,13.1116,1
2021-02-09T09:00:00Z,1504.74,1,38.1878,1,4.44299,1,19.69,1,13.1333,1
2021-02-09T09:30:00Z,1504.79,1,38.1877,1,4.44459,1,19.691,1,13.1487,1
2021-02-09T10:00:00Z,1504.81,1,38.1878,1,4.44524,1,19.673,1,13.1549,1
2021-02-09T10:30:00Z,1504.83,1,38.1877,1,4.44595,1,19.65,1,13.1618,1
2021-02-09T11:00:00Z,1504.85,1,38.1877,1,4.44649,1,19.646,1,13.1669,1
2021-02-09T11:30:00Z,1504.87,1,38.1873,1,4.44713,1,19.631,1,13.1734,1
2021-02-09T12:00:00Z,1504.9,1,38.1869,1,4.44806,1,19.633,1,13.1828,1
2021-02-09T12:30:00Z,1504.93,1,38.1863,1,4.44887,1,19.614,1,13.1911,1
2021-02-09T13:00:00Z,1504.95,1,38.1856,1,4.44951,1,19.576,1,13.1979,1
2021-02-09T13:30:00Z,1504.99,1,38.1857,1,4.45097,1,19.576,1,13.2117,1
2021-02-09T14:00:00Z,1505.0,1,38.1858,1,4.45127,1,19.564,1,13.2144,1
2021-02-09T14:30:00Z,1505.0,1,38.1859,1,4.45118,1,19.586,1,13.2135,1
2021-02-09T15:00:00Z,1504.99,1,38.1857,1,4.45098,1,19.593,1,13.2118,1
2021-02-09T15:30:00Z,1505.0,1,38.186,1,4.45103,1,19.595,1,13.212,1
2021-02-09T16:00:00Z,1504.99,1,38.1863,1,4.45099,1,19.612,1,13.2113,1
2021-02-09T16:30:00Z,1505.0,1,38.186,1,4.45111,1,19.596,1,13.2128,1
2021-02-09T17:00:00Z,1505.01,1,38.1851,1,4.45126,1,19.593,1,13.2151,1
2021-02-09T17:30:00Z,1505.01,1,38.1847,1,4.45126,1,19.602,1,13.2155,1
2021-02-09T18:00:00Z,1504.99,1,38.1853,1,4.45089,1,19.596,1,13.2114,1
2021-02-09T18:30:00Z,1504.99,1,38.1863,1,4.45084,1,19.58,1,13.2098,1
2021-02-09T19:00:00Z,1504.99,1,38.1864,1,4.45081,1,19.58,1,13.2095,1
2021-02-09T19:30:00Z,1504.99,1,38.1863,1,4.45091,1,19.566,1,13.2106,1
2021-02-09T20:00:00Z,1504.99,1,38.186,1,4.45078,1,19.558,1,13.2096,1
2021-02-09T20:30:00Z,1504.98,1,38.1858,1,4.45044,1,19.546,1,13.2065,1
2021-02-09T21:00:00Z,1504.95,1,38.1861,1,4.44976,1,19.555,1,13.1997,1
2021-02-09T21:30:00Z,1504.91,1,38.1878,1,4.44845,1,19.551,1,13.1856,1
2021-02-09T22:00:00Z,1504.86,1,38.1895,1,4.44708,1,19.536,1,13.1707,1
2021-02-09T22:30:00Z,1504.84,1,38.1905,1,4.44643,1,19.522,1,13.1636,1
2021-02-09T23:00:00Z,1504.81,1,38.1913,1,4.44559,1,19.53,1,13.1548,1
2021-02-09T23:30:00Z,1504.81,1,38.1917,1,4.44559,1,19.533,1,13.1544,1
2021-02-10T00:00:00Z,1504.82,1,38.1914,1,4.44592,1,19.537,1,13.1578,1
2021-02-10T00:00:00Z,1504.82,1,38.1914,1,4.44592,1,19.537,1,13.1578,1
2021-02-10T00:30:00Z,1504.82,1,38.1916,1,4.44574,1,19.545,1,13.1559,1
2021-02-10T01:00:00Z,1504.81,1,38.1919,1,4.44554,1,19.543,1,13.1536,1
2021-02-10T01:30:00Z,1504.81,1,38.1921,1,4.44546,1,19.563,1,13.1527,1
2021-02-10T02:00:00Z,1504.81,1,38.1921,1,4.44563,1,19.593,1,13.1543,1
2021-02-10T02:30:00Z,1504.82,1,38.1921,1,4.44574,1,19.608,1,13.1554,1
2021-02-10T03:00:00Z,1504.82,1,38.192,1,4.44589,1,19.647,1,13.1569,1
2021-02-10T03:30:00Z,1504.83,1,38.192,1,4.44595,1,19.686,1,13.1575,1
2021-02-10T04:00:00Z,1504.82,1,38.192,1,4.44584,1,19.698,1,13.1565,1
2021-02-10T04:30:00Z,1504.82,1,38.1919,1,4.44583,1,19.724,1,13.1563,1
2021-02-10T05:00:00Z,1504.83,1,38.1919,1,4.44604,1,19.729,1,13.1584,1
2021-02-10T05:30:00Z,1504.82,1,38.192,1,4.44561,1,19.751,1,13.1541,1
2021-02-10T06:00:00Z,1504.81,1,38.192,1,4.44525,1,19.771,1,13.1506,1
2021-02-10T06:30:00Z,1504.79,1,38.192,1,4.44487,1,19.767,1,13.147,1
2021-02-10T07:00:00Z,1504.78,1,38.1922,1,4.44454,1,19.759,1,13.1438,1
