time,SVEL,SVEL_qc,PSAL,PSAL_qc,CNDC,CNDC_qc,PRES,PRES_qc,TEMP,TEMP_qc
2021-01-05T14:30:00Z,1506.45,1,37.7945,1,4.46964,1,19.584,1,13.8164,1
2021-01-05T15:00:00Z,1506.64,1,37.986,1,4.48997,1,19.567,1,13.8163,1
2021-01-05T15:30:00Z,1506.75,1,38.0136,1,4.49619,1,19.562,1,13.816,1
2021-01-05T16:00:00Z,1506.36,1,37.7028,1,4.46199,1,19.555,1,13.8132,1
2021-01-05T16:30:00Z,1506.47,1,37.8594,1,4.4732,1,19.546,1,13.8114,1
2021-01-05T17:00:00Z,1506.62,1,37.9535,1,4.48545,1,19.537,1,13.8132,1
2021-01-05T17:30:00Z,1506.65,1,38.0063,1,4.4923,1,19.525,1,13.7999,1
2021-01-05T18:00:00Z,1506.68,1,38.021,1,4.49437,1,19.52,1,13.793,1
2021-01-05T18:30:00Z,1506.67,1,38.0253,1,4.49418,1,19.514,1,13.7844,1
2021-01-05T19:00:00Z,1506.65,1,38.0256,1,4.49399,1,19.511,1,13.7824,1
2021-01-05T19:30:00Z,1506.63,1,38.0255,1,4.49301,1,19.502,1,13.7731,1
2021-01-05T20:00:00Z,1506.64,1,38.0256,1,4.49326,1,19.505,1,13.7754,1
2021-01-05T20:30:00Z,1506.59,1,38.0273,1,4.49237,1,19.506,1,13.7657,1
2021-01-05T21:00:00Z,1506.55,1,38.0258,1,4.49038,1,19.511,1,13.7484,1
2021-01-05T21:30:00Z,1506.49,1,38.0247,1,4.48846,1,19.525,1,13.7305,1
2021-01-05T22:00:00Z,1506.45,1,38.029,1,4.48758,1,19.539,1,13.7177,1
2021-01-05T22:30:00Z,1505.67,1,38.0519,1,4.46389,1,19.545,1,13.4681,1
2021-01-05T23:00:00Z,1505.37,1,38.0251,1,4.45253,1,19.543,1,13.3864,1
2021-01-05T23:30:00Z,1505.28,1,38.0265,1,4.44952,1,19.544,1,13.3575,1
2021-01-06T00:00:00Z,1504.99,1,38.0269,1,4.44023,1,19.548,1,13.2685,1
2021-01-06T00:00:00Z,1504.99,1,38.0269,1,4.44023,1,19.548,1,13.2685,1
2021-01-06T00:30:00Z,1504.79,1,38.0312,1,4.43431,1,19.552,1,13.2058,1
2021-01-06T01:00:00Z,1504.44,1,38.0325,1,4.42313,1,19.546,1,13.0996,1
2021-01-06T01:30:00Z,1504.13,1,38.0274,1,4.41304,1,19.544,1,13.0068,1
2021-01-06T02:00:00Z,1503.92,1,38.0335,1,4.40667,1,19.54,1,12.9393,1
2021-01-06T02:30:00Z,1503.71,1,38.0282,1,4.39992,1,19.532,1,12.8788,1
2021-01-06T03:00:00Z,1503.64,1,38.0289,1,4.39783,1,19.527,1,12.8581,1
2021-01-06T03:30:00Z,1503.53,1,38.0304,1,4.39424,1,19.526,1,12.8221,1
2021-01-06T04:00:00Z,1503.4,1,38.0291,1,4.39042,1,19.532,1,12.7883,1
2021-01-06T04:30:00Z,1503.49,1,38.0241,1,4.39264,1,19.529,1,12.8141,1
2021-01-06T05:00:00Z,1503.49,1,38.0309,1,4.39306,1,19.524,1,12.8102,1
2021-01-06T05:30:00Z,1503.41,1,38.0291,1,4.39089,1,19.527,1,12.7986,1
2021-01-06T06:00:00Z,1503.4,1,38.0299,1,4.39009,1,19.529,1,12.7826,1
2021-01-06T06:30:00Z,1503.37,1,38.0296,1,4.38923,1,19.531,1,12.7747,1
2021-01-06T07:00:00Z,1503.3,1,38.0193,1,4.38487,1,19.537,1,12.7839,1
2021-01-06T07:30:00Z,1503.43,1,38.0306,1,4.3918,1,19.547,1,12.8094,1
2021-01-06T08:00:00Z,1503.58,1,38.0304,1,4.39595,1,19.569,1,12.8385,1
2021-01-06T08:30:00Z,1503.41,1,37.8802,1,4.37679,1,19.585,1,12.8711,1
2021-01-06T09:00:00Z,1503.48,1,37.7912,1,4.37511,1,19.6,1,12.9057,1
2021-01-06T09:30:00Z,1503.58,1,37.7194,1,4.37549,1,19.618,1,12.9483,1
2021-01-06T10:00:00Z,1503.97,1,38.0086,1,4.40477,1,19.641,1,12.9831,1
2021-01-06T10:30:00Z,1504.23,1,38.0378,1,4.41685,1,19.65,1,13.0329,1
2021-01-06T11:00:00Z,1504.31,1,38.0369,1,4.41831,1,19.654,1,13.0786,1
2021-01-06T11:30:00Z,1504.59,1,38.0386,1,4.42822,1,19.666,1,13.14,1
2021-01-06T12:00:00Z,1504.82,1,38.033,1,4.43524,1,19.668,1,13.2129,1
2021-01-06T12:30:00Z,1504.95,1,38.0445,1,4.44025,1,19.662,1,13.2504,1
2021-01-06T13:00:00Z,1505.1,1,38.0404,1,4.44471,1,19.643,1,13.2965,1
2021-01-06T13:30:00Z,1505.18,1,38.0396,1,4.44714,1,19.642,1,13.3206,1
2021-01-06T14:00:00Z,1505.22,1,38.0401,1,4.4487,1,19.638,1,13.3347,1
2021-01-06T14:30:00Z,1505.33,1,38.0409,1,4.45211,1,19.623,1,13.3666,1
2021-01-06T15:00:00Z,1505.45,1,38.0436,1,4.45605,1,19.609,1,13.4017,1
2021-01-06T15:30:00Z,1505.5,1,38.0438,1,4.45765,1,19.605,1,13.4168,1
2021-01-06T16:00:00Z,1505.54,1,38.0446,1,4.45914,1,19.597,1,13.4303,1
2021-01-06T16:30:00Z,1505.51,1,38.038,1,4.45684,1,19.581,1,13.4402,1
2021-01-06T17:00:00Z,1505.4,1,37.9317,1,4.445,1,19.564,1,13.4455,1
2021-01-06T17:30:00Z,1505.44,1,37.9823,1,4.44887,1,19.562,1,13.4484,1
2021-01-06T18:00:00Z,1505.53,1,38.0273,1,4.45794,1,19.553,1,13.4439,1
2021-01-06T18:30:00Z,1505.55,1,38.0267,1,4.4582,1,19.535,1,13.4415,1
2021-01-06T19:00:00Z,1505.59,1,38.0413,1,4.4607,1,19.531,1,13.4484,1
2021-01-06T19:30:00Z,1505.66,1,38.0368,1,4.46252,1,19.526,1,13.4704,1
2021-01-06T20:00:00Z,1505.75,1,38.0398,1,4.46565,1,19.523,1,13.4973,1
2021-01-06T20:30:00Z,1505.94,1,38.0229,1,4.47054,1,19.517,1,13.5618,1
2021-01-06T21:00:00Z,1505.77,1,38.0166,1,4.46475,1,19.511,1,13.529,1
2021-01-06T21:30:00Z,1506.11,1,38.0103,1,4.47382,1,19.525,1,13.6305,1
2021-01-06T22:00:00Z,1505.83,1,38.0132,1,4.46648,1,19.535,1,13.5371,1
2021-01-06T22:30:00Z,1505.51,1,38.0491,1,4.45856,1,19.538,1,13.4203,1
2021-01-06T23:00:00Z,1505.41,1,38.0502,1,4.45549,1,19.552,1,13.3899,1
2021-01-06T23:30:00Z,1505.08,1,38.05,1,4.44418,1,19.552,1,13.3046,1
2021-01-07T00:00:00Z,1504.73,1,38.0455,1,4.43187,1,19.556,1,13.2038,1
2021-01-07T00:00:00Z,1504.73,1,38.0455,1,4.43187,1,19.556,1,13.2038,1
2021-01-07T00:30:00Z,1504.67,1,38.0504,1,4.4316,1,19.548,1,13.1608,1
2021-01-07T01:00:00Z,1504.46,1,38.0493,1,4.42503,1,19.555,1,13.0989,1
2021-01-07T01:30:00Z,1504.34,1,38.0485,1,4.42097,1,19.56,1,13.0608,1
2021-01-07T02:00:00Z,1504.28,1,38.0455,1,4.41911,1,19.557,1,13.0458,1
2021-01-07T02:30:00Z,1504.23,1,38.0486,1,4.4176,1,19.549,1,13.0283,1
2021-01-07T03:00:00Z,1504.17,1,38.045,1,4.41535,1,19.547,1,13.0103,1
2021-01-07T03:30:00Z,1504.19,1,38.044,1,4.41622,1,19.528,1,13.0197,1
2021-01-07T04:00:00Z,1504.24,1,38.0356,1,4.41716,1,19.534,1,13.037,1
2021-01-07T04:30:00Z,1504.53,1,38.0278,1,4.42579,1,19.528,1,13.1279,1
2021-01-07T05:00:00Z,1504.82,1,38.036,1,4.43562,1,19.527,1,13.2138,1
2021-01-07T05:30:00Z,1504.8,1,38.042,1,4.43532,1,19.529,1,13.2048,1
2021-01-07T06:00:00Z,1504.72,1,38.045,1,4.43305,1,19.522,1,13.1801,1
2021-01-07T06:30:00Z,1504.43,1,38.05,1,4.42399,1,19.517,1,13.1012,1
2021-01-07T07:00:00Z,1504.24,1,38.0495,1,4.41746,1,19.512,1,13.0418,1
2021-01-07T07:30:00Z,1503.56,1,37.9459,1,4.38296,1,19.523,1,12.9291,1
2021-01-07T08:00:00Z,1503.51,1,37.8337,1,4.37941,1,19.538,1,12.9005,1
2021-01-07T08:30:00Z,1503.94,1,38.049,1,4.40843,1,19.534,1,12.94,1
2021-01-07T09:00:00Z,1504.26,1,38.0199,1,4.41569,1,19.544,1,13.0828,1
2021-01-07T09:30:00Z,1504.57,1,37.9429,1,4.41852,1,19.559,1,13.2005,1
2021-01-07T10:00:00Z,1504.73,1,37.8647,1,4.42129,1,19.573,1,13.2621,1
2021-01-07T10:30:00Z,1505.16,1,38.0412,1,4.44672,1,19.589,1,13.3152,1
2021-01-07T11:00:00Z,1505.34,1,38.0424,1,4.45245,1,19.597,1,13.3684,1
2021-01-07T11:30:00Z,1505.51,1,38.0446,1,4.45812,1,19.601,1,13.4205,1
2021-01-07T12:00:00Z,1505.61,1,38.045,1,4.46126,1,19.61,1,13.4501,1
2021-01-07T12:30:00Z,1505.49,1,37.9927,1,4.45172,1,19.616,1,13.465,1
2021-01-07T13:00:00Z,1505.53,1,37.9656,1,4.45069,1,19.613,1,13.4789,1
2021-01-07T13:30:00Z,1505.71,1,38.0425,1,4.46458,1,19.624,1,13.4843,1
2021-01-07T14:00:00Z,1505.64,1,38.0414,1,4.46209,1,19.618,1,13.462,1
2021-01-07T14:30:00Z,1505.49,1,38.0392,1,4.45718,1,19.614,1,13.4169,1
2021-01-07T15:00:00Z,1505.23,1,37.9464,1,4.44151,1,19.602,1,13.3921,1
2021-01-07T15:30:00Z,1505.01,1,37.8764,1,4.42901,1,19.602,1,13.356,1
2021-01-07T16:00:00Z,1504.96,1,37.8331,1,4.42251,1,19.599,1,13.3599,1
2021-01-07T16:30:00Z,1504.98,1,37.8066,1,4.42423,1,19.599,1,13.3615,1
2021-01-07T17:00:00Z,1505.3,1,38.0356,1,4.45092,1,19.592,1,13.3672,1
2021-01-07T17:30:00Z,1505.28,1,38.035,1,4.44989,1,19.578,1,13.3681,1
2021-01-07T18:00:00Z,1505.35,1,38.0442,1,4.45326,1,19.57,1,13.3764,1
2021-01-07T18:30:00Z,1505.4,1,38.0413,1,4.4544,1,19.557,1,13.3882,1
2021-01-07T19:00:00Z,1505.44,1,38.0406,1,4.45578,1,19.549,1,13.4026,1
2021-01-07T19:30:00Z,1505.52,1,38.0397,1,4.45809,1,19.542,1,13.4251,1
2021-01-07T20:00:00Z,1505.62,1,38.0337,1,4.46055,1,19.541,1,13.4628,1
2021-01-07T20:30:00Z,1505.72,1,38.0383,1,4.46472,1,19.529,1,13.4914,1
2021-01-07T21:00:00Z,1505.8,1,38.0411,1,4.46736,1,19.527,1,13.5124,1
2021-01-07T21:30:00Z,1505.86,1,38.0414,1,4.46928,1,19.521,1,13.5305,1
2021-01-07T22:00:00Z,1505.91,1,38.0413,1,4.47075,1,19.531,1,13.5446,1
2021-01-07T22:30:00Z,1505.93,1,38.0415,1,4.47166,1,19.544,1,13.553,1
2021-01-07T23:00:00Z,1505.99,1,38.0423,1,4.47335,1,19.543,1,13.5684,1
2021-01-07T23:30:00Z,1506.03,1,38.0427,1,4.47479,1,19.555,1,13.5817,1
2021-01-08T00:00:00Z,1506.08,1,38.0429,1,4.47639,1,19.571,1,13.5969,1
2021-01-08T00:00:00Z,1506.08,1,38.0429,1,4.47639,1,19.571,1,13.5969,1
2021-01-08T00:30:00Z,1506.11,1,38.0436,1,4.47752,1,19.572,1,13.607,1
2021-01-08T01:00:00Z,1506.12,1,38.0441,1,4.47771,1,19.571,1,13.6083,1
2021-01-08T01:30:00Z,1506.12,1,38.0458,1,4.47797,1,19.587,1,13.6091,1
