time,depth,sensor_id,precise_latitude,precise_longitude,TEMP,TEMP_QC,CNDC,CNDC_QC,PRES,PRES_QC
2022-01-02 02:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.0935,1,3.0187,1,18.0935,1
2022-01-02 02:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.0953,1,3.0191,1,18.0953,1
2022-01-02 03:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.0971,1,3.0194,1,18.0971,1
2022-01-02 03:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.0989,1,3.0198,1,18.0989,1
2022-01-02 04:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1007,1,3.0201,1,18.1007,1
2022-01-02 04:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1025,1,3.0205,1,18.1025,1
2022-01-02 05:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1043,1,3.0209,1,18.1043,1
2022-01-02 05:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1061,1,3.0212,1,18.1061,1
2022-01-02 06:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1079,1,3.0216,1,18.1079,1
2022-01-02 06:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1097,1,3.0219,1,18.1097,1
2022-01-02 07:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1115,1,3.0223,1,18.1115,1
2022-01-02 07:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1133,1,3.0227,1,18.1133,1
2022-01-02 08:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1151,1,3.0230,1,18.1151,1
2022-01-02 08:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1169,1,3.0234,1,18.1169,1
2022-01-02 09:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1187,1,3.0237,1,18.1187,1
2022-01-02 09:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1205,1,3.0241,1,18.1205,1
2022-01-02 10:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1223,1,3.0245,1,18.1223,1
2022-01-02 10:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1241,1,3.0248,1,18.1241,1
2022-01-02 11:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1259,1,3.0252,1,18.1259,1
2022-01-02 11:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1276,1,3.0255,1,18.1276,1
2022-01-02 12:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1294,1,3.0259,1,18.1294,1
2022-01-02 12:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1312,1,3.0262,1,18.1312,1
2022-01-02 13:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1330,1,3.0266,1,18.1330,1
2022-01-02 13:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1348,1,3.0270,1,18.1348,1
2022-01-02 14:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1366,1,3.0273,1,18.1366,1
2022-01-02 14:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1384,1,3.0277,1,18.1384,1
2022-01-02 15:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1402,1,3.0280,1,18.1402,1
2022-01-02 15:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1420,1,3.0284,1,18.1420,1
2022-01-02 16:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1438,1,3.0288,1,18.1438,1
2022-01-02 16:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1456,1,3.0291,1,18.1456,1
2022-01-02 17:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1474,1,3.0295,1,18.1474,1
2022-01-02 17:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1492,1,3.0298,1,18.1492,1
2022-01-02 18:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1510,1,3.0302,1,18.1510,1
2022-01-02 18:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1528,1,3.0306,1,18.1528,1
2022-01-02 19:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1546,1,3.0309,1,18.1546,1
2022-01-02 19:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1564,1,3.0313,1,18.1564,1
2022-01-02 20:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1582,1,3.0316,1,18.1582,1
2022-01-02 20:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1600,1,3.0320,1,18.1600,1
2022-01-02 21:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1618,1,3.0324,1,18.1618,1
2022-01-02 21:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1636,1,3.0327,1,18.1636,1
2022-01-02 22:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1654,1,3.0331,1,18.1654,1
2022-01-02 22:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1672,1,3.0334,1,18.1672,1
2022-01-02 23:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1690,1,3.0338,1,18.1690,1
2022-01-02 23:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1708,1,3.0342,1,18.1708,1
2022-01-03 00:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1726,1,3.0345,1,18.1726,1
2022-01-03 00:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1744,1,3.0349,1,18.1744,1
2022-01-03 01:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1762,1,3.0352,1,18.1762,1
2022-01-03 01:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1780,1,3.0356,1,18.1780,1
2022-01-03 02:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1798,1,3.0360,1,18.1798,1
2022-01-03 02:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1816,1,3.0363,1,18.1816,1
2022-01-03 03:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1834,1,3.0367,1,18.1834,1
2022-01-03 03:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1852,1,3.0370,1,18.1852,1
2022-01-03 04:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1870,1,3.0374,1,18.1870,1
2022-01-03 04:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1888,1,3.0378,1,18.1888,1
2022-01-03 05:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1905,1,3.0381,1,18.1905,1
2022-01-03 05:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1923,1,3.0385,1,18.1923,1
2022-01-03 06:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1941,1,3.0388,1,18.1941,1
2022-01-03 06:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1959,1,3.0392,1,18.1959,1
2022-01-03 07:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1977,1,3.0395,1,18.1977,1
2022-01-03 07:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.1995,1,3.0399,1,18.1995,1
2022-01-03 08:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2013,1,3.0403,1,18.2013,1
2022-01-03 08:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2031,1,3.0406,1,18.2031,1
2022-01-03 09:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2049,1,3.0410,1,18.2049,1
2022-01-03 09:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2067,1,3.0413,1,18.2067,1
2022-01-03 10:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2085,1,3.0417,1,18.2085,1
2022-01-03 10:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2103,1,3.0421,1,18.2103,1
2022-01-03 11:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2121,1,3.0424,1,18.2121,1
2022-01-03 11:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2139,1,3.0428,1,18.2139,1
2022-01-03 12:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2157,1,3.0431,1,18.2157,1
2022-01-03 12:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2175,1,3.0435,1,18.2175,1
2022-01-03 13:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2193,1,3.0439,1,18.2193,1
2022-01-03 13:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2211,1,3.0442,1,18.2211,1
2022-01-03 14:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2229,1,3.0446,1,18.2229,1
2022-01-03 14:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2247,1,3.0449,1,18.2247,1
2022-01-03 15:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2265,1,3.0453,1,18.2265,1
2022-01-03 15:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2283,1,3.0457,1,18.2283,1
2022-01-03 16:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2301,1,3.0460,1,18.2301,1
2022-01-03 16:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2319,1,3.0464,1,18.2319,1
2022-01-03 17:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2337,1,3.0467,1,18.2337,1
2022-01-03 17:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2355,1,3.0471,1,18.2355,1
2022-01-03 18:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2373,1,3.0475,1,18.2373,1
2022-01-03 18:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2391,1,3.0478,1,18.2391,1
2022-01-03 19:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2408,1,3.0482,1,18.2408,1
2022-01-03 19:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2426,1,3.0485,1,18.2426,1
2022-01-03 20:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2444,1,3.0489,1,18.2444,1
2022-01-03 20:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2462,1,3.0492,1,18.2462,1
2022-01-03 21:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2480,1,3.0496,1,18.2480,1
2022-01-03 21:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2498,1,3.0500,1,18.2498,1
2022-01-03 22:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2516,1,3.0503,1,18.2516,1
2022-01-03 22:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2534,1,3.0507,1,18.2534,1
2022-01-03 23:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2552,1,3.0510,1,18.2552,1
2022-01-03 23:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2570,1,3.0514,1,18.2570,1
2022-01-04 00:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2588,1,3.0518,1,18.2588,1
2022-01-04 00:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2606,1,3.0521,1,18.2606,1
2022-01-04 01:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2624,1,3.0525,1,18.2624,1
2022-01-04 01:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2642,1,3.0528,1,18.2642,1
2022-01-04 02:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2660,1,3.0532,1,18.2660,1
2022-01-04 02:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2678,1,3.0536,1,18.2678,1
2022-01-04 03:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2696,1,3.0539,1,18.2696,1
2022-01-04 03:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2714,1,3.0543,1,18.2714,1
2022-01-04 04:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2732,1,3.0546,1,18.2732,1
2022-01-04 04:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2750,1,3.0550,1,18.2750,1
2022-01-04 05:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2768,1,3.0554,1,18.2768,1
2022-01-04 05:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2786,1,3.0557,1,18.2786,1
2022-01-04 06:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2804,1,3.0561,1,18.2804,1
2022-01-04 06:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2821,1,3.0564,1,18.2821,1
2022-01-04 07:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2839,1,3.0568,1,18.2839,1
2022-01-04 07:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2857,1,3.0571,1,18.2857,1
2022-01-04 08:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2875,1,3.0575,1,18.2875,1
2022-01-04 08:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2893,1,3.0579,1,18.2893,1
2022-01-04 09:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2911,1,3.0582,1,18.2911,1
2022-01-04 09:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2929,1,3.0586,1,18.2929,1
2022-01-04 10:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2947,1,3.0589,1,18.2947,1
2022-01-04 10:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2965,1,3.0593,1,18.2965,1
2022-01-04 11:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.2983,1,3.0597,1,18.2983,1
2022-01-04 11:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3001,1,3.0600,1,18.3001,1
2022-01-04 12:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3019,1,3.0604,1,18.3019,1
2022-01-04 12:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3037,1,3.0607,1,18.3037,1
2022-01-04 13:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3055,1,3.0611,1,18.3055,1
2022-01-04 13:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3073,1,3.0615,1,18.3073,1
2022-01-04 14:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3091,1,3.0618,1,18.3091,1
2022-01-04 14:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3109,1,3.0622,1,18.3109,1
2022-01-04 15:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3127,1,3.0625,1,18.3127,1
2022-01-04 15:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3145,1,3.0629,1,18.3145,1
2022-01-04 16:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3162,1,3.0632,1,18.3162,1
2022-01-04 16:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3180,1,3.0636,1,18.3180,1
2022-01-04 17:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3198,1,3.0640,1,18.3198,1
2022-01-04 17:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3216,1,3.0643,1,18.3216,1
2022-01-04 18:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3234,1,3.0647,1,18.3234,1
2022-01-04 18:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3252,1,3.0650,1,18.3252,1
2022-01-04 19:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3270,1,3.0654,1,18.3270,1
2022-01-04 19:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3288,1,3.0658,1,18.3288,1
2022-01-04 20:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3306,1,3.0661,1,18.3306,1
2022-01-04 20:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3324,1,3.0665,1,18.3324,1
2022-01-04 21:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3342,1,3.0668,1,18.3342,1
2022-01-04 21:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3360,1,3.0672,1,18.3360,1
2022-01-04 22:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3378,1,3.0676,1,18.3378,1
2022-01-04 22:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3396,1,3.0679,1,18.3396,1
2022-01-04 23:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3414,1,3.0683,1,18.3414,1
2022-01-04 23:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3432,1,3.0686,1,18.3432,1
2022-01-05 00:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3450,1,3.0690,1,18.3450,1
2022-01-05 00:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3467,1,3.0693,1,18.3467,1
2022-01-05 01:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3485,1,3.0697,1,18.3485,1
2022-01-05 01:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3503,1,3.0701,1,18.3503,1
2022-01-05 02:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3521,1,3.0704,1,18.3521,1
2022-01-05 02:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3539,1,3.0708,1,18.3539,1
2022-01-05 03:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3557,1,3.0711,1,18.3557,1
2022-01-05 03:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3575,1,3.0715,1,18.3575,1
2022-01-05 04:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3593,1,3.0719,1,18.3593,1
2022-01-05 04:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3611,1,3.0722,1,18.3611,1
2022-01-05 05:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3629,1,3.0726,1,18.3629,1
2022-01-05 05:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3647,1,3.0729,1,18.3647,1
2022-01-05 06:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3665,1,3.0733,1,18.3665,1
2022-01-05 06:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3683,1,3.0737,1,18.3683,1
2022-01-05 07:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3701,1,3.0740,1,18.3701,1
2022-01-05 07:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3719,1,3.0744,1,18.3719,1
2022-01-05 08:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3737,1,3.0747,1,18.3737,1
2022-01-05 08:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3754,1,3.0751,1,18.3754,1
2022-01-05 09:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3772,1,3.0754,1,18.3772,1
2022-01-05 09:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3790,1,3.0758,1,18.3790,1
2022-01-05 10:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3808,1,3.0762,1,18.3808,1
2022-01-05 10:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3826,1,3.0765,1,18.3826,1
2022-01-05 11:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3844,1,3.0769,1,18.3844,1
2022-01-05 11:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3862,1,3.0772,1,18.3862,1
2022-01-05 12:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3880,1,3.0776,1,18.3880,1
2022-01-05 12:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3898,1,3.0780,1,18.3898,1
2022-01-05 13:00:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3916,1,3.0783,1,18.3916,1
2022-01-05 13:30:00+00:00,300,SBE37SMP_SN0003,43.8419,9.1339,18.3934,1,3.0787,1,18.3934,1
