time,depth,sensor_id,precise_latitude,precise_longitude,TEMP,TEMP_QC,CNDC,CNDC_QC,PRES,PRES_QC,PSAL,PSAL_QC
2024-01-02 01:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.0914,1,5.0183,1,26.0914,1,2.3827,1
2024-01-02 02:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.0932,1,5.0186,1,26.0932,1,2.5000,1
2024-01-02 02:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.0950,1,5.0190,1,26.0950,1,2.6088,1
2024-01-02 03:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.0968,1,5.0194,1,26.0968,1,2.7071,1
2024-01-02 03:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.0986,1,5.0197,1,26.0986,1,2.7934,1
2024-01-02 04:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1004,1,5.0201,1,26.1004,1,2.8660,1
2024-01-02 04:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1022,1,5.0204,1,26.1022,1,2.9239,1
2024-01-02 05:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1040,1,5.0208,1,26.1040,1,2.9659,1
2024-01-02 05:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1058,1,5.0212,1,26.1058,1,2.9914,1
2024-01-02 06:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1076,1,5.0215,1,26.1076,1,3.0000,1
2024-01-02 06:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1094,1,5.0219,1,26.1094,1,2.9914,1
2024-01-02 07:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1112,1,5.0222,1,26.1112,1,2.9659,1
2024-01-02 07:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1130,1,5.0226,1,26.1130,1,2.9239,1
2024-01-02 08:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1148,1,5.0230,1,26.1148,1,2.8660,1
2024-01-02 08:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1165,1,5.0233,1,26.1165,1,2.7934,1
2024-01-02 09:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1183,1,5.0237,1,26.1183,1,2.7071,1
2024-01-02 09:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1201,1,5.0240,1,26.1201,1,2.6088,1
2024-01-02 10:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1219,1,5.0244,1,26.1219,1,2.5000,1
2024-01-02 10:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1237,1,5.0247,1,26.1237,1,2.3827,1
2024-01-02 11:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1255,1,5.0251,1,26.1255,1,2.2588,1
2024-01-02 11:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1273,1,5.0255,1,26.1273,1,2.1305,1
2024-01-02 12:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1291,1,5.0258,1,26.1291,1,2.0000,1
2024-01-02 12:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1309,1,5.0262,1,26.1309,1,1.8695,1
2024-01-02 13:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1327,1,5.0265,1,26.1327,1,1.7412,1
2024-01-02 13:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1345,1,5.0269,1,26.1345,1,1.6173,1
2024-01-02 14:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1363,1,5.0273,1,26.1363,1,1.5000,1
2024-01-02 14:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1381,1,5.0276,1,26.1381,1,1.3912,1
2024-01-02 15:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1398,1,5.0280,1,26.1398,1,1.2929,1
2024-01-02 15:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1416,1,5.0283,1,26.1416,1,1.2066,1
2024-01-02 16:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1434,1,5.0287,1,26.1434,1,1.1340,1
2024-01-02 16:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1452,1,5.0290,1,26.1452,1,1.0761,1
2024-01-02 17:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1470,1,5.0294,1,26.1470,1,1.0341,1
2024-01-02 17:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1488,1,5.0298,1,26.1488,1,1.0086,1
2024-01-02 18:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1506,1,5.0301,1,26.1506,1,1.0000,1
2024-01-02 18:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1524,1,5.0305,1,26.1524,1,1.0086,1
2024-01-02 19:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1542,1,5.0308,1,26.1542,1,1.0341,1
2024-01-02 19:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1560,1,5.0312,1,26.1560,1,1.0761,1
2024-01-02 20:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1578,1,5.0316,1,26.1578,1,1.1340,1
2024-01-02 20:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1596,1,5.0319,1,26.1596,1,1.2066,1
2024-01-02 21:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1614,1,5.0323,1,26.1614,1,1.2929,1
2024-01-02 21:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1631,1,5.0326,1,26.1631,1,1.3912,1
2024-01-02 22:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1649,1,5.0330,1,26.1649,1,1.5000,1
2024-01-02 22:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1667,1,5.0333,1,26.1667,1,1.6173,1
2024-01-02 23:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1685,1,5.0337,1,26.1685,1,1.7412,1
2024-01-02 23:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1703,1,5.0341,1,26.1703,1,1.8695,1
2024-01-03 00:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1721,1,5.0344,1,26.1721,1,2.0000,1
2024-01-03 00:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1739,1,5.0348,1,26.1739,1,2.1305,1
2024-01-03 01:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1757,1,5.0351,1,26.1757,1,2.2588,1
2024-01-03 01:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1775,1,5.0355,1,26.1775,1,2.3827,1
2024-01-03 02:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1793,1,5.0359,1,26.1793,1,2.5000,1
2024-01-03 02:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1811,1,5.0362,1,26.1811,1,2.6088,1
2024-01-03 03:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1829,1,5.0366,1,26.1829,1,2.7071,1
2024-01-03 03:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1847,1,5.0369,1,26.1847,1,2.7934,1
2024-01-03 04:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1864,1,5.0373,1,26.1864,1,2.8660,1
2024-01-03 04:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1882,1,5.0376,1,26.1882,1,2.9239,1
2024-01-03 05:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1900,1,5.0380,1,26.1900,1,2.9659,1
2024-01-03 05:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1918,1,5.0384,1,26.1918,1,2.9914,1
2024-01-03 06:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1936,1,5.0387,1,26.1936,1,3.0000,1
2024-01-03 06:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1954,1,5.0391,1,26.1954,1,2.9914,1
2024-01-03 07:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1972,1,5.0394,1,26.1972,1,2.9659,1
2024-01-03 07:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.1990,1,5.0398,1,26.1990,1,2.9239,1
2024-01-03 08:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2008,1,5.0402,1,26.2008,1,2.8660,1
2024-01-03 08:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2026,1,5.0405,1,26.2026,1,2.7934,1
2024-01-03 09:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2044,1,5.0409,1,26.2044,1,2.7071,1
2024-01-03 09:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2062,1,5.0412,1,26.2062,1,2.6088,1
2024-01-03 10:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2079,1,5.0416,1,26.2079,1,2.5000,1
2024-01-03 10:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2097,1,5.0419,1,26.2097,1,2.3827,1
2024-01-03 11:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2115,1,5.0423,1,26.2115,1,2.2588,1
2024-01-03 11:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2133,1,5.0427,1,26.2133,1,2.1305,1
2024-01-03 12:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2151,1,5.0430,1,26.2151,1,2.0000,1
2024-01-03 12:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2169,1,5.0434,1,26.2169,1,1.8695,1
2024-01-03 13:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2187,1,5.0437,1,26.2187,1,1.7412,1
2024-01-03 13:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2205,1,5.0441,1,26.2205,1,1.6173,1
2024-01-03 14:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2223,1,5.0445,1,26.2223,1,1.5000,1
2024-01-03 14:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2241,1,5.0448,1,26.2241,1,1.3912,1
2024-01-03 15:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2259,1,5.0452,1,26.2259,1,1.2929,1
2024-01-03 15:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2277,1,5.0455,1,26.2277,1,1.2066,1
2024-01-03 16:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2294,1,5.0459,1,26.2294,1,1.1340,1
2024-01-03 16:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2312,1,5.0462,1,26.2312,1,1.0761,1
2024-01-03 17:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2330,1,5.0466,1,26.2330,1,1.0341,1
2024-01-03 17:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2348,1,5.0470,1,26.2348,1,1.0086,1
2024-01-03 18:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2366,1,5.0473,1,26.2366,1,1.0000,1
2024-01-03 18:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2384,1,5.0477,1,26.2384,1,1.0086,1
2024-01-03 19:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2402,1,5.0480,1,26.2402,1,1.0341,1
2024-01-03 19:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2420,1,5.0484,1,26.2420,1,1.0761,1
2024-01-03 20:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2438,1,5.0488,1,26.2438,1,1.1340,1
2024-01-03 20:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2456,1,5.0491,1,26.2456,1,1.2066,1
2024-01-03 21:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2474,1,5.0495,1,26.2474,1,1.2929,1
2024-01-03 21:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2491,1,5.0498,1,26.2491,1,1.3912,1
2024-01-03 22:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2509,1,5.0502,1,26.2509,1,1.5000,1
2024-01-03 22:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2527,1,5.0505,1,26.2527,1,1.6173,1
2024-01-03 23:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2545,1,5.0509,1,26.2545,1,1.7412,1
2024-01-03 23:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2563,1,5.0513,1,26.2563,1,1.8695,1
2024-01-04 00:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2581,1,5.0516,1,26.2581,1,2.0000,1
2024-01-04 00:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2599,1,5.0520,1,26.2599,1,2.1305,1
2024-01-04 01:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2617,1,5.0523,1,26.2617,1,2.2588,1
2024-01-04 01:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2635,1,5.0527,1,26.2635,1,2.3827,1
2024-01-04 02:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2653,1,5.0531,1,26.2653,1,2.5000,1
2024-01-04 02:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2671,1,5.0534,1,26.2671,1,2.6088,1
2024-01-04 03:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2688,1,5.0538,1,26.2688,1,2.7071,1
2024-01-04 03:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2706,1,5.0541,1,26.2706,1,2.7934,1
2024-01-04 04:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2724,1,5.0545,1,26.2724,1,2.8660,1
2024-01-04 04:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2742,1,5.0548,1,26.2742,1,2.9239,1
2024-01-04 05:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2760,1,5.0552,1,26.2760,1,2.9659,1
2024-01-04 05:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2778,1,5.0556,1,26.2778,1,2.9914,1
2024-01-04 06:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2796,1,5.0559,1,26.2796,1,3.0000,1
2024-01-04 06:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2814,1,5.0563,1,26.2814,1,2.9914,1
2024-01-04 07:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2832,1,5.0566,1,26.2832,1,2.9659,1
2024-01-04 07:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2850,1,5.0570,1,26.2850,1,2.9239,1
2024-01-04 08:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2867,1,5.0573,1,26.2867,1,2.8660,1
2024-01-04 08:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2885,1,5.0577,1,26.2885,1,2.7934,1
2024-01-04 09:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2903,1,5.0581,1,26.2903,1,2.7071,1
2024-01-04 09:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2921,1,5.0584,1,26.2921,1,2.6088,1
2024-01-04 10:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2939,1,5.0588,1,26.2939,1,2.5000,1
2024-01-04 10:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2957,1,5.0591,1,26.2957,1,2.3827,1
2024-01-04 11:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2975,1,5.0595,1,26.2975,1,2.2588,1
2024-01-04 11:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.2993,1,5.0599,1,26.2993,1,2.1305,1
2024-01-04 12:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3011,1,5.0602,1,26.3011,1,2.0000,1
2024-01-04 12:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3029,1,5.0606,1,26.3029,1,1.8695,1
2024-01-04 13:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3046,1,5.0609,1,26.3046,1,1.7412,1
2024-01-04 13:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3064,1,5.0613,1,26.3064,1,1.6173,1
2024-01-04 14:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3082,1,5.0616,1,26.3082,1,1.5000,1
2024-01-04 14:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3100,1,5.0620,1,26.3100,1,1.3912,1
2024-01-04 15:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3118,1,5.0624,1,26.3118,1,1.2929,1
2024-01-04 15:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3136,1,5.0627,1,26.3136,1,1.2066,1
2024-01-04 16:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3154,1,5.0631,1,26.3154,1,1.1340,1
2024-01-04 16:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3172,1,5.0634,1,26.3172,1,1.0761,1
2024-01-04 17:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3190,1,5.0638,1,26.3190,1,1.0341,1
2024-01-04 17:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3208,1,5.0642,1,26.3208,1,1.0086,1
2024-01-04 18:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3225,1,5.0645,1,26.3225,1,1.0000,1
2024-01-04 18:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3243,1,5.0649,1,26.3243,1,1.0086,1
2024-01-04 19:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3261,1,5.0652,1,26.3261,1,1.0341,1
2024-01-04 19:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3279,1,5.0656,1,26.3279,1,1.0761,1
2024-01-04 20:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3297,1,5.0659,1,26.3297,1,1.1340,1
2024-01-04 20:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3315,1,5.0663,1,26.3315,1,1.2066,1
2024-01-04 21:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3333,1,5.0667,1,26.3333,1,1.2929,1
2024-01-04 21:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3351,1,5.0670,1,26.3351,1,1.3912,1
2024-01-04 22:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3369,1,5.0674,1,26.3369,1,1.5000,1
2024-01-04 22:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3386,1,5.0677,1,26.3386,1,1.6173,1
2024-01-04 23:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3404,1,5.0681,1,26.3404,1,1.7412,1
2024-01-04 23:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3422,1,5.0684,1,26.3422,1,1.8695,1
2024-01-05 00:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3440,1,5.0688,1,26.3440,1,2.0000,1
2024-01-05 00:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3458,1,5.0692,1,26.3458,1,2.1305,1
2024-01-05 01:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3476,1,5.0695,1,26.3476,1,2.2588,1
2024-01-05 01:30:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3494,1,5.0699,1,26.3494,1,2.3827,1
2024-01-05 02:00:00+00:00,100,SBE37SMP_SN0002,43.8401,9.1317,26.3512,1,5.0702,1,26.3512,1,2.5000,1
