time,precise_latitude,precise_longitude,depth,sensor_id,AIRT,WSPD,WDIR,AIRT_QC,WSPD_QC,WDIR_QC
2024-01-01 21:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.1542,10.0154,193.8652,1,1,1
2024-01-01 22:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.1578,10.0158,194.1870,1,1,1
2024-01-01 22:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.1614,10.0161,194.5087,1,1,1
2024-01-01 23:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.1650,10.0165,194.8304,1,1,1
2024-01-01 23:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.1685,10.0169,195.1521,1,1,1
2024-01-02 00:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.1721,10.0172,195.4737,1,1,1
2024-01-02 00:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.1757,10.0176,195.7952,1,1,1
2024-01-02 01:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.1793,10.0179,196.1167,1,1,1
2024-01-02 01:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.1829,10.0183,196.4381,1,1,1
2024-01-02 02:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.1865,10.0186,196.7595,1,1,1
2024-01-02 02:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.1901,10.0190,197.0809,1,1,1
2024-01-02 03:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.1936,10.0194,197.4022,1,1,1
2024-01-02 03:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.1972,10.0197,197.7234,1,1,1
2024-01-02 04:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2008,10.0201,198.0446,1,1,1
2024-01-02 04:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2044,10.0204,198.3657,1,1,1
2024-01-02 05:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2080,10.0208,198.6867,1,1,1
2024-01-02 05:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2116,10.0212,199.0077,1,1,1
2024-01-02 06:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2152,10.0215,199.3286,1,1,1
2024-01-02 06:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2187,10.0219,199.6495,1,1,1
2024-01-02 07:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2223,10.0222,199.9703,1,1,1
2024-01-02 07:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2259,10.0226,200.2911,1,1,1
2024-01-02 08:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2295,10.0230,200.6117,1,1,1
2024-01-02 08:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2331,10.0233,200.9323,1,1,1
2024-01-02 09:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2367,10.0237,201.2529,1,1,1
2024-01-02 09:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2403,10.0240,201.5734,1,1,1
2024-01-02 10:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2438,10.0244,201.8938,1,1,1
2024-01-02 10:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2474,10.0247,202.2141,1,1,1
2024-01-02 11:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2510,10.0251,202.5344,1,1,1
2024-01-02 11:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2546,10.0255,202.8546,1,1,1
2024-01-02 12:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2582,10.0258,203.1747,1,1,1
2024-01-02 12:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2618,10.0262,203.4947,1,1,1
2024-01-02 13:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2654,10.0265,203.8147,1,1,1
2024-01-02 13:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2689,10.0269,204.1346,1,1,1
2024-01-02 14:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2725,10.0273,204.4544,1,1,1
2024-01-02 14:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2761,10.0276,204.7741,1,1,1
2024-01-02 15:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2797,10.0280,205.0938,1,1,1
2024-01-02 15:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2833,10.0283,205.4133,1,1,1
2024-01-02 16:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2869,10.0287,205.7328,1,1,1
2024-01-02 16:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2904,10.0290,206.0522,1,1,1
2024-01-02 17:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2940,10.0294,206.3716,1,1,1
2024-01-02 17:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.2976,10.0298,206.6908,1,1,1
2024-01-02 18:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3012,10.0301,207.0100,1,1,1
2024-01-02 18:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3048,10.0305,207.3290,1,1,1
2024-01-02 19:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3084,10.0308,207.6480,1,1,1
2024-01-02 19:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3120,10.0312,207.9669,1,1,1
2024-01-02 20:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3155,10.0316,208.2857,1,1,1
2024-01-02 20:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3191,10.0319,208.6044,1,1,1
2024-01-02 21:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3227,10.0323,208.9230,1,1,1
2024-01-02 21:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3263,10.0326,209.2416,1,1,1
2024-01-02 22:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3299,10.0330,209.5600,1,1,1
2024-01-02 22:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3335,10.0333,209.8783,1,1,1
2024-01-02 23:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3370,10.0337,210.1966,1,1,1
2024-01-02 23:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3406,10.0341,210.5147,1,1,1
2024-01-03 00:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3442,10.0344,210.8328,1,1,1
2024-01-03 00:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3478,10.0348,211.1507,1,1,1
2024-01-03 01:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3514,10.0351,211.4686,1,1,1
2024-01-03 01:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3550,10.0355,211.7863,1,1,1
2024-01-03 02:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3586,10.0359,212.1039,1,1,1
2024-01-03 02:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3621,10.0362,212.4215,1,1,1
2024-01-03 03:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3657,10.0366,212.7389,1,1,1
2024-01-03 03:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3693,10.0369,213.0563,1,1,1
2024-01-03 04:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3729,10.0373,213.3735,1,1,1
2024-01-03 04:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3765,10.0376,213.6906,1,1,1
2024-01-03 05:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3801,10.0380,214.0076,1,1,1
2024-01-03 05:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3836,10.0384,214.3245,1,1,1
2024-01-03 06:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3872,10.0387,214.6413,1,1,1
2024-01-03 06:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3908,10.0391,214.9580,1,1,1
2024-01-03 07:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3944,10.0394,215.2745,1,1,1
2024-01-03 07:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.3980,10.0398,215.5910,1,1,1
2024-01-03 08:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4016,10.0402,215.9073,1,1,1
2024-01-03 08:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4051,10.0405,216.2235,1,1,1
2024-01-03 09:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4087,10.0409,216.5396,1,1,1
2024-01-03 09:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4123,10.0412,216.8556,1,1,1
2024-01-03 10:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4159,10.0416,217.1715,1,1,1
2024-01-03 10:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4195,10.0419,217.4872,1,1,1
2024-01-03 11:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4231,10.0423,217.8029,1,1,1
2024-01-03 11:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4266,10.0427,218.1184,1,1,1
2024-01-03 12:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4302,10.0430,218.4338,1,1,1
2024-01-03 12:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4338,10.0434,218.7490,1,1,1
2024-01-03 13:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4374,10.0437,219.0642,1,1,1
2024-01-03 13:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4410,10.0441,219.3792,1,1,1
2024-01-03 14:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4446,10.0445,219.6941,1,1,1
2024-01-03 14:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4481,10.0448,220.0088,1,1,1
2024-01-03 15:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4517,10.0452,220.3234,1,1,1
2024-01-03 15:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4553,10.0455,220.6379,1,1,1
2024-01-03 16:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4589,10.0459,220.9523,1,1,1
2024-01-03 16:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4625,10.0462,221.2665,1,1,1
2024-01-03 17:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4660,10.0466,221.5806,1,1,1
2024-01-03 17:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4696,10.0470,221.8946,1,1,1
2024-01-03 18:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4732,10.0473,222.2085,1,1,1
2024-01-03 18:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4768,10.0477,222.5221,1,1,1
2024-01-03 19:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4804,10.0480,222.8357,1,1,1
2024-01-03 19:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4840,10.0484,223.1491,1,1,1
2024-01-03 20:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4875,10.0488,223.4624,1,1,1
2024-01-03 20:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4911,10.0491,223.7756,1,1,1
2024-01-03 21:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4947,10.0495,224.0886,1,1,1
2024-01-03 21:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.4983,10.0498,224.4014,1,1,1
2024-01-03 22:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5019,10.0502,224.7142,1,1,1
2024-01-03 22:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5055,10.0505,225.0267,1,1,1
2024-01-03 23:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5090,10.0509,225.3392,1,1,1
2024-01-03 23:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5126,10.0513,225.6515,1,1,1
2024-01-04 00:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5162,10.0516,225.9636,1,1,1
2024-01-04 00:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5198,10.0520,226.2756,1,1,1
2024-01-04 01:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5234,10.0523,226.5874,1,1,1
2024-01-04 01:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5269,10.0527,226.8991,1,1,1
2024-01-04 02:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5305,10.0531,227.2107,1,1,1
2024-01-04 02:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5341,10.0534,227.5221,1,1,1
2024-01-04 03:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5377,10.0538,227.8333,1,1,1
2024-01-04 03:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5413,10.0541,228.1444,1,1,1
2024-01-04 04:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5448,10.0545,228.4553,1,1,1
2024-01-04 04:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5484,10.0548,228.7661,1,1,1
2024-01-04 05:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5520,10.0552,229.0767,1,1,1
2024-01-04 05:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5556,10.0556,229.3872,1,1,1
2024-01-04 06:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5592,10.0559,229.6975,1,1,1
2024-01-04 06:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5628,10.0563,230.0076,1,1,1
2024-01-04 07:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5663,10.0566,230.3176,1,1,1
2024-01-04 07:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5699,10.0570,230.6274,1,1,1
2024-01-04 08:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5735,10.0573,230.9370,1,1,1
2024-01-04 08:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5771,10.0577,231.2465,1,1,1
2024-01-04 09:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5807,10.0581,231.5559,1,1,1
2024-01-04 09:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5842,10.0584,231.8650,1,1,1
2024-01-04 10:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5878,10.0588,232.1740,1,1,1
2024-01-04 10:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5914,10.0591,232.4828,1,1,1
2024-01-04 11:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5950,10.0595,232.7915,1,1,1
2024-01-04 11:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.5986,10.0599,233.1000,1,1,1
2024-01-04 12:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6021,10.0602,233.4083,1,1,1
2024-01-04 12:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6057,10.0606,233.7165,1,1,1
2024-01-04 13:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6093,10.0609,234.0244,1,1,1
2024-01-04 13:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6129,10.0613,234.3322,1,1,1
2024-01-04 14:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6165,10.0616,234.6398,1,1,1
2024-01-04 14:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6200,10.0620,234.9473,1,1,1
2024-01-04 15:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6236,10.0624,235.2546,1,1,1
2024-01-04 15:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6272,10.0627,235.5617,1,1,1
2024-01-04 16:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6308,10.0631,235.8686,1,1,1
2024-01-04 16:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6343,10.0634,236.1753,1,1,1
2024-01-04 17:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6379,10.0638,236.4819,1,1,1
2024-01-04 17:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6415,10.0642,236.7882,1,1,1
2024-01-04 18:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6451,10.0645,237.0944,1,1,1
2024-01-04 18:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6487,10.0649,237.4004,1,1,1
2024-01-04 19:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6522,10.0652,237.7063,1,1,1
2024-01-04 19:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6558,10.0656,238.0119,1,1,1
2024-01-04 20:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6594,10.0659,238.3173,1,1,1
2024-01-04 20:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6630,10.0663,238.6226,1,1,1
2024-01-04 21:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6666,10.0667,238.9277,1,1,1
2024-01-04 21:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6701,10.0670,239.2326,1,1,1
2024-01-04 22:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6737,10.0674,239.5373,1,1,1
2024-01-04 22:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6773,10.0677,239.8418,1,1,1
2024-01-04 23:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6809,10.0681,240.1461,1,1,1
2024-01-04 23:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6844,10.0684,240.4502,1,1,1
2024-01-05 00:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6880,10.0688,240.7541,1,1,1
2024-01-05 00:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6916,10.0692,241.0578,1,1,1
2024-01-05 01:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6952,10.0695,241.3614,1,1,1
2024-01-05 01:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.6988,10.0699,241.6647,1,1,1
2024-01-05 02:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.7023,10.0702,241.9679,1,1,1
2024-01-05 02:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.7059,10.0706,242.2708,1,1,1
2024-01-05 03:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.7095,10.0709,242.5735,1,1,1
2024-01-05 03:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.7131,10.0713,242.8761,1,1,1
2024-01-05 04:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.7166,10.0717,243.1784,1,1,1
2024-01-05 04:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.7202,10.0720,243.4805,1,1,1
2024-01-05 05:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.7238,10.0724,243.7824,1,1,1
2024-01-05 05:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.7274,10.0727,244.0842,1,1,1
2024-01-05 06:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.7310,10.0731,244.3857,1,1,1
2024-01-05 06:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.7345,10.0735,244.6870,1,1,1
2024-01-05 07:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.7381,10.0738,244.9881,1,1,1
2024-01-05 07:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.7417,10.0742,245.2890,1,1,1
2024-01-05 08:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.7453,10.0745,245.5897,1,1,1
2024-01-05 08:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.7488,10.0749,245.8901,1,1,1
2024-01-05 09:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.7524,10.0752,246.1904,1,1,1
2024-01-05 09:30:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.7560,10.0756,246.4904,1,1,1
2024-01-05 10:00:00+00:00,43.8401,9.1317,-1,Airmar_200WX_SN0001,30.7596,10.0760,246.7903,1,1,1
