time,depth,sensor_id,precise_latitude,precise_longitude,TEMP,TEMP_QC,CNDC,CNDC_QC,PRES,PRES_QC,PSAL,PSAL_QC
2024-01-01 07:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0251,1,2.0050,1,14.0251,1,-0.0341,1
2024-01-01 07:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0269,1,2.0054,1,14.0269,1,-0.0761,1
2024-01-01 08:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0287,1,2.0057,1,14.0287,1,-0.1340,1
2024-01-01 08:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0305,1,2.0061,1,14.0305,1,-0.2066,1
2024-01-01 09:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0323,1,2.0065,1,14.0323,1,-0.2929,1
2024-01-01 09:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0341,1,2.0068,1,14.0341,1,-0.3912,1
2024-01-01 10:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0359,1,2.0072,1,14.0359,1,-0.5000,1
2024-01-01 10:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0377,1,2.0075,1,14.0377,1,-0.6173,1
2024-01-01 11:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0394,1,2.0079,1,14.0394,1,-0.7412,1
2024-01-01 11:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0412,1,2.0082,1,14.0412,1,-0.8695,1
2024-01-01 12:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0430,1,2.0086,1,14.0430,1,-1.0000,1
2024-01-01 12:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0448,1,2.0090,1,14.0448,1,-1.1305,1
2024-01-01 13:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0466,1,2.0093,1,14.0466,1,-1.2588,1
2024-01-01 13:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0484,1,2.0097,1,14.0484,1,-1.3827,1
2024-01-01 14:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0502,1,2.0100,1,14.0502,1,-1.5000,1
2024-01-01 14:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0520,1,2.0104,1,14.0520,1,-1.6088,1
2024-01-01 15:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0538,1,2.0108,1,14.0538,1,-1.7071,1
2024-01-01 15:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0556,1,2.0111,1,14.0556,1,-1.7934,1
2024-01-01 16:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0574,1,2.0115,1,14.0574,1,-1.8660,1
2024-01-01 16:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0592,1,2.0118,1,14.0592,1,-1.9239,1
2024-01-01 17:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0610,1,2.0122,1,14.0610,1,-1.9659,1
2024-01-01 17:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0628,1,2.0126,1,14.0628,1,-1.9914,1
2024-01-01 18:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0646,1,2.0129,1,14.0646,1,-2.0000,1
2024-01-01 18:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0663,1,2.0133,1,14.0663,1,-1.9914,1
2024-01-01 19:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0681,1,2.0136,1,14.0681,1,-1.9659,1
2024-01-01 19:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0699,1,2.0140,1,14.0699,1,-1.9239,1
2024-01-01 20:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0717,1,2.0143,1,14.0717,1,-1.8660,1
2024-01-01 20:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0735,1,2.0147,1,14.0735,1,-1.7934,1
2024-01-01 21:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0753,1,2.0151,1,14.0753,1,-1.7071,1
2024-01-01 21:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0771,1,2.0154,1,14.0771,1,-1.6088,1
2024-01-01 22:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0789,1,2.0158,1,14.0789,1,-1.5000,1
2024-01-01 22:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0807,1,2.0161,1,14.0807,1,-1.3827,1
2024-01-01 23:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0825,1,2.0165,1,14.0825,1,-1.2588,1
2024-01-01 23:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0843,1,2.0169,1,14.0843,1,-1.1305,1
2024-01-02 00:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0861,1,2.0172,1,14.0861,1,-1.0000,1
2024-01-02 00:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0879,1,2.0176,1,14.0879,1,-0.8695,1
2024-01-02 01:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0897,1,2.0179,1,14.0897,1,-0.7412,1
2024-01-02 01:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0914,1,2.0183,1,14.0914,1,-0.6173,1
2024-01-02 02:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0932,1,2.0186,1,14.0932,1,-0.5000,1
2024-01-02 02:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0950,1,2.0190,1,14.0950,1,-0.3912,1
2024-01-02 03:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0968,1,2.0194,1,14.0968,1,-0.2929,1
2024-01-02 03:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.0986,1,2.0197,1,14.0986,1,-0.2066,1
2024-01-02 04:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1004,1,2.0201,1,14.1004,1,-0.1340,1
2024-01-02 04:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1022,1,2.0204,1,14.1022,1,-0.0761,1
2024-01-02 05:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1040,1,2.0208,1,14.1040,1,-0.0341,1
2024-01-02 05:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1058,1,2.0212,1,14.1058,1,-0.0086,1
2024-01-02 06:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1076,1,2.0215,1,14.1076,1,0.0000,1
2024-01-02 06:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1094,1,2.0219,1,14.1094,1,-0.0086,1
2024-01-02 07:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1112,1,2.0222,1,14.1112,1,-0.0341,1
2024-01-02 07:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1130,1,2.0226,1,14.1130,1,-0.0761,1
2024-01-02 08:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1148,1,2.0230,1,14.1148,1,-0.1340,1
2024-01-02 08:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1165,1,2.0233,1,14.1165,1,-0.2066,1
2024-01-02 09:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1183,1,2.0237,1,14.1183,1,-0.2929,1
2024-01-02 09:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1201,1,2.0240,1,14.1201,1,-0.3912,1
2024-01-02 10:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1219,1,2.0244,1,14.1219,1,-0.5000,1
2024-01-02 10:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1237,1,2.0247,1,14.1237,1,-0.6173,1
2024-01-02 11:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1255,1,2.0251,1,14.1255,1,-0.7412,1
2024-01-02 11:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1273,1,2.0255,1,14.1273,1,-0.8695,1
2024-01-02 12:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1291,1,2.0258,1,14.1291,1,-1.0000,1
2024-01-02 12:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1309,1,2.0262,1,14.1309,1,-1.1305,1
2024-01-02 13:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1327,1,2.0265,1,14.1327,1,-1.2588,1
2024-01-02 13:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1345,1,2.0269,1,14.1345,1,-1.3827,1
2024-01-02 14:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1363,1,2.0273,1,14.1363,1,-1.5000,1
2024-01-02 14:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1381,1,2.0276,1,14.1381,1,-1.6088,1
2024-01-02 15:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1398,1,2.0280,1,14.1398,1,-1.7071,1
2024-01-02 15:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1416,1,2.0283,1,14.1416,1,-1.7934,1
2024-01-02 16:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1434,1,2.0287,1,14.1434,1,-1.8660,1
2024-01-02 16:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1452,1,2.0290,1,14.1452,1,-1.9239,1
2024-01-02 17:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1470,1,2.0294,1,14.1470,1,-1.9659,1
2024-01-02 17:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1488,1,2.0298,1,14.1488,1,-1.9914,1
2024-01-02 18:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1506,1,2.0301,1,14.1506,1,-2.0000,1
2024-01-02 18:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1524,1,2.0305,1,14.1524,1,-1.9914,1
2024-01-02 19:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1542,1,2.0308,1,14.1542,1,-1.9659,1
2024-01-02 19:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1560,1,2.0312,1,14.1560,1,-1.9239,1
2024-01-02 20:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1578,1,2.0316,1,14.1578,1,-1.8660,1
2024-01-02 20:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1596,1,2.0319,1,14.1596,1,-1.7934,1
2024-01-02 21:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1614,1,2.0323,1,14.1614,1,-1.7071,1
2024-01-02 21:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1631,1,2.0326,1,14.1631,1,-1.6088,1
2024-01-02 22:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1649,1,2.0330,1,14.1649,1,-1.5000,1
2024-01-02 22:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1667,1,2.0333,1,14.1667,1,-1.3827,1
2024-01-02 23:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1685,1,2.0337,1,14.1685,1,-1.2588,1
2024-01-02 23:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1703,1,2.0341,1,14.1703,1,-1.1305,1
2024-01-03 00:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1721,1,2.0344,1,14.1721,1,-1.0000,1
2024-01-03 00:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1739,1,2.0348,1,14.1739,1,-0.8695,1
2024-01-03 01:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1757,1,2.0351,1,14.1757,1,-0.7412,1
2024-01-03 01:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1775,1,2.0355,1,14.1775,1,-0.6173,1
2024-01-03 02:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1793,1,2.0359,1,14.1793,1,-0.5000,1
2024-01-03 02:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1811,1,2.0362,1,14.1811,1,-0.3912,1
2024-01-03 03:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1829,1,2.0366,1,14.1829,1,-0.2929,1
2024-01-03 03:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1847,1,2.0369,1,14.1847,1,-0.2066,1
2024-01-03 04:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1864,1,2.0373,1,14.1864,1,-0.1340,1
2024-01-03 04:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1882,1,2.0376,1,14.1882,1,-0.0761,1
2024-01-03 05:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1900,1,2.0380,1,14.1900,1,-0.0341,1
2024-01-03 05:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1918,1,2.0384,1,14.1918,1,-0.0086,1
2024-01-03 06:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1936,1,2.0387,1,14.1936,1,0.0000,1
2024-01-03 06:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1954,1,2.0391,1,14.1954,1,-0.0086,1
2024-01-03 07:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1972,1,2.0394,1,14.1972,1,-0.0341,1
2024-01-03 07:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.1990,1,2.0398,1,14.1990,1,-0.0761,1
2024-01-03 08:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2008,1,2.0402,1,14.2008,1,-0.1340,1
2024-01-03 08:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2026,1,2.0405,1,14.2026,1,-0.2066,1
2024-01-03 09:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2044,1,2.0409,1,14.2044,1,-0.2929,1
2024-01-03 09:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2062,1,2.0412,1,14.2062,1,-0.3912,1
2024-01-03 10:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2079,1,2.0416,1,14.2079,1,-0.5000,1
2024-01-03 10:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2097,1,2.0419,1,14.2097,1,-0.6173,1
2024-01-03 11:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2115,1,2.0423,1,14.2115,1,-0.7412,1
2024-01-03 11:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2133,1,2.0427,1,14.2133,1,-0.8695,1
2024-01-03 12:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2151,1,2.0430,1,14.2151,1,-1.0000,1
2024-01-03 12:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2169,1,2.0434,1,14.2169,1,-1.1305,1
2024-01-03 13:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2187,1,2.0437,1,14.2187,1,-1.2588,1
2024-01-03 13:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2205,1,2.0441,1,14.2205,1,-1.3827,1
2024-01-03 14:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2223,1,2.0445,1,14.2223,1,-1.5000,1
2024-01-03 14:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2241,1,2.0448,1,14.2241,1,-1.6088,1
2024-01-03 15:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2259,1,2.0452,1,14.2259,1,-1.7071,1
2024-01-03 15:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2277,1,2.0455,1,14.2277,1,-1.7934,1
2024-01-03 16:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2294,1,2.0459,1,14.2294,1,-1.8660,1
2024-01-03 16:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2312,1,2.0462,1,14.2312,1,-1.9239,1
2024-01-03 17:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2330,1,2.0466,1,14.2330,1,-1.9659,1
2024-01-03 17:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2348,1,2.0470,1,14.2348,1,-1.9914,1
2024-01-03 18:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2366,1,2.0473,1,14.2366,1,-2.0000,1
2024-01-03 18:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2384,1,2.0477,1,14.2384,1,-1.9914,1
2024-01-03 19:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2402,1,2.0480,1,14.2402,1,-1.9659,1
2024-01-03 19:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2420,1,2.0484,1,14.2420,1,-1.9239,1
2024-01-03 20:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2438,1,2.0488,1,14.2438,1,-1.8660,1
2024-01-03 20:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2456,1,2.0491,1,14.2456,1,-1.7934,1
2024-01-03 21:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2474,1,2.0495,1,14.2474,1,-1.7071,1
2024-01-03 21:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2491,1,2.0498,1,14.2491,1,-1.6088,1
2024-01-03 22:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2509,1,2.0502,1,14.2509,1,-1.5000,1
2024-01-03 22:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2527,1,2.0505,1,14.2527,1,-1.3827,1
2024-01-03 23:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2545,1,2.0509,1,14.2545,1,-1.2588,1
2024-01-03 23:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2563,1,2.0513,1,14.2563,1,-1.1305,1
2024-01-04 00:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2581,1,2.0516,1,14.2581,1,-1.0000,1
2024-01-04 00:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2599,1,2.0520,1,14.2599,1,-0.8695,1
2024-01-04 01:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2617,1,2.0523,1,14.2617,1,-0.7412,1
2024-01-04 01:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2635,1,2.0527,1,14.2635,1,-0.6173,1
2024-01-04 02:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2653,1,2.0531,1,14.2653,1,-0.5000,1
2024-01-04 02:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2671,1,2.0534,1,14.2671,1,-0.3912,1
2024-01-04 03:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2688,1,2.0538,1,14.2688,1,-0.2929,1
2024-01-04 03:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2706,1,2.0541,1,14.2706,1,-0.2066,1
2024-01-04 04:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2724,1,2.0545,1,14.2724,1,-0.1340,1
2024-01-04 04:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2742,1,2.0548,1,14.2742,1,-0.0761,1
2024-01-04 05:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2760,1,2.0552,1,14.2760,1,-0.0341,1
2024-01-04 05:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2778,1,2.0556,1,14.2778,1,-0.0086,1
2024-01-04 06:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2796,1,2.0559,1,14.2796,1,0.0000,1
2024-01-04 06:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2814,1,2.0563,1,14.2814,1,-0.0086,1
2024-01-04 07:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2832,1,2.0566,1,14.2832,1,-0.0341,1
2024-01-04 07:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2850,1,2.0570,1,14.2850,1,-0.0761,1
2024-01-04 08:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2867,1,2.0573,1,14.2867,1,-0.1340,1
2024-01-04 08:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2885,1,2.0577,1,14.2885,1,-0.2066,1
2024-01-04 09:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2903,1,2.0581,1,14.2903,1,-0.2929,1
2024-01-04 09:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2921,1,2.0584,1,14.2921,1,-0.3912,1
2024-01-04 10:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2939,1,2.0588,1,14.2939,1,-0.5000,1
2024-01-04 10:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2957,1,2.0591,1,14.2957,1,-0.6173,1
2024-01-04 11:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2975,1,2.0595,1,14.2975,1,-0.7412,1
2024-01-04 11:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.2993,1,2.0599,1,14.2993,1,-0.8695,1
2024-01-04 12:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3011,1,2.0602,1,14.3011,1,-1.0000,1
2024-01-04 12:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3029,1,2.0606,1,14.3029,1,-1.1305,1
2024-01-04 13:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3046,1,2.0609,1,14.3046,1,-1.2588,1
2024-01-04 13:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3064,1,2.0613,1,14.3064,1,-1.3827,1
2024-01-04 14:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3082,1,2.0616,1,14.3082,1,-1.5000,1
2024-01-04 14:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3100,1,2.0620,1,14.3100,1,-1.6088,1
2024-01-04 15:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3118,1,2.0624,1,14.3118,1,-1.7071,1
2024-01-04 15:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3136,1,2.0627,1,14.3136,1,-1.7934,1
2024-01-04 16:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3154,1,2.0631,1,14.3154,1,-1.8660,1
2024-01-04 16:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3172,1,2.0634,1,14.3172,1,-1.9239,1
2024-01-04 17:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3190,1,2.0638,1,14.3190,1,-1.9659,1
2024-01-04 17:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3208,1,2.0642,1,14.3208,1,-1.9914,1
2024-01-04 18:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3225,1,2.0645,1,14.3225,1,-2.0000,1
2024-01-04 18:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3243,1,2.0649,1,14.3243,1,-1.9914,1
2024-01-04 19:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3261,1,2.0652,1,14.3261,1,-1.9659,1
2024-01-04 19:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3279,1,2.0656,1,14.3279,1,-1.9239,1
2024-01-04 20:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3297,1,2.0659,1,14.3297,1,-1.8660,1
2024-01-04 20:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3315,1,2.0663,1,14.3315,1,-1.7934,1
2024-01-04 21:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3333,1,2.0667,1,14.3333,1,-1.7071,1
2024-01-04 21:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3351,1,2.0670,1,14.3351,1,-1.6088,1
2024-01-04 22:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3369,1,2.0674,1,14.3369,1,-1.5000,1
2024-01-04 22:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3386,1,2.0677,1,14.3386,1,-1.3827,1
2024-01-04 23:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3404,1,2.0681,1,14.3404,1,-1.2588,1
2024-01-04 23:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3422,1,2.0684,1,14.3422,1,-1.1305,1
2024-01-05 00:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3440,1,2.0688,1,14.3440,1,-1.0000,1
2024-01-05 00:30:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3458,1,2.0692,1,14.3458,1,-0.8695,1
2024-01-05 01:00:00+00:00,400,SBE37SMP_SN0003,43.8401,9.1317,14.3476,1,2.0695,1,14.3476,1,-0.7412,1
