time,TEMP,TEMP_QC,CNDC,CNDC_QC,PRES,PRES_QC
2024-01-02 06:30:00+00:00,20.1091,1.0000,4.0218,1.0000,20.1091,1.0000
2024-01-02 07:00:00+00:00,20.1109,1.0000,4.0222,1.0000,20.1109,1.0000
2024-01-02 07:30:00+00:00,20.1127,1.0000,4.0225,1.0000,20.1127,1.0000
2024-01-02 08:00:00+00:00,20.1144,1.0000,4.0229,1.0000,20.1144,1.0000
2024-01-02 08:30:00+00:00,20.1162,1.0000,4.0232,1.0000,20.1162,1.0000
2024-01-02 09:00:00+00:00,20.1180,1.0000,4.0236,1.0000,20.1180,1.0000
2024-01-02 09:30:00+00:00,20.1198,1.0000,4.0240,1.0000,20.1198,1.0000
2024-01-02 10:00:00+00:00,20.1216,1.0000,4.0243,1.0000,20.1216,1.0000
2024-01-02 10:30:00+00:00,20.1234,1.0000,4.0247,1.0000,20.1234,1.0000
2024-01-02 11:00:00+00:00,20.1252,1.0000,4.0250,1.0000,20.1252,1.0000
2024-01-02 11:30:00+00:00,20.1270,1.0000,4.0254,1.0000,20.1270,1.0000
2024-01-02 12:00:00+00:00,20.1287,1.0000,4.0257,1.0000,20.1287,1.0000
2024-01-02 12:30:00+00:00,20.1305,1.0000,4.0261,1.0000,20.1305,1.0000
2024-01-02 13:00:00+00:00,20.1323,1.0000,4.0265,1.0000,20.1323,1.0000
2024-01-02 13:30:00+00:00,20.1341,1.0000,4.0268,1.0000,20.1341,1.0000
2024-01-02 14:00:00+00:00,20.1359,1.0000,4.0272,1.0000,20.1359,1.0000
2024-01-02 14:30:00+00:00,20.1377,1.0000,4.0275,1.0000,20.1377,1.0000
2024-01-02 15:00:00+00:00,20.1395,1.0000,4.0279,1.0000,20.1395,1.0000
2024-01-02 15:30:00+00:00,20.1413,1.0000,4.0283,1.0000,20.1413,1.0000
2024-01-02 16:00:00+00:00,20.1430,1.0000,4.0286,1.0000,20.1430,1.0000
2024-01-02 16:30:00+00:00,20.1448,1.0000,4.0290,1.0000,20.1448,1.0000
2024-01-02 17:00:00+00:00,20.1466,1.0000,4.0293,1.0000,20.1466,1.0000
2024-01-02 17:30:00+00:00,20.1484,1.0000,4.0297,1.0000,20.1484,1.0000
2024-01-02 18:00:00+00:00,20.1502,1.0000,4.0300,1.0000,20.1502,1.0000
2024-01-02 18:30:00+00:00,20.1520,1.0000,4.0304,1.0000,20.1520,1.0000
2024-01-02 19:00:00+00:00,20.1538,1.0000,4.0308,1.0000,20.1538,1.0000
2024-01-02 19:30:00+00:00,20.1556,1.0000,4.0311,1.0000,20.1556,1.0000
2024-01-02 20:00:00+00:00,20.1573,1.0000,4.0315,1.0000,20.1573,1.0000
2024-01-02 20:30:00+00:00,20.1591,1.0000,4.0318,1.0000,20.1591,1.0000
2024-01-02 21:00:00+00:00,20.1609,1.0000,4.0322,1.0000,20.1609,1.0000
2024-01-02 21:30:00+00:00,20.1627,1.0000,4.0325,1.0000,20.1627,1.0000
2024-01-02 22:00:00+00:00,20.1645,1.0000,4.0329,1.0000,20.1645,1.0000
2024-01-02 22:30:00+00:00,20.1663,1.0000,4.0333,1.0000,20.1663,1.0000
2024-01-02 23:00:00+00:00,20.1681,1.0000,4.0336,1.0000,20.1681,1.0000
2024-01-02 23:30:00+00:00,20.1699,1.0000,4.0340,1.0000,20.1699,1.0000
2024-01-03 00:00:00+00:00,20.1716,1.0000,4.0343,1.0000,20.1716,1.0000
2024-01-03 00:30:00+00:00,20.1734,1.0000,4.0347,1.0000,20.1734,1.0000
2024-01-03 01:00:00+00:00,20.1752,1.0000,4.0350,1.0000,20.1752,1.0000
2024-01-03 01:30:00+00:00,20.1770,1.0000,4.0354,1.0000,20.1770,1.0000
2024-01-03 02:00:00+00:00,20.1788,1.0000,4.0358,1.0000,20.1788,1.0000
2024-01-03 02:30:00+00:00,20.1806,1.0000,4.0361,1.0000,20.1806,1.0000
2024-01-03 03:00:00+00:00,20.1824,1.0000,4.0365,1.0000,20.1824,1.0000
2024-01-03 03:30:00+00:00,20.1841,1.0000,4.0368,1.0000,20.1841,1.0000
2024-01-03 04:00:00+00:00,20.1859,1.0000,4.0372,1.0000,20.1859,1.0000
2024-01-03 04:30:00+00:00,20.1877,1.0000,4.0375,1.0000,20.1877,1.0000
2024-01-03 05:00:00+00:00,20.1895,1.0000,4.0379,1.0000,20.1895,1.0000
2024-01-03 05:30:00+00:00,20.1913,1.0000,4.0383,1.0000,20.1913,1.0000
2024-01-03 06:00:00+00:00,20.1931,1.0000,4.0386,1.0000,20.1931,1.0000
2024-01-03 06:30:00+00:00,20.1949,1.0000,4.0390,1.0000,20.1949,1.0000
2024-01-03 07:00:00+00:00,20.1967,1.0000,4.0393,1.0000,20.1967,1.0000
2024-01-03 07:30:00+00:00,20.1984,1.0000,4.0397,1.0000,20.1984,1.0000
2024-01-03 08:00:00+00:00,20.2002,1.0000,4.0400,1.0000,20.2002,1.0000
2024-01-03 08:30:00+00:00,20.2020,1.0000,4.0404,1.0000,20.2020,1.0000
2024-01-03 09:00:00+00:00,20.2038,1.0000,4.0408,1.0000,20.2038,1.0000
2024-01-03 09:30:00+00:00,20.2056,1.0000,4.0411,1.0000,20.2056,1.0000
2024-01-03 10:00:00+00:00,20.2074,1.0000,4.0415,1.0000,20.2074,1.0000
2024-01-03 10:30:00+00:00,20.2092,1.0000,4.0418,1.0000,20.2092,1.0000
2024-01-03 11:00:00+00:00,20.2110,1.0000,4.0422,1.0000,20.2110,1.0000
2024-01-03 11:30:00+00:00,20.2127,1.0000,4.0425,1.0000,20.2127,1.0000
2024-01-03 12:00:00+00:00,20.2145,1.0000,4.0429,1.0000,20.2145,1.0000
2024-01-03 12:30:00+00:00,20.2163,1.0000,4.0433,1.0000,20.2163,1.0000
2024-01-03 13:00:00+00:00,20.2181,1.0000,4.0436,1.0000,20.2181,1.0000
2024-01-03 13:30:00+00:00,20.2199,1.0000,4.0440,1.0000,20.2199,1.0000
2024-01-03 14:00:00+00:00,20.2217,1.0000,4.0443,1.0000,20.2217,1.0000
2024-01-03 14:30:00+00:00,20.2235,1.0000,4.0447,1.0000,20.2235,1.0000
2024-01-03 15:00:00+00:00,20.2252,1.0000,4.0450,1.0000,20.2252,1.0000
2024-01-03 15:30:00+00:00,20.2270,1.0000,4.0454,1.0000,20.2270,1.0000
2024-01-03 16:00:00+00:00,20.2288,1.0000,4.0458,1.0000,20.2288,1.0000
2024-01-03 16:30:00+00:00,20.2306,1.0000,4.0461,1.0000,20.2306,1.0000
2024-01-03 17:00:00+00:00,20.2324,1.0000,4.0465,1.0000,20.2324,1.0000
2024-01-03 17:30:00+00:00,20.2342,1.0000,4.0468,1.0000,20.2342,1.0000
2024-01-03 18:00:00+00:00,20.2360,1.0000,4.0472,1.0000,20.2360,1.0000
2024-01-03 18:30:00+00:00,20.2377,1.0000,4.0475,1.0000,20.2377,1.0000
2024-01-03 19:00:00+00:00,20.2395,1.0000,4.0479,1.0000,20.2395,1.0000
2024-01-03 19:30:00+00:00,20.2413,1.0000,4.0483,1.0000,20.2413,1.0000
2024-01-03 20:00:00+00:00,20.2431,1.0000,4.0486,1.0000,20.2431,1.0000
2024-01-03 20:30:00+00:00,20.2449,1.0000,4.0490,1.0000,20.2449,1.0000
2024-01-03 21:00:00+00:00,20.2467,1.0000,4.0493,1.0000,20.2467,1.0000
2024-01-03 21:30:00+00:00,20.2485,1.0000,4.0497,1.0000,20.2485,1.0000
2024-01-03 22:00:00+00:00,20.2503,1.0000,4.0501,1.0000,20.2503,1.0000
2024-01-03 22:30:00+00:00,20.2520,1.0000,4.0504,1.0000,20.2520,1.0000
2024-01-03 23:00:00+00:00,20.2538,1.0000,4.0508,1.0000,20.2538,1.0000
2024-01-03 23:30:00+00:00,20.2556,1.0000,4.0511,1.0000,20.2556,1.0000
2024-01-04 00:00:00+00:00,20.2574,1.0000,4.0515,1.0000,20.2574,1.0000
2024-01-04 00:30:00+00:00,20.2592,1.0000,4.0518,1.0000,20.2592,1.0000
2024-01-04 01:00:00+00:00,20.2610,1.0000,4.0522,1.0000,20.2610,1.0000
2024-01-04 01:30:00+00:00,20.2628,1.0000,4.0526,1.0000,20.2628,1.0000
2024-01-04 02:00:00+00:00,20.2645,1.0000,4.0529,1.0000,20.2645,1.0000
2024-01-04 02:30:00+00:00,20.2663,1.0000,4.0533,1.0000,20.2663,1.0000
2024-01-04 03:00:00+00:00,20.2681,1.0000,4.0536,1.0000,20.2681,1.0000
2024-01-04 03:30:00+00:00,20.2699,1.0000,4.0540,1.0000,20.2699,1.0000
2024-01-04 04:00:00+00:00,20.2717,1.0000,4.0543,1.0000,20.2717,1.0000
2024-01-04 04:30:00+00:00,20.2735,1.0000,4.0547,1.0000,20.2735,1.0000
2024-01-04 05:00:00+00:00,20.2753,1.0000,4.0551,1.0000,20.2753,1.0000
2024-01-04 05:30:00+00:00,20.2770,1.0000,4.0554,1.0000,20.2770,1.0000
2024-01-04 06:00:00+00:00,20.2788,1.0000,4.0558,1.0000,20.2788,1.0000
2024-01-04 06:30:00+00:00,20.2806,1.0000,4.0561,1.0000,20.2806,1.0000
2024-01-04 07:00:00+00:00,20.2824,1.0000,4.0565,1.0000,20.2824,1.0000
2024-01-04 07:30:00+00:00,20.2842,1.0000,4.0568,1.0000,20.2842,1.0000
2024-01-04 08:00:00+00:00,20.2860,1.0000,4.0572,1.0000,20.2860,1.0000
2024-01-04 08:30:00+00:00,20.2877,1.0000,4.0575,1.0000,20.2877,1.0000
2024-01-04 09:00:00+00:00,20.2895,1.0000,4.0579,1.0000,20.2895,1.0000
2024-01-04 09:30:00+00:00,20.2913,1.0000,4.0583,1.0000,20.2913,1.0000
2024-01-04 10:00:00+00:00,20.2931,1.0000,4.0586,1.0000,20.2931,1.0000
2024-01-04 10:30:00+00:00,20.2949,1.0000,4.0590,1.0000,20.2949,1.0000
2024-01-04 11:00:00+00:00,20.2967,1.0000,4.0593,1.0000,20.2967,1.0000
2024-01-04 11:30:00+00:00,20.2985,1.0000,4.0597,1.0000,20.2985,1.0000
2024-01-04 12:00:00+00:00,20.3002,1.0000,4.0600,1.0000,20.3002,1.0000
2024-01-04 12:30:00+00:00,20.3020,1.0000,4.0604,1.0000,20.3020,1.0000
2024-01-04 13:00:00+00:00,20.3038,1.0000,4.0608,1.0000,20.3038,1.0000
2024-01-04 13:30:00+00:00,20.3056,1.0000,4.0611,1.0000,20.3056,1.0000
2024-01-04 14:00:00+00:00,20.3074,1.0000,4.0615,1.0000,20.3074,1.0000
2024-01-04 14:30:00+00:00,20.3092,1.0000,4.0618,1.0000,20.3092,1.0000
2024-01-04 15:00:00+00:00,20.3110,1.0000,4.0622,1.0000,20.3110,1.0000
2024-01-04 15:30:00+00:00,20.3127,1.0000,4.0625,1.0000,20.3127,1.0000
2024-01-04 16:00:00+00:00,20.3145,1.0000,4.0629,1.0000,20.3145,1.0000
2024-01-04 16:30:00+00:00,20.3163,1.0000,4.0633,1.0000,20.3163,1.0000
2024-01-04 17:00:00+00:00,20.3181,1.0000,4.0636,1.0000,20.3181,1.0000
2024-01-04 17:30:00+00:00,20.3199,1.0000,4.0640,1.0000,20.3199,1.0000
2024-01-04 18:00:00+00:00,20.3217,1.0000,4.0643,1.0000,20.3217,1.0000
2024-01-04 18:30:00+00:00,20.3234,1.0000,4.0647,1.0000,20.3234,1.0000
2024-01-04 19:00:00+00:00,20.3252,1.0000,4.0650,1.0000,20.3252,1.0000
2024-01-04 19:30:00+00:00,20.3270,1.0000,4.0654,1.0000,20.3270,1.0000
2024-01-04 20:00:00+00:00,20.3288,1.0000,4.0658,1.0000,20.3288,1.0000
2024-01-04 20:30:00+00:00,20.3306,1.0000,4.0661,1.0000,20.3306,1.0000
2024-01-04 21:00:00+00:00,20.3324,1.0000,4.0665,1.0000,20.3324,1.0000
2024-01-04 21:30:00+00:00,20.3342,1.0000,4.0668,1.0000,20.3342,1.0000
2024-01-04 22:00:00+00:00,20.3359,1.0000,4.0672,1.0000,20.3359,1.0000
2024-01-04 22:30:00+00:00,20.3377,1.0000,4.0675,1.0000,20.3377,1.0000
2024-01-04 23:00:00+00:00,20.3395,1.0000,4.0679,1.0000,20.3395,1.0000
2024-01-04 23:30:00+00:00,20.3413,1.0000,4.0683,1.0000,20.3413,1.0000
2024-01-05 00:00:00+00:00,20.3431,1.0000,4.0686,1.0000,20.3431,1.0000
2024-01-05 00:30:00+00:00,20.3449,1.0000,4.0690,1.0000,20.3449,1.0000
2024-01-05 01:00:00+00:00,20.3466,1.0000,4.0693,1.0000,20.3466,1.0000
2024-01-05 01:30:00+00:00,20.3484,1.0000,4.0697,1.0000,20.3484,1.0000
2024-01-05 02:00:00+00:00,20.3502,1.0000,4.0700,1.0000,20.3502,1.0000
2024-01-05 02:30:00+00:00,20.3520,1.0000,4.0704,1.0000,20.3520,1.0000
2024-01-05 03:00:00+00:00,20.3538,1.0000,4.0708,1.0000,20.3538,1.0000
2024-01-05 03:30:00+00:00,20.3556,1.0000,4.0711,1.0000,20.3556,1.0000
2024-01-05 04:00:00+00:00,20.3573,1.0000,4.0715,1.0000,20.3573,1.0000
2024-01-05 04:30:00+00:00,20.3591,1.0000,4.0718,1.0000,20.3591,1.0000
2024-01-05 05:00:00+00:00,20.3609,1.0000,4.0722,1.0000,20.3609,1.0000
2024-01-05 05:30:00+00:00,20.3627,1.0000,4.0725,1.0000,20.3627,1.0000
2024-01-05 06:00:00+00:00,20.3645,1.0000,4.0729,1.0000,20.3645,1.0000
2024-01-05 06:30:00+00:00,20.3663,1.0000,4.0733,1.0000,20.3663,1.0000
2024-01-05 07:00:00+00:00,20.3680,1.0000,4.0736,1.0000,20.3680,1.0000
2024-01-05 07:30:00+00:00,20.3698,1.0000,4.0740,1.0000,20.3698,1.0000
2024-01-05 08:00:00+00:00,20.3716,1.0000,4.0743,1.0000,20.3716,1.0000
2024-01-05 08:30:00+00:00,20.3734,1.0000,4.0747,1.0000,20.3734,1.0000
2024-01-05 09:00:00+00:00,20.3752,1.0000,4.0750,1.0000,20.3752,1.0000
2024-01-05 09:30:00+00:00,20.3770,1.0000,4.0754,1.0000,20.3770,1.0000
2024-01-05 10:00:00+00:00,20.3787,1.0000,4.0757,1.0000,20.3787,1.0000
2024-01-05 10:30:00+00:00,20.3805,1.0000,4.0761,1.0000,20.3805,1.0000
2024-01-05 11:00:00+00:00,20.3823,1.0000,4.0765,1.0000,20.3823,1.0000
2024-01-05 11:30:00+00:00,20.3841,1.0000,4.0768,1.0000,20.3841,1.0000
2024-01-05 12:00:00+00:00,20.3859,1.0000,4.0772,1.0000,20.3859,1.0000
2024-01-05 12:30:00+00:00,20.3877,1.0000,4.0775,1.0000,20.3877,1.0000
2024-01-05 13:00:00+00:00,20.3894,1.0000,4.0779,1.0000,20.3894,1.0000
2024-01-05 13:30:00+00:00,20.3912,1.0000,4.0782,1.0000,20.3912,1.0000
2024-01-05 14:00:00+00:00,20.3930,1.0000,4.0786,1.0000,20.3930,1.0000
2024-01-05 14:30:00+00:00,20.3948,1.0000,4.0790,1.0000,20.3948,1.0000
2024-01-05 15:00:00+00:00,20.3966,1.0000,4.0793,1.0000,20.3966,1.0000
2024-01-05 15:30:00+00:00,20.3984,1.0000,4.0797,1.0000,20.3984,1.0000
2024-01-05 16:00:00+00:00,20.4001,1.0000,4.0800,1.0000,20.4001,1.0000
2024-01-05 16:30:00+00:00,20.4019,1.0000,4.0804,1.0000,20.4019,1.0000
2024-01-05 17:00:00+00:00,20.4037,1.0000,4.0807,1.0000,20.4037,1.0000
2024-01-05 17:30:00+00:00,20.4055,1.0000,4.0811,1.0000,20.4055,1.0000
2024-01-05 18:00:00+00:00,20.4073,1.0000,4.0815,1.0000,20.4073,1.0000
2024-01-05 18:30:00+00:00,20.4091,1.0000,4.0818,1.0000,20.4091,1.0000
2024-01-05 19:00:00+00:00,20.4108,1.0000,4.0822,1.0000,20.4108,1.0000
2024-01-05 19:30:00+00:00,20.4126,1.0000,4.0825,1.0000,20.4126,1.0000
2024-01-05 20:00:00+00:00,20.4144,1.0000,4.0829,1.0000,20.4144,1.0000
2024-01-05 20:30:00+00:00,20.4162,1.0000,4.0832,1.0000,20.4162,1.0000
2024-01-05 21:00:00+00:00,20.4180,1.0000,4.0836,1.0000,20.4180,1.0000
2024-01-05 21:30:00+00:00,20.4197,1.0000,4.0839,1.0000,20.4197,1.0000
2024-01-05 22:00:00+00:00,20.4215,1.0000,4.0843,1.0000,20.4215,1.0000
2024-01-05 22:30:00+00:00,20.4233,1.0000,4.0847,1.0000,20.4233,1.0000
2024-01-05 23:00:00+00:00,20.4251,1.0000,4.0850,1.0000,20.4251,1.0000
2024-01-05 23:30:00+00:00,20.4269,1.0000,4.0854,1.0000,20.4269,1.0000
2024-01-06 00:00:00+00:00,20.4287,1.0000,4.0857,1.0000,20.4287,1.0000
2024-01-06 00:30:00+00:00,20.4304,1.0000,4.0861,1.0000,20.4304,1.0000
2024-01-06 01:00:00+00:00,20.4322,1.0000,4.0864,1.0000,20.4322,1.0000
2024-01-06 01:30:00+00:00,20.4340,1.0000,4.0868,1.0000,20.4340,1.0000
2024-01-06 02:00:00+00:00,20.4358,1.0000,4.0872,1.0000,20.4358,1.0000
2024-01-06 02:30:00+00:00,20.4376,1.0000,4.0875,1.0000,20.4376,1.0000
2024-01-06 03:00:00+00:00,20.4393,1.0000,4.0879,1.0000,20.4393,1.0000
2024-01-06 03:30:00+00:00,20.4411,1.0000,4.0882,1.0000,20.4411,1.0000
2024-01-06 04:00:00+00:00,20.4429,1.0000,4.0886,1.0000,20.4429,1.0000
2024-01-06 04:30:00+00:00,20.4447,1.0000,4.0889,1.0000,20.4447,1.0000
2024-01-06 05:00:00+00:00,20.4465,1.0000,4.0893,1.0000,20.4465,1.0000
2024-01-06 05:30:00+00:00,20.4482,1.0000,4.0896,1.0000,20.4482,1.0000
2024-01-06 06:00:00+00:00,20.4500,1.0000,4.0900,1.0000,20.4500,1.0000
2024-01-06 06:30:00+00:00,20.4518,1.0000,4.0904,1.0000,20.4518,1.0000
2024-01-06 07:00:00+00:00,20.4536,1.0000,4.0907,1.0000,20.4536,1.0000
2024-01-06 07:30:00+00:00,20.4554,1.0000,4.0911,1.0000,20.4554,1.0000
2024-01-06 08:00:00+00:00,20.4572,1.0000,4.0914,1.0000,20.4572,1.0000
2024-01-06 08:30:00+00:00,20.4589,1.0000,4.0918,1.0000,20.4589,1.0000
2024-01-06 09:00:00+00:00,20.4607,1.0000,4.0921,1.0000,20.4607,1.0000
2024-01-06 09:30:00+00:00,20.4625,1.0000,4.0925,1.0000,20.4625,1.0000
2024-01-06 10:00:00+00:00,20.4643,1.0000,4.0929,1.0000,20.4643,1.0000
2024-01-06 10:30:00+00:00,20.4661,1.0000,4.0932,1.0000,20.4661,1.0000
2024-01-06 11:00:00+00:00,20.4678,1.0000,4.0936,1.0000,20.4678,1.0000
2024-01-06 11:30:00+00:00,20.4696,1.0000,4.0939,1.0000,20.4696,1.0000
2024-01-06 12:00:00+00:00,20.4714,1.0000,4.0943,1.0000,20.4714,1.0000
2024-01-06 12:30:00+00:00,20.4732,1.0000,4.0946,1.0000,20.4732,1.0000
2024-01-06 13:00:00+00:00,20.4750,1.0000,4.0950,1.0000,20.4750,1.0000
2024-01-06 13:30:00+00:00,20.4767,1.0000,4.0953,1.0000,20.4767,1.0000
2024-01-06 14:00:00+00:00,20.4785,1.0000,4.0957,1.0000,20.4785,1.0000
2024-01-06 14:30:00+00:00,20.4803,1.0000,4.0961,1.0000,20.4803,1.0000
2024-01-06 15:00:00+00:00,20.4821,1.0000,4.0964,1.0000,20.4821,1.0000
2024-01-06 15:30:00+00:00,20.4839,1.0000,4.0968,1.0000,20.4839,1.0000
2024-01-06 16:00:00+00:00,20.4856,1.0000,4.0971,1.0000,20.4856,1.0000
2024-01-06 16:30:00+00:00,20.4874,1.0000,4.0975,1.0000,20.4874,1.0000
2024-01-06 17:00:00+00:00,20.4892,1.0000,4.0978,1.0000,20.4892,1.0000
2024-01-06 17:30:00+00:00,20.4910,1.0000,4.0982,1.0000,20.4910,1.0000
2024-01-06 18:00:00+00:00,20.4928,1.0000,4.0986,1.0000,20.4928,1.0000
2024-01-06 18:30:00+00:00,20.4945,1.0000,4.0989,1.0000,20.4945,1.0000
2024-01-06 19:00:00+00:00,20.4963,1.0000,4.0993,1.0000,20.4963,1.0000
2024-01-06 19:30:00+00:00,20.4981,1.0000,4.0996,1.0000,20.4981,1.0000
2024-01-06 20:00:00+00:00,20.4999,1.0000,4.1000,1.0000,20.4999,1.0000
2024-01-06 20:30:00+00:00,20.5017,1.0000,4.1003,1.0000,20.5017,1.0000
2024-01-06 21:00:00+00:00,20.5034,1.0000,4.1007,1.0000,20.5034,1.0000
2024-01-06 21:30:00+00:00,20.5052,1.0000,4.1010,1.0000,20.5052,1.0000
2024-01-06 22:00:00+00:00,20.5070,1.0000,4.1014,1.0000,20.5070,1.0000
2024-01-06 22:30:00+00:00,20.5088,1.0000,4.1018,1.0000,20.5088,1.0000
2024-01-06 23:00:00+00:00,20.5105,1.0000,4.1021,1.0000,20.5105,1.0000
2024-01-06 23:30:00+00:00,20.5123,1.0000,4.1025,1.0000,20.5123,1.0000
2024-01-07 00:00:00+00:00,20.5141,1.0000,4.1028,1.0000,20.5141,1.0000
2024-01-07 00:30:00+00:00,20.5159,1.0000,4.1032,1.0000,20.5159,1.0000
2024-01-07 01:00:00+00:00,20.5177,1.0000,4.1035,1.0000,20.5177,1.0000
2024-01-07 01:30:00+00:00,20.5194,1.0000,4.1039,1.0000,20.5194,1.0000
2024-01-07 02:00:00+00:00,20.5212,1.0000,4.1042,1.0000,20.5212,1.0000
2024-01-07 02:30:00+00:00,20.5230,1.0000,4.1046,1.0000,20.5230,1.0000
2024-01-07 03:00:00+00:00,20.5248,1.0000,4.1050,1.0000,20.5248,1.0000
2024-01-07 03:30:00+00:00,20.5266,1.0000,4.1053,1.0000,20.5266,1.0000
