time,AIRT,WSPD,WDIR,AIRT_QC,WSPD_QC,WDIR_QC
2024-01-02 02:38:00+00:00,30.1905,10.0190,197.1192,1.0000,1.0000,1.0000
2024-01-02 03:25:00+00:00,30.1961,10.0196,197.6211,1.0000,1.0000,1.0000
2024-01-02 04:12:00+00:00,30.2017,10.0202,198.1229,1.0000,1.0000,1.0000
2024-01-02 04:59:00+00:00,30.2073,10.0207,198.6245,1.0000,1.0000,1.0000
2024-01-02 05:46:00+00:00,30.2129,10.0213,199.1260,1.0000,1.0000,1.0000
2024-01-02 06:33:00+00:00,30.2185,10.0218,199.6274,1.0000,1.0000,1.0000
2024-01-02 07:20:00+00:00,30.2241,10.0224,200.1286,1.0000,1.0000,1.0000
2024-01-02 08:07:00+00:00,30.2297,10.0230,200.6296,1.0000,1.0000,1.0000
2024-01-02 08:54:00+00:00,30.2353,10.0235,201.1304,1.0000,1.0000,1.0000
2024-01-02 09:41:00+00:00,30.2409,10.0241,201.6311,1.0000,1.0000,1.0000
2024-01-02 10:28:00+00:00,30.2465,10.0247,202.1317,1.0000,1.0000,1.0000
2024-01-02 11:15:00+00:00,30.2521,10.0252,202.6320,1.0000,1.0000,1.0000
2024-01-02 12:02:00+00:00,30.2577,10.0258,203.1322,1.0000,1.0000,1.0000
2024-01-02 12:49:00+00:00,30.2633,10.0263,203.6322,1.0000,1.0000,1.0000
2024-01-02 13:36:00+00:00,30.2689,10.0269,204.1320,1.0000,1.0000,1.0000
2024-01-02 14:23:00+00:00,30.2745,10.0275,204.6316,1.0000,1.0000,1.0000
2024-01-02 15:10:00+00:00,30.2801,10.0280,205.1311,1.0000,1.0000,1.0000
2024-01-02 15:57:00+00:00,30.2857,10.0286,205.6303,1.0000,1.0000,1.0000
2024-01-02 16:44:00+00:00,30.2913,10.0291,206.1293,1.0000,1.0000,1.0000
2024-01-02 17:31:00+00:00,30.2969,10.0297,206.6281,1.0000,1.0000,1.0000
2024-01-02 18:18:00+00:00,30.3025,10.0303,207.1268,1.0000,1.0000,1.0000
2024-01-02 19:05:00+00:00,30.3081,10.0308,207.6252,1.0000,1.0000,1.0000
2024-01-02 19:52:00+00:00,30.3137,10.0314,208.1233,1.0000,1.0000,1.0000
2024-01-02 20:39:00+00:00,30.3193,10.0319,208.6213,1.0000,1.0000,1.0000
2024-01-02 21:26:00+00:00,30.3249,10.0325,209.1190,1.0000,1.0000,1.0000
2024-01-02 22:13:00+00:00,30.3305,10.0331,209.6166,1.0000,1.0000,1.0000
2024-01-02 23:00:00+00:00,30.3361,10.0336,210.1138,1.0000,1.0000,1.0000
2024-01-02 23:47:00+00:00,30.3417,10.0342,210.6109,1.0000,1.0000,1.0000
2024-01-03 00:34:00+00:00,30.3473,10.0347,211.1077,1.0000,1.0000,1.0000
2024-01-03 01:21:00+00:00,30.3529,10.0353,211.6042,1.0000,1.0000,1.0000
2024-01-03 02:08:00+00:00,30.3585,10.0359,212.1005,1.0000,1.0000,1.0000
2024-01-03 02:55:00+00:00,30.3641,10.0364,212.5966,1.0000,1.0000,1.0000
2024-01-03 03:42:00+00:00,30.3697,10.0370,213.0924,1.0000,1.0000,1.0000
2024-01-03 04:29:00+00:00,30.3753,10.0375,213.5880,1.0000,1.0000,1.0000
2024-01-03 05:16:00+00:00,30.3809,10.0381,214.0832,1.0000,1.0000,1.0000
2024-01-03 06:03:00+00:00,30.3865,10.0387,214.5782,1.0000,1.0000,1.0000
2024-01-03 06:50:00+00:00,30.3921,10.0392,215.0730,1.0000,1.0000,1.0000
2024-01-03 07:37:00+00:00,30.3977,10.0398,215.5674,1.0000,1.0000,1.0000
2024-01-03 08:24:00+00:00,30.4033,10.0403,216.0616,1.0000,1.0000,1.0000
2024-01-03 09:11:00+00:00,30.4089,10.0409,216.5555,1.0000,1.0000,1.0000
2024-01-03 09:58:00+00:00,30.4145,10.0415,217.0492,1.0000,1.0000,1.0000
2024-01-03 10:45:00+00:00,30.4201,10.0420,217.5425,1.0000,1.0000,1.0000
2024-01-03 11:32:00+00:00,30.4257,10.0426,218.0355,1.0000,1.0000,1.0000
2024-01-03 12:19:00+00:00,30.4313,10.0431,218.5282,1.0000,1.0000,1.0000
2024-01-03 13:06:00+00:00,30.4369,10.0437,219.0207,1.0000,1.0000,1.0000
2024-01-03 13:53:00+00:00,30.4425,10.0442,219.5128,1.0000,1.0000,1.0000
2024-01-03 14:40:00+00:00,30.4481,10.0448,220.0046,1.0000,1.0000,1.0000
2024-01-03 15:27:00+00:00,30.4537,10.0454,220.4961,1.0000,1.0000,1.0000
2024-01-03 16:14:00+00:00,30.4593,10.0459,220.9873,1.0000,1.0000,1.0000
2024-01-03 17:01:00+00:00,30.4649,10.0465,221.4781,1.0000,1.0000,1.0000
2024-01-03 17:48:00+00:00,30.4705,10.0470,221.9687,1.0000,1.0000,1.0000
2024-01-03 18:35:00+00:00,30.4761,10.0476,222.4589,1.0000,1.0000,1.0000
2024-01-03 19:22:00+00:00,30.4817,10.0482,222.9488,1.0000,1.0000,1.0000
2024-01-03 20:09:00+00:00,30.4873,10.0487,223.4383,1.0000,1.0000,1.0000
2024-01-03 20:56:00+00:00,30.4929,10.0493,223.9275,1.0000,1.0000,1.0000
2024-01-03 21:43:00+00:00,30.4985,10.0498,224.4163,1.0000,1.0000,1.0000
2024-01-03 22:30:00+00:00,30.5041,10.0504,224.9048,1.0000,1.0000,1.0000
2024-01-03 23:17:00+00:00,30.5097,10.0510,225.3930,1.0000,1.0000,1.0000
2024-01-04 00:04:00+00:00,30.5152,10.0515,225.8808,1.0000,1.0000,1.0000
2024-01-04 00:51:00+00:00,30.5208,10.0521,226.3682,1.0000,1.0000,1.0000
2024-01-04 01:38:00+00:00,30.5264,10.0526,226.8553,1.0000,1.0000,1.0000
2024-01-04 02:25:00+00:00,30.5320,10.0532,227.3420,1.0000,1.0000,1.0000
2024-01-04 03:12:00+00:00,30.5376,10.0538,227.8283,1.0000,1.0000,1.0000
2024-01-04 03:59:00+00:00,30.5432,10.0543,228.3143,1.0000,1.0000,1.0000
2024-01-04 04:46:00+00:00,30.5488,10.0549,228.7998,1.0000,1.0000,1.0000
2024-01-04 05:33:00+00:00,30.5544,10.0554,229.2850,1.0000,1.0000,1.0000
2024-01-04 06:20:00+00:00,30.5600,10.0560,229.7698,1.0000,1.0000,1.0000
2024-01-04 07:07:00+00:00,30.5656,10.0566,230.2542,1.0000,1.0000,1.0000
2024-01-04 07:54:00+00:00,30.5712,10.0571,230.7383,1.0000,1.0000,1.0000
2024-01-04 08:41:00+00:00,30.5768,10.0577,231.2219,1.0000,1.0000,1.0000
2024-01-04 09:28:00+00:00,30.5824,10.0582,231.7051,1.0000,1.0000,1.0000
2024-01-04 10:15:00+00:00,30.5880,10.0588,232.1879,1.0000,1.0000,1.0000
2024-01-04 11:02:00+00:00,30.5936,10.0594,232.6703,1.0000,1.0000,1.0000
2024-01-04 11:49:00+00:00,30.5992,10.0599,233.1523,1.0000,1.0000,1.0000
2024-01-04 12:36:00+00:00,30.6048,10.0605,233.6339,1.0000,1.0000,1.0000
2024-01-04 13:23:00+00:00,30.6103,10.0610,234.1150,1.0000,1.0000,1.0000
2024-01-04 14:10:00+00:00,30.6159,10.0616,234.5957,1.0000,1.0000,1.0000
2024-01-04 14:57:00+00:00,30.6215,10.0622,235.0760,1.0000,1.0000,1.0000
2024-01-04 15:44:00+00:00,30.6271,10.0627,235.5559,1.0000,1.0000,1.0000
2024-01-04 16:31:00+00:00,30.6327,10.0633,236.0353,1.0000,1.0000,1.0000
2024-01-04 17:18:00+00:00,30.6383,10.0638,236.5143,1.0000,1.0000,1.0000
2024-01-04 18:05:00+00:00,30.6439,10.0644,236.9929,1.0000,1.0000,1.0000
2024-01-04 18:52:00+00:00,30.6495,10.0649,237.4710,1.0000,1.0000,1.0000
2024-01-04 19:39:00+00:00,30.6551,10.0655,237.9486,1.0000,1.0000,1.0000
2024-01-04 20:26:00+00:00,30.6607,10.0661,238.4258,1.0000,1.0000,1.0000
2024-01-04 21:13:00+00:00,30.6663,10.0666,238.9026,1.0000,1.0000,1.0000
2024-01-04 22:00:00+00:00,30.6719,10.0672,239.3788,1.0000,1.0000,1.0000
2024-01-04 22:47:00+00:00,30.6774,10.0677,239.8546,1.0000,1.0000,1.0000
2024-01-04 23:34:00+00:00,30.6830,10.0683,240.3300,1.0000,1.0000,1.0000
2024-01-05 00:21:00+00:00,30.6886,10.0689,240.8048,1.0000,1.0000,1.0000
2024-01-05 01:08:00+00:00,30.6942,10.0694,241.2792,1.0000,1.0000,1.0000
2024-01-05 01:55:00+00:00,30.6998,10.0700,241.7531,1.0000,1.0000,1.0000
2024-01-05 02:42:00+00:00,30.7054,10.0705,242.2266,1.0000,1.0000,1.0000
2024-01-05 03:29:00+00:00,30.7110,10.0711,242.6995,1.0000,1.0000,1.0000
2024-01-05 04:16:00+00:00,30.7166,10.0717,243.1719,1.0000,1.0000,1.0000
2024-01-05 05:03:00+00:00,30.7222,10.0722,243.6439,1.0000,1.0000,1.0000
2024-01-05 05:50:00+00:00,30.7277,10.0728,244.1153,1.0000,1.0000,1.0000
2024-01-05 06:37:00+00:00,30.7333,10.0733,244.5863,1.0000,1.0000,1.0000
2024-01-05 07:24:00+00:00,30.7389,10.0739,245.0567,1.0000,1.0000,1.0000
2024-01-05 08:11:00+00:00,30.7445,10.0745,245.5266,1.0000,1.0000,1.0000
2024-01-05 08:58:00+00:00,30.7501,10.0750,245.9960,1.0000,1.0000,1.0000
2024-01-05 09:45:00+00:00,30.7557,10.0756,246.4649,1.0000,1.0000,1.0000
2024-01-05 10:32:00+00:00,30.7613,10.0761,246.9333,1.0000,1.0000,1.0000
2024-01-05 11:19:00+00:00,30.7669,10.0767,247.4011,1.0000,1.0000,1.0000
2024-01-05 12:06:00+00:00,30.7724,10.0772,247.8684,1.0000,1.0000,1.0000
2024-01-05 12:53:00+00:00,30.7780,10.0778,248.3352,1.0000,1.0000,1.0000
2024-01-05 13:40:00+00:00,30.7836,10.0784,248.8015,1.0000,1.0000,1.0000
2024-01-05 14:27:00+00:00,30.7892,10.0789,249.2672,1.0000,1.0000,1.0000
2024-01-05 15:14:00+00:00,30.7948,10.0795,249.7324,1.0000,1.0000,1.0000
2024-01-05 16:01:00+00:00,30.8004,10.0800,250.1970,1.0000,1.0000,1.0000
2024-01-05 16:48:00+00:00,30.8060,10.0806,250.6610,1.0000,1.0000,1.0000
2024-01-05 17:35:00+00:00,30.8115,10.0812,251.1245,1.0000,1.0000,1.0000
2024-01-05 18:22:00+00:00,30.8171,10.0817,251.5875,1.0000,1.0000,1.0000
2024-01-05 19:09:00+00:00,30.8227,10.0823,252.0499,1.0000,1.0000,1.0000
2024-01-05 19:56:00+00:00,30.8283,10.0828,252.5117,1.0000,1.0000,1.0000
2024-01-05 20:43:00+00:00,30.8339,10.0834,252.9730,1.0000,1.0000,1.0000
2024-01-05 21:30:00+00:00,30.8395,10.0839,253.4337,1.0000,1.0000,1.0000
2024-01-05 22:17:00+00:00,30.8450,10.0845,253.8938,1.0000,1.0000,1.0000
2024-01-05 23:04:00+00:00,30.8506,10.0851,254.3533,1.0000,1.0000,1.0000
2024-01-05 23:51:00+00:00,30.8562,10.0856,254.8122,1.0000,1.0000,1.0000
2024-01-06 00:38:00+00:00,30.8618,10.0862,255.2706,1.0000,1.0000,1.0000
2024-01-06 01:25:00+00:00,30.8674,10.0867,255.7284,1.0000,1.0000,1.0000
2024-01-06 02:12:00+00:00,30.8730,10.0873,256.1855,1.0000,1.0000,1.0000
2024-01-06 02:59:00+00:00,30.8785,10.0879,256.6421,1.0000,1.0000,1.0000
2024-01-06 03:46:00+00:00,30.8841,10.0884,257.0981,1.0000,1.0000,1.0000
2024-01-06 04:33:00+00:00,30.8897,10.0890,257.5534,1.0000,1.0000,1.0000
2024-01-06 05:20:00+00:00,30.8953,10.0895,258.0082,1.0000,1.0000,1.0000
2024-01-06 06:07:00+00:00,30.9009,10.0901,258.4623,1.0000,1.0000,1.0000
2024-01-06 06:54:00+00:00,30.9064,10.0906,258.9159,1.0000,1.0000,1.0000
2024-01-06 07:41:00+00:00,30.9120,10.0912,259.3688,1.0000,1.0000,1.0000
2024-01-06 08:28:00+00:00,30.9176,10.0918,259.8211,1.0000,1.0000,1.0000
2024-01-06 09:15:00+00:00,30.9232,10.0923,260.2727,1.0000,1.0000,1.0000
2024-01-06 10:02:00+00:00,30.9288,10.0929,260.7238,1.0000,1.0000,1.0000
2024-01-06 10:49:00+00:00,30.9343,10.0934,261.1742,1.0000,1.0000,1.0000
2024-01-06 11:36:00+00:00,30.9399,10.0940,261.6239,1.0000,1.0000,1.0000
2024-01-06 12:23:00+00:00,30.9455,10.0945,262.0730,1.0000,1.0000,1.0000
2024-01-06 13:10:00+00:00,30.9511,10.0951,262.5215,1.0000,1.0000,1.0000
2024-01-06 13:57:00+00:00,30.9566,10.0957,262.9693,1.0000,1.0000,1.0000
2024-01-06 14:44:00+00:00,30.9622,10.0962,263.4165,1.0000,1.0000,1.0000
2024-01-06 15:31:00+00:00,30.9678,10.0968,263.8630,1.0000,1.0000,1.0000
2024-01-06 16:18:00+00:00,30.9734,10.0973,264.3089,1.0000,1.0000,1.0000
2024-01-06 17:05:00+00:00,30.9790,10.0979,264.7541,1.0000,1.0000,1.0000
2024-01-06 17:52:00+00:00,30.9845,10.0985,265.1987,1.0000,1.0000,1.0000
2024-01-06 18:39:00+00:00,30.9901,10.0990,265.6425,1.0000,1.0000,1.0000
2024-01-06 19:26:00+00:00,30.9957,10.0996,266.0857,1.0000,1.0000,1.0000
2024-01-06 20:13:00+00:00,31.0013,10.1001,266.5282,1.0000,1.0000,1.0000
2024-01-06 21:00:00+00:00,31.0068,10.1007,266.9701,1.0000,1.0000,1.0000
2024-01-06 21:47:00+00:00,31.0124,10.1012,267.4112,1.0000,1.0000,1.0000
2024-01-06 22:34:00+00:00,31.0180,10.1018,267.8517,1.0000,1.0000,1.0000
2024-01-06 23:21:00+00:00,31.0236,10.1024,268.2915,1.0000,1.0000,1.0000
2024-01-07 00:08:00+00:00,31.0291,10.1029,268.7306,1.0000,1.0000,1.0000
2024-01-07 00:55:00+00:00,31.0347,10.1035,269.1690,1.0000,1.0000,1.0000
2024-01-07 01:42:00+00:00,31.0403,10.1040,269.6067,1.0000,1.0000,1.0000
2024-01-07 02:29:00+00:00,31.0458,10.1046,270.0437,1.0000,1.0000,1.0000
2024-01-07 03:16:00+00:00,31.0514,10.1051,270.4800,1.0000,1.0000,1.0000
2024-01-07 04:03:00+00:00,31.0570,10.1057,270.9155,1.0000,1.0000,1.0000
2024-01-07 04:50:00+00:00,31.0626,10.1063,271.3504,1.0000,1.0000,1.0000
2024-01-07 05:37:00+00:00,31.0681,10.1068,271.7845,1.0000,1.0000,1.0000
2024-01-07 06:24:00+00:00,31.0737,10.1074,272.2180,1.0000,1.0000,1.0000
2024-01-07 07:11:00+00:00,31.0793,10.1079,272.6507,1.0000,1.0000,1.0000
2024-01-07 07:58:00+00:00,31.0848,10.1085,273.0826,1.0000,1.0000,1.0000
2024-01-07 08:45:00+00:00,31.0904,10.1090,273.5139,1.0000,1.0000,1.0000
2024-01-07 09:32:00+00:00,31.0960,10.1096,273.9444,1.0000,1.0000,1.0000
2024-01-07 10:19:00+00:00,31.1015,10.1102,274.3742,1.0000,1.0000,1.0000
2024-01-07 11:06:00+00:00,31.1071,10.1107,274.8032,1.0000,1.0000,1.0000
2024-01-07 11:53:00+00:00,31.1127,10.1113,275.2315,1.0000,1.0000,1.0000
2024-01-07 12:40:00+00:00,31.1183,10.1118,275.6590,1.0000,1.0000,1.0000
2024-01-07 13:27:00+00:00,31.1238,10.1124,276.0858,1.0000,1.0000,1.0000
2024-01-07 14:14:00+00:00,31.1294,10.1129,276.5118,1.0000,1.0000,1.0000
2024-01-07 15:01:00+00:00,31.1350,10.1135,276.9371,1.0000,1.0000,1.0000
2024-01-07 15:48:00+00:00,31.1405,10.1141,277.3616,1.0000,1.0000,1.0000
2024-01-07 16:35:00+00:00,31.1461,10.1146,277.7854,1.0000,1.0000,1.0000
2024-01-07 17:22:00+00:00,31.1517,10.1152,278.2084,1.0000,1.0000,1.0000
2024-01-07 18:09:00+00:00,31.1572,10.1157,278.6306,1.0000,1.0000,1.0000
2024-01-07 18:56:00+00:00,31.1628,10.1163,279.0520,1.0000,1.0000,1.0000
2024-01-07 19:43:00+00:00,31.1683,10.1168,279.4727,1.0000,1.0000,1.0000
2024-01-07 20:30:00+00:00,31.1739,10.1174,279.8926,1.0000,1.0000,1.0000
2024-01-07 21:17:00+00:00,31.1795,10.1179,280.3117,1.0000,1.0000,1.0000
2024-01-07 22:04:00+00:00,31.1850,10.1185,280.7300,1.0000,1.0000,1.0000
2024-01-07 22:51:00+00:00,31.1906,10.1191,281.1475,1.0000,1.0000,1.0000
2024-01-07 23:38:00+00:00,31.1962,10.1196,281.5642,1.0000,1.0000,1.0000
2024-01-08 00:25:00+00:00,31.2017,10.1202,281.9801,1.0000,1.0000,1.0000
2024-01-08 01:12:00+00:00,31.2073,10.1207,282.3953,1.0000,1.0000,1.0000
2024-01-08 01:59:00+00:00,31.2129,10.1213,282.8096,1.0000,1.0000,1.0000
2024-01-08 02:46:00+00:00,31.2184,10.1218,283.2231,1.0000,1.0000,1.0000
2024-01-08 03:33:00+00:00,31.2240,10.1224,283.6358,1.0000,1.0000,1.0000
2024-01-08 04:20:00+00:00,31.2295,10.1230,284.0477,1.0000,1.0000,1.0000
2024-01-08 05:07:00+00:00,31.2351,10.1235,284.4588,1.0000,1.0000,1.0000
2024-01-08 05:54:00+00:00,31.2407,10.1241,284.8690,1.0000,1.0000,1.0000
2024-01-08 06:41:00+00:00,31.2462,10.1246,285.2785,1.0000,1.0000,1.0000
2024-01-08 07:28:00+00:00,31.2518,10.1252,285.6871,1.0000,1.0000,1.0000
2024-01-08 08:15:00+00:00,31.2573,10.1257,286.0949,1.0000,1.0000,1.0000
2024-01-08 09:02:00+00:00,31.2629,10.1263,286.5018,1.0000,1.0000,1.0000
2024-01-08 09:49:00+00:00,31.2685,10.1268,286.9079,1.0000,1.0000,1.0000
2024-01-08 10:36:00+00:00,31.2740,10.1274,287.3132,1.0000,1.0000,1.0000
2024-01-08 11:23:00+00:00,31.2796,10.1280,287.7176,1.0000,1.0000,1.0000
2024-01-08 12:10:00+00:00,31.2851,10.1285,288.1212,1.0000,1.0000,1.0000
2024-01-08 12:57:00+00:00,31.2907,10.1291,288.5239,1.0000,1.0000,1.0000
2024-01-08 13:44:00+00:00,31.2962,10.1296,288.9258,1.0000,1.0000,1.0000
2024-01-08 14:31:00+00:00,31.3018,10.1302,289.3268,1.0000,1.0000,1.0000
2024-01-08 15:18:00+00:00,31.3073,10.1307,289.7270,1.0000,1.0000,1.0000
2024-01-08 16:05:00+00:00,31.3129,10.1313,290.1263,1.0000,1.0000,1.0000
2024-01-08 16:52:00+00:00,31.3185,10.1318,290.5248,1.0000,1.0000,1.0000
2024-01-08 17:39:00+00:00,31.3240,10.1324,290.9224,1.0000,1.0000,1.0000
2024-01-08 18:26:00+00:00,31.3296,10.1330,291.3191,1.0000,1.0000,1.0000
2024-01-08 19:13:00+00:00,31.3351,10.1335,291.7149,1.0000,1.0000,1.0000
2024-01-08 20:00:00+00:00,31.3407,10.1341,292.1098,1.0000,1.0000,1.0000
2024-01-08 20:47:00+00:00,31.3462,10.1346,292.5039,1.0000,1.0000,1.0000
2024-01-08 21:34:00+00:00,31.3518,10.1352,292.8971,1.0000,1.0000,1.0000
2024-01-08 22:21:00+00:00,31.3573,10.1357,293.2894,1.0000,1.0000,1.0000
2024-01-08 23:08:00+00:00,31.3629,10.1363,293.6808,1.0000,1.0000,1.0000
2024-01-08 23:55:00+00:00,31.3684,10.1368,294.0714,1.0000,1.0000,1.0000
2024-01-09 00:42:00+00:00,31.3740,10.1374,294.4610,1.0000,1.0000,1.0000
2024-01-09 01:29:00+00:00,31.3795,10.1380,294.8497,1.0000,1.0000,1.0000
2024-01-09 02:16:00+00:00,31.3851,10.1385,295.2376,1.0000,1.0000,1.0000
2024-01-09 03:03:00+00:00,31.3906,10.1391,295.6245,1.0000,1.0000,1.0000
2024-01-09 03:50:00+00:00,31.3962,10.1396,296.0105,1.0000,1.0000,1.0000
2024-01-09 04:37:00+00:00,31.4017,10.1402,296.3956,1.0000,1.0000,1.0000
2024-01-09 05:24:00+00:00,31.4073,10.1407,296.7798,1.0000,1.0000,1.0000
2024-01-09 06:11:00+00:00,31.4128,10.1413,297.1631,1.0000,1.0000,1.0000
2024-01-09 06:58:00+00:00,31.4184,10.1418,297.5455,1.0000,1.0000,1.0000
2024-01-09 07:45:00+00:00,31.4239,10.1424,297.9269,1.0000,1.0000,1.0000
2024-01-09 08:32:00+00:00,31.4295,10.1429,298.3074,1.0000,1.0000,1.0000
2024-01-09 09:19:00+00:00,31.4350,10.1435,298.6870,1.0000,1.0000,1.0000
2024-01-09 10:06:00+00:00,31.4405,10.1441,299.0656,1.0000,1.0000,1.0000
2024-01-09 10:53:00+00:00,31.4461,10.1446,299.4434,1.0000,1.0000,1.0000
2024-01-09 11:40:00+00:00,31.4516,10.1452,299.8201,1.0000,1.0000,1.0000
2024-01-09 12:27:00+00:00,31.4572,10.1457,300.1960,1.0000,1.0000,1.0000
2024-01-09 13:14:00+00:00,31.4627,10.1463,300.5709,1.0000,1.0000,1.0000
2024-01-09 14:01:00+00:00,31.4683,10.1468,300.9448,1.0000,1.0000,1.0000
2024-01-09 14:48:00+00:00,31.4738,10.1474,301.3178,1.0000,1.0000,1.0000
2024-01-09 15:35:00+00:00,31.4793,10.1479,301.6899,1.0000,1.0000,1.0000
2024-01-09 16:22:00+00:00,31.4849,10.1485,302.0610,1.0000,1.0000,1.0000
2024-01-09 17:09:00+00:00,31.4904,10.1490,302.4311,1.0000,1.0000,1.0000
2024-01-09 17:56:00+00:00,31.4960,10.1496,302.8003,1.0000,1.0000,1.0000
2024-01-09 18:43:00+00:00,31.5015,10.1502,303.1685,1.0000,1.0000,1.0000
2024-01-09 19:30:00+00:00,31.5070,10.1507,303.5357,1.0000,1.0000,1.0000
2024-01-09 20:17:00+00:00,31.5126,10.1513,303.9020,1.0000,1.0000,1.0000
2024-01-09 21:04:00+00:00,31.5181,10.1518,304.2673,1.0000,1.0000,1.0000
2024-01-09 21:51:00+00:00,31.5237,10.1524,304.6316,1.0000,1.0000,1.0000
2024-01-09 22:38:00+00:00,31.5292,10.1529,304.9950,1.0000,1.0000,1.0000
2024-01-09 23:25:00+00:00,31.5347,10.1535,305.3573,1.0000,1.0000,1.0000
2024-01-10 00:12:00+00:00,31.5403,10.1540,305.7187,1.0000,1.0000,1.0000
2024-01-10 00:59:00+00:00,31.5458,10.1546,306.0791,1.0000,1.0000,1.0000
2024-01-10 01:46:00+00:00,31.5513,10.1551,306.4385,1.0000,1.0000,1.0000
2024-01-10 02:33:00+00:00,31.5569,10.1557,306.7969,1.0000,1.0000,1.0000
2024-01-10 03:20:00+00:00,31.5624,10.1562,307.1544,1.0000,1.0000,1.0000
2024-01-10 04:07:00+00:00,31.5679,10.1568,307.5108,1.0000,1.0000,1.0000
2024-01-10 04:54:00+00:00,31.5735,10.1573,307.8662,1.0000,1.0000,1.0000
2024-01-10 05:41:00+00:00,31.5790,10.1579,308.2206,1.0000,1.0000,1.0000
2024-01-10 06:28:00+00:00,31.5845,10.1585,308.5740,1.0000,1.0000,1.0000
2024-01-10 07:15:00+00:00,31.5901,10.1590,308.9264,1.0000,1.0000,1.0000
2024-01-10 08:02:00+00:00,31.5956,10.1596,309.2778,1.0000,1.0000,1.0000
2024-01-10 08:49:00+00:00,31.6011,10.1601,309.6282,1.0000,1.0000,1.0000
2024-01-10 09:36:00+00:00,31.6067,10.1607,309.9776,1.0000,1.0000,1.0000
2024-01-10 10:23:00+00:00,31.6122,10.1612,310.3259,1.0000,1.0000,1.0000
2024-01-10 11:10:00+00:00,31.6177,10.1618,310.6732,1.0000,1.0000,1.0000
2024-01-10 11:57:00+00:00,31.6233,10.1623,311.0195,1.0000,1.0000,1.0000
2024-01-10 12:44:00+00:00,31.6288,10.1629,311.3648,1.0000,1.0000,1.0000
2024-01-10 13:31:00+00:00,31.6343,10.1634,311.7090,1.0000,1.0000,1.0000
2024-01-10 14:18:00+00:00,31.6398,10.1640,312.0522,1.0000,1.0000,1.0000
2024-01-10 15:05:00+00:00,31.6454,10.1645,312.3943,1.0000,1.0000,1.0000
