time,depth,latitude,longitude,platform_id,sensor_id,TEMP,TEMP_QC,CNDC,CNDC_QC,PRES,PRES_QC,PSAL,PSAL_QC
2024-01-01 00:25:00+00:00,4.8867,41.1957,1.7341,Girona500_SN0002,SBE37SMP_SN47472_5496,20.8703,1,5.1088,1,4.8867,1,36.8867,1
2024-01-01 00:26:00+00:00,4.9060,41.1954,1.7342,Girona500_SN0002,SBE37SMP_SN47472_5496,20.9050,1,5.1131,1,4.9060,1,36.9060,1
2024-01-01 00:27:00+00:00,4.9236,41.1951,1.7343,Girona500_SN0002,SBE37SMP_SN47472_5496,20.9396,1,5.1175,1,4.9236,1,36.9236,1
2024-01-01 00:28:00+00:00,4.9394,41.1949,1.7344,Girona500_SN0002,SBE37SMP_SN47472_5496,20.9743,1,5.1218,1,4.9394,1,36.9394,1
2024-01-01 00:29:00+00:00,4.9535,41.1947,1.7344,Girona500_SN0002,SBE37SMP_SN47472_5496,21.0089,1,5.1261,1,4.9535,1,36.9535,1
2024-01-01 00:30:00+00:00,4.9657,41.1945,1.7345,Girona500_SN0002,SBE37SMP_SN47472_5496,21.0435,1,5.1304,1,4.9657,1,36.9657,1
2024-01-01 00:31:00+00:00,4.9761,41.1943,1.7346,Girona500_SN0002,SBE37SMP_SN47472_5496,21.0781,1,5.1348,1,4.9761,1,36.9761,1
2024-01-01 00:32:00+00:00,4.9846,41.1942,1.7346,Girona500_SN0002,SBE37SMP_SN47472_5496,21.1126,1,5.1391,1,4.9846,1,36.9846,1
2024-01-01 00:33:00+00:00,4.9913,41.1940,1.7347,Girona500_SN0002,SBE37SMP_SN47472_5496,21.1471,1,5.1434,1,4.9913,1,36.9913,1
2024-01-01 00:34:00+00:00,4.9961,41.1939,1.7348,Girona500_SN0002,SBE37SMP_SN47472_5496,21.1817,1,5.1477,1,4.9961,1,36.9961,1
2024-01-01 00:35:00+00:00,4.9990,41.1938,1.7348,Girona500_SN0002,SBE37SMP_SN47472_5496,21.2161,1,5.1520,1,4.9990,1,36.9990,1
2024-01-01 00:36:00+00:00,5.0000,41.1938,1.7349,Girona500_SN0002,SBE37SMP_SN47472_5496,21.2506,1,5.1563,1,5.0000,1,37.0000,1
2024-01-01 00:37:00+00:00,4.9991,41.1937,1.7350,Girona500_SN0002,SBE37SMP_SN47472_5496,21.2851,1,5.1606,1,4.9991,1,36.9991,1
2024-01-01 00:38:00+00:00,4.9963,41.1937,1.7350,Girona500_SN0002,SBE37SMP_SN47472_5496,21.3195,1,5.1649,1,4.9963,1,36.9963,1
2024-01-01 00:39:00+00:00,4.9916,41.1936,1.7351,Girona500_SN0002,SBE37SMP_SN47472_5496,21.3539,1,5.1692,1,4.9916,1,36.9916,1
2024-01-01 00:40:00+00:00,4.9850,41.1936,1.7352,Girona500_SN0002,SBE37SMP_SN47472_5496,21.3882,1,5.1735,1,4.9850,1,36.9850,1
2024-01-01 00:41:00+00:00,4.9766,41.1936,1.7353,Girona500_SN0002,SBE37SMP_SN47472_5496,21.4226,1,5.1778,1,4.9766,1,36.9766,1
2024-01-01 00:42:00+00:00,4.9663,41.1937,1.7353,Girona500_SN0002,SBE37SMP_SN47472_5496,21.4569,1,5.1821,1,4.9663,1,36.9663,1
2024-01-01 00:43:00+00:00,4.9541,41.1937,1.7354,Girona500_SN0002,SBE37SMP_SN47472_5496,21.4912,1,5.1864,1,4.9541,1,36.9541,1
2024-01-01 00:44:00+00:00,4.9401,41.1938,1.7355,Girona500_SN0002,SBE37SMP_SN47472_5496,21.5254,1,5.1907,1,4.9401,1,36.9401,1
2024-01-01 00:45:00+00:00,4.9244,41.1939,1.7355,Girona500_SN0002,SBE37SMP_SN47472_5496,21.5597,1,5.1950,1,4.9244,1,36.9244,1
2024-01-01 00:46:00+00:00,4.9069,41.1940,1.7356,Girona500_SN0002,SBE37SMP_SN47472_5496,21.5939,1,5.1992,1,4.9069,1,36.9069,1
2024-01-01 00:47:00+00:00,4.8877,41.1941,1.7357,Girona500_SN0002,SBE37SMP_SN47472_5496,21.6280,1,5.2035,1,4.8877,1,36.8877,1
2024-01-01 00:48:00+00:00,4.8668,41.1943,1.7357,Girona500_SN0002,SBE37SMP_SN47472_5496,21.6622,1,5.2078,1,4.8668,1,36.8668,1
2024-01-01 00:49:00+00:00,4.8442,41.1944,1.7358,Girona500_SN0002,SBE37SMP_SN47472_5496,21.6963,1,5.2120,1,4.8442,1,36.8442,1
2024-01-01 00:50:00+00:00,4.8200,41.1946,1.7359,Girona500_SN0002,SBE37SMP_SN47472_5496,21.7303,1,5.2163,1,4.8200,1,36.8200,1
2024-01-01 00:51:00+00:00,4.7943,41.1948,1.7359,Girona500_SN0002,SBE37SMP_SN47472_5496,21.7644,1,5.2205,1,4.7943,1,36.7943,1
2024-01-01 00:52:00+00:00,4.7671,41.1950,1.7360,Girona500_SN0002,SBE37SMP_SN47472_5496,21.7984,1,5.2248,1,4.7671,1,36.7671,1
2024-01-01 00:53:00+00:00,4.7384,41.1952,1.7361,Girona500_SN0002,SBE37SMP_SN47472_5496,21.8324,1,5.2290,1,4.7384,1,36.7384,1
2024-01-01 00:54:00+00:00,4.7083,41.1954,1.7362,Girona500_SN0002,SBE37SMP_SN47472_5496,21.8663,1,5.2333,1,4.7083,1,36.7083,1
2024-01-01 00:55:00+00:00,4.6768,41.1957,1.7362,Girona500_SN0002,SBE37SMP_SN47472_5496,21.9002,1,5.2375,1,4.6768,1,36.6768,1
2024-01-01 00:56:00+00:00,4.6441,41.1959,1.7363,Girona500_SN0002,SBE37SMP_SN47472_5496,21.9341,1,5.2418,1,4.6441,1,36.6441,1
2024-01-01 00:57:00+00:00,4.6101,41.1962,1.7364,Girona500_SN0002,SBE37SMP_SN47472_5496,21.9679,1,5.2460,1,4.6101,1,36.6101,1
2024-01-01 00:58:00+00:00,4.5750,41.1965,1.7364,Girona500_SN0002,SBE37SMP_SN47472_5496,22.0017,1,5.2502,1,4.5750,1,36.5750,1
2024-01-01 00:59:00+00:00,4.5388,41.1968,1.7365,Girona500_SN0002,SBE37SMP_SN47472_5496,22.0354,1,5.2544,1,4.5388,1,36.5388,1
2024-01-01 01:00:00+00:00,4.5016,41.1971,1.7366,Girona500_SN0002,SBE37SMP_SN47472_5496,22.0691,1,5.2586,1,4.5016,1,36.5016,1
2024-01-01 01:01:00+00:00,4.4634,41.1974,1.7366,Girona500_SN0002,SBE37SMP_SN47472_5496,22.1028,1,5.2629,1,4.4634,1,36.4634,1
2024-01-01 01:02:00+00:00,4.4243,41.1977,1.7367,Girona500_SN0002,SBE37SMP_SN47472_5496,22.1365,1,5.2671,1,4.4243,1,36.4243,1
2024-01-01 01:03:00+00:00,4.3844,41.1980,1.7368,Girona500_SN0002,SBE37SMP_SN47472_5496,22.1701,1,5.2713,1,4.3844,1,36.3844,1
2024-01-01 01:04:00+00:00,4.3438,41.1984,1.7369,Girona500_SN0002,SBE37SMP_SN47472_5496,22.2036,1,5.2755,1,4.3438,1,36.3438,1
2024-01-01 01:05:00+00:00,4.3026,41.1987,1.7369,Girona500_SN0002,SBE37SMP_SN47472_5496,22.2371,1,5.2796,1,4.3026,1,36.3026,1
2024-01-01 01:06:00+00:00,4.2607,41.1991,1.7370,Girona500_SN0002,SBE37SMP_SN47472_5496,22.2706,1,5.2838,1,4.2607,1,36.2607,1
2024-01-01 01:07:00+00:00,4.2184,41.1994,1.7371,Girona500_SN0002,SBE37SMP_SN47472_5496,22.3040,1,5.2880,1,4.2184,1,36.2184,1
2024-01-01 01:08:00+00:00,4.1757,41.1998,1.7371,Girona500_SN0002,SBE37SMP_SN47472_5496,22.3374,1,5.2922,1,4.1757,1,36.1757,1
2024-01-01 01:09:00+00:00,4.1326,41.2001,1.7372,Girona500_SN0002,SBE37SMP_SN47472_5496,22.3707,1,5.2963,1,4.1326,1,36.1326,1
2024-01-01 01:10:00+00:00,4.0893,41.2005,1.7373,Girona500_SN0002,SBE37SMP_SN47472_5496,22.4040,1,5.3005,1,4.0893,1,36.0893,1
2024-01-01 01:11:00+00:00,4.0458,41.2009,1.7373,Girona500_SN0002,SBE37SMP_SN47472_5496,22.4373,1,5.3047,1,4.0458,1,36.0458,1
2024-01-01 01:12:00+00:00,4.0022,41.2012,1.7374,Girona500_SN0002,SBE37SMP_SN47472_5496,22.4705,1,5.3088,1,4.0022,1,36.0022,1
2024-01-01 01:13:00+00:00,3.9586,41.2016,1.7375,Girona500_SN0002,SBE37SMP_SN47472_5496,22.5036,1,5.3130,1,3.9586,1,35.9586,1
2024-01-01 01:14:00+00:00,3.9151,41.2020,1.7375,Girona500_SN0002,SBE37SMP_SN47472_5496,22.5367,1,5.3171,1,3.9151,1,35.9151,1
2024-01-01 01:15:00+00:00,3.8717,41.2023,1.7376,Girona500_SN0002,SBE37SMP_SN47472_5496,22.5698,1,5.3212,1,3.8717,1,35.8717,1
2024-01-01 01:16:00+00:00,3.8286,41.2027,1.7377,Girona500_SN0002,SBE37SMP_SN47472_5496,22.6028,1,5.3254,1,3.8286,1,35.8286,1
2024-01-01 01:17:00+00:00,3.7858,41.2031,1.7378,Girona500_SN0002,SBE37SMP_SN47472_5496,22.6358,1,5.3295,1,3.7858,1,35.7858,1
2024-01-01 01:18:00+00:00,3.7435,41.2034,1.7378,Girona500_SN0002,SBE37SMP_SN47472_5496,22.6687,1,5.3336,1,3.7435,1,35.7435,1
2024-01-01 01:19:00+00:00,3.7016,41.2038,1.7379,Girona500_SN0002,SBE37SMP_SN47472_5496,22.7015,1,5.3377,1,3.7016,1,35.7016,1
2024-01-01 01:20:00+00:00,3.6603,41.2041,1.7380,Girona500_SN0002,SBE37SMP_SN47472_5496,22.7343,1,5.3418,1,3.6603,1,35.6603,1
2024-01-01 01:21:00+00:00,3.6196,41.2044,1.7380,Girona500_SN0002,SBE37SMP_SN47472_5496,22.7671,1,5.3459,1,3.6196,1,35.6196,1
2024-01-01 01:22:00+00:00,3.5796,41.2048,1.7381,Girona500_SN0002,SBE37SMP_SN47472_5496,22.7998,1,5.3500,1,3.5796,1,35.5796,1
2024-01-01 01:23:00+00:00,3.5405,41.2051,1.7382,Girona500_SN0002,SBE37SMP_SN47472_5496,22.8324,1,5.3541,1,3.5405,1,35.5405,1
2024-01-01 01:24:00+00:00,3.5022,41.2054,1.7382,Girona500_SN0002,SBE37SMP_SN47472_5496,22.8650,1,5.3581,1,3.5022,1,35.5022,1
2024-01-01 01:25:00+00:00,3.4649,41.2057,1.7383,Girona500_SN0002,SBE37SMP_SN47472_5496,22.8976,1,5.3622,1,3.4649,1,35.4649,1
2024-01-01 01:26:00+00:00,3.4286,41.2060,1.7384,Girona500_SN0002,SBE37SMP_SN47472_5496,22.9301,1,5.3663,1,3.4286,1,35.4286,1
2024-01-01 01:27:00+00:00,3.3933,41.2063,1.7384,Girona500_SN0002,SBE37SMP_SN47472_5496,22.9625,1,5.3703,1,3.3933,1,35.3933,1
2024-01-01 01:28:00+00:00,3.3593,41.2066,1.7385,Girona500_SN0002,SBE37SMP_SN47472_5496,22.9949,1,5.3744,1,3.3593,1,35.3593,1
2024-01-01 01:29:00+00:00,3.3264,41.2068,1.7386,Girona500_SN0002,SBE37SMP_SN47472_5496,23.0272,1,5.3784,1,3.3264,1,35.3264,1
2024-01-01 01:30:00+00:00,3.2948,41.2071,1.7387,Girona500_SN0002,SBE37SMP_SN47472_5496,23.0595,1,5.3824,1,3.2948,1,35.2948,1
2024-01-01 01:31:00+00:00,3.2646,41.2073,1.7387,Girona500_SN0002,SBE37SMP_SN47472_5496,23.0917,1,5.3865,1,3.2646,1,35.2646,1
2024-01-01 01:32:00+00:00,3.2357,41.2075,1.7388,Girona500_SN0002,SBE37SMP_SN47472_5496,23.1238,1,5.3905,1,3.2357,1,35.2357,1
2024-01-01 01:33:00+00:00,3.2084,41.2077,1.7389,Girona500_SN0002,SBE37SMP_SN47472_5496,23.1559,1,5.3945,1,3.2084,1,35.2084,1
2024-01-01 01:34:00+00:00,3.1825,41.2079,1.7389,Girona500_SN0002,SBE37SMP_SN47472_5496,23.1879,1,5.3985,1,3.1825,1,35.1825,1
2024-01-01 01:35:00+00:00,3.1582,41.2081,1.7390,Girona500_SN0002,SBE37SMP_SN47472_5496,23.2199,1,5.4025,1,3.1582,1,35.1582,1
2024-01-01 01:36:00+00:00,3.1354,41.2082,1.7391,Girona500_SN0002,SBE37SMP_SN47472_5496,23.2518,1,5.4065,1,3.1354,1,35.1354,1
2024-01-01 01:37:00+00:00,3.1143,41.2084,1.7391,Girona500_SN0002,SBE37SMP_SN47472_5496,23.2836,1,5.4105,1,3.1143,1,35.1143,1
2024-01-01 01:38:00+00:00,3.0950,41.2085,1.7392,Girona500_SN0002,SBE37SMP_SN47472_5496,23.3154,1,5.4144,1,3.0950,1,35.0950,1
2024-01-01 01:39:00+00:00,3.0773,41.2086,1.7393,Girona500_SN0002,SBE37SMP_SN47472_5496,23.3471,1,5.4184,1,3.0773,1,35.0773,1
2024-01-01 01:40:00+00:00,3.0613,41.2087,1.7393,Girona500_SN0002,SBE37SMP_SN47472_5496,23.3788,1,5.4223,1,3.0613,1,35.0613,1
2024-01-01 01:41:00+00:00,3.0472,41.2088,1.7394,Girona500_SN0002,SBE37SMP_SN47472_5496,23.4103,1,5.4263,1,3.0472,1,35.0472,1
2024-01-01 01:42:00+00:00,3.0349,41.2088,1.7395,Girona500_SN0002,SBE37SMP_SN47472_5496,23.4419,1,5.4302,1,3.0349,1,35.0349,1
2024-01-01 01:43:00+00:00,3.0244,41.2089,1.7396,Girona500_SN0002,SBE37SMP_SN47472_5496,23.4733,1,5.4342,1,3.0244,1,35.0244,1
2024-01-01 01:44:00+00:00,3.0157,41.2089,1.7396,Girona500_SN0002,SBE37SMP_SN47472_5496,23.5047,1,5.4381,1,3.0157,1,35.0157,1
2024-01-01 01:45:00+00:00,3.0090,41.2089,1.7397,Girona500_SN0002,SBE37SMP_SN47472_5496,23.5360,1,5.4420,1,3.0090,1,35.0090,1
2024-01-01 01:46:00+00:00,3.0041,41.2089,1.7398,Girona500_SN0002,SBE37SMP_SN47472_5496,23.5673,1,5.4459,1,3.0041,1,35.0041,1
2024-01-01 01:47:00+00:00,3.0011,41.2088,1.7398,Girona500_SN0002,SBE37SMP_SN47472_5496,23.5985,1,5.4498,1,3.0011,1,35.0011,1
2024-01-01 01:48:00+00:00,3.0000,41.2088,1.7399,Girona500_SN0002,SBE37SMP_SN47472_5496,23.6296,1,5.4537,1,3.0000,1,35.0000,1
2024-01-01 01:49:00+00:00,3.0008,41.2087,1.7400,Girona500_SN0002,SBE37SMP_SN47472_5496,23.6606,1,5.4576,1,3.0008,1,35.0008,1
2024-01-01 01:50:00+00:00,3.0035,41.2086,1.7400,Girona500_SN0002,SBE37SMP_SN47472_5496,23.6916,1,5.4615,1,3.0035,1,35.0035,1
2024-01-01 01:51:00+00:00,3.0081,41.2085,1.7401,Girona500_SN0002,SBE37SMP_SN47472_5496,23.7225,1,5.4653,1,3.0081,1,35.0081,1
2024-01-01 01:52:00+00:00,3.0146,41.2083,1.7402,Girona500_SN0002,SBE37SMP_SN47472_5496,23.7534,1,5.4692,1,3.0146,1,35.0146,1
2024-01-01 01:53:00+00:00,3.0230,41.2082,1.7403,Girona500_SN0002,SBE37SMP_SN47472_5496,23.7841,1,5.4730,1,3.0230,1,35.0230,1
2024-01-01 01:54:00+00:00,3.0332,41.2080,1.7403,Girona500_SN0002,SBE37SMP_SN47472_5496,23.8148,1,5.4769,1,3.0332,1,35.0332,1
2024-01-01 01:55:00+00:00,3.0452,41.2078,1.7404,Girona500_SN0002,SBE37SMP_SN47472_5496,23.8455,1,5.4807,1,3.0452,1,35.0452,1
2024-01-01 01:56:00+00:00,3.0591,41.2076,1.7405,Girona500_SN0002,SBE37SMP_SN47472_5496,23.8760,1,5.4845,1,3.0591,1,35.0591,1
2024-01-01 01:57:00+00:00,3.0748,41.2074,1.7405,Girona500_SN0002,SBE37SMP_SN47472_5496,23.9065,1,5.4883,1,3.0748,1,35.0748,1
2024-01-01 01:58:00+00:00,3.0922,41.2071,1.7406,Girona500_SN0002,SBE37SMP_SN47472_5496,23.9369,1,5.4921,1,3.0922,1,35.0922,1
2024-01-01 01:59:00+00:00,3.1113,41.2069,1.7407,Girona500_SN0002,SBE37SMP_SN47472_5496,23.9672,1,5.4959,1,3.1113,1,35.1113,1
2024-01-01 02:00:00+00:00,3.1322,41.2066,1.7407,Girona500_SN0002,SBE37SMP_SN47472_5496,23.9975,1,5.4997,1,3.1322,1,35.1322,1
2024-01-01 02:01:00+00:00,3.1546,41.2063,1.7408,Girona500_SN0002,SBE37SMP_SN47472_5496,24.0277,1,5.5035,1,3.1546,1,35.1546,1
2024-01-01 02:02:00+00:00,3.1787,41.2060,1.7409,Girona500_SN0002,SBE37SMP_SN47472_5496,24.0578,1,5.5072,1,3.1787,1,35.1787,1
2024-01-01 02:03:00+00:00,3.2044,41.2057,1.7409,Girona500_SN0002,SBE37SMP_SN47472_5496,24.0878,1,5.5110,1,3.2044,1,35.2044,1
2024-01-01 02:04:00+00:00,3.2315,41.2053,1.7410,Girona500_SN0002,SBE37SMP_SN47472_5496,24.1177,1,5.5147,1,3.2315,1,35.2315,1
2024-01-01 02:05:00+00:00,3.2602,41.2050,1.7411,Girona500_SN0002,SBE37SMP_SN47472_5496,24.1476,1,5.5184,1,3.2602,1,35.2602,1
2024-01-01 02:06:00+00:00,3.2902,41.2046,1.7412,Girona500_SN0002,SBE37SMP_SN47472_5496,24.1774,1,5.5222,1,3.2902,1,35.2902,1
2024-01-01 02:07:00+00:00,3.3216,41.2042,1.7412,Girona500_SN0002,SBE37SMP_SN47472_5496,24.2071,1,5.5259,1,3.3216,1,35.3216,1
2024-01-01 02:08:00+00:00,3.3542,41.2038,1.7413,Girona500_SN0002,SBE37SMP_SN47472_5496,24.2367,1,5.5296,1,3.3542,1,35.3542,1
2024-01-01 02:09:00+00:00,3.3881,41.2034,1.7414,Girona500_SN0002,SBE37SMP_SN47472_5496,24.2663,1,5.5333,1,3.3881,1,35.3881,1
2024-01-01 02:10:00+00:00,3.4232,41.2030,1.7414,Girona500_SN0002,SBE37SMP_SN47472_5496,24.2957,1,5.5370,1,3.4232,1,35.4232,1
2024-01-01 02:11:00+00:00,3.4594,41.2026,1.7415,Girona500_SN0002,SBE37SMP_SN47472_5496,24.3251,1,5.5406,1,3.4594,1,35.4594,1
2024-01-01 02:12:00+00:00,3.4965,41.2021,1.7416,Girona500_SN0002,SBE37SMP_SN47472_5496,24.3544,1,5.5443,1,3.4965,1,35.4965,1
2024-01-01 02:13:00+00:00,3.5347,41.2017,1.7416,Girona500_SN0002,SBE37SMP_SN47472_5496,24.3837,1,5.5480,1,3.5347,1,35.5347,1
2024-01-01 02:14:00+00:00,3.5737,41.2012,1.7417,Girona500_SN0002,SBE37SMP_SN47472_5496,24.4128,1,5.5516,1,3.5737,1,35.5737,1
2024-01-01 02:15:00+00:00,3.6135,41.2007,1.7418,Girona500_SN0002,SBE37SMP_SN47472_5496,24.4418,1,5.5552,1,3.6135,1,35.6135,1
2024-01-01 02:16:00+00:00,3.6541,41.2003,1.7418,Girona500_SN0002,SBE37SMP_SN47472_5496,24.4708,1,5.5589,1,3.6541,1,35.6541,1
2024-01-01 02:17:00+00:00,3.6953,41.1998,1.7419,Girona500_SN0002,SBE37SMP_SN47472_5496,24.4997,1,5.5625,1,3.6953,1,35.6953,1
2024-01-01 02:18:00+00:00,3.7371,41.1993,1.7420,Girona500_SN0002,SBE37SMP_SN47472_5496,24.5285,1,5.5661,1,3.7371,1,35.7371,1
2024-01-01 02:19:00+00:00,3.7795,41.1988,1.7421,Girona500_SN0002,SBE37SMP_SN47472_5496,24.5572,1,5.5697,1,3.7795,1,35.7795,1
2024-01-01 02:20:00+00:00,3.8222,41.1983,1.7421,Girona500_SN0002,SBE37SMP_SN47472_5496,24.5858,1,5.5732,1,3.8222,1,35.8222,1
2024-01-01 02:21:00+00:00,3.8652,41.1978,1.7422,Girona500_SN0002,SBE37SMP_SN47472_5496,24.6144,1,5.5768,1,3.8652,1,35.8652,1
2024-01-01 02:22:00+00:00,3.9086,41.1973,1.7423,Girona500_SN0002,SBE37SMP_SN47472_5496,24.6428,1,5.5804,1,3.9086,1,35.9086,1
2024-01-01 02:23:00+00:00,3.9521,41.1968,1.7423,Girona500_SN0002,SBE37SMP_SN47472_5496,24.6712,1,5.5839,1,3.9521,1,35.9521,1
2024-01-01 02:24:00+00:00,3.9956,41.1963,1.7424,Girona500_SN0002,SBE37SMP_SN47472_5496,24.6995,1,5.5874,1,3.9956,1,35.9956,1
2024-01-01 02:25:00+00:00,4.0392,41.1958,1.7425,Girona500_SN0002,SBE37SMP_SN47472_5496,24.7276,1,5.5910,1,4.0392,1,36.0392,1
2024-01-01 02:26:00+00:00,4.0828,41.1953,1.7425,Girona500_SN0002,SBE37SMP_SN47472_5496,24.7557,1,5.5945,1,4.0828,1,36.0828,1
2024-01-01 02:27:00+00:00,4.1261,41.1948,1.7426,Girona500_SN0002,SBE37SMP_SN47472_5496,24.7837,1,5.5980,1,4.1261,1,36.1261,1
2024-01-01 02:28:00+00:00,4.1692,41.1943,1.7427,Girona500_SN0002,SBE37SMP_SN47472_5496,24.8117,1,5.6015,1,4.1692,1,36.1692,1
2024-01-01 02:29:00+00:00,4.2120,41.1938,1.7428,Girona500_SN0002,SBE37SMP_SN47472_5496,24.8395,1,5.6049,1,4.2120,1,36.2120,1
2024-01-01 02:30:00+00:00,4.2544,41.1933,1.7428,Girona500_SN0002,SBE37SMP_SN47472_5496,24.8672,1,5.6084,1,4.2544,1,36.2544,1
2024-01-01 02:31:00+00:00,4.2963,41.1928,1.7429,Girona500_SN0002,SBE37SMP_SN47472_5496,24.8948,1,5.6119,1,4.2963,1,36.2963,1
2024-01-01 02:32:00+00:00,4.3377,41.1923,1.7430,Girona500_SN0002,SBE37SMP_SN47472_5496,24.9224,1,5.6153,1,4.3377,1,36.3377,1
2024-01-01 02:33:00+00:00,4.3784,41.1919,1.7430,Girona500_SN0002,SBE37SMP_SN47472_5496,24.9498,1,5.6187,1,4.3784,1,36.3784,1
2024-01-01 02:34:00+00:00,4.4184,41.1914,1.7431,Girona500_SN0002,SBE37SMP_SN47472_5496,24.9772,1,5.6221,1,4.4184,1,36.4184,1
2024-01-01 02:35:00+00:00,4.4576,41.1909,1.7432,Girona500_SN0002,SBE37SMP_SN47472_5496,25.0045,1,5.6256,1,4.4576,1,36.4576,1
2024-01-01 02:36:00+00:00,4.4959,41.1905,1.7432,Girona500_SN0002,SBE37SMP_SN47472_5496,25.0316,1,5.6290,1,4.4959,1,36.4959,1
2024-01-01 02:37:00+00:00,4.5333,41.1900,1.7433,Girona500_SN0002,SBE37SMP_SN47472_5496,25.0587,1,5.6323,1,4.5333,1,36.5333,1
2024-01-01 02:38:00+00:00,4.5697,41.1896,1.7434,Girona500_SN0002,SBE37SMP_SN47472_5496,25.0857,1,5.6357,1,4.5697,1,36.5697,1
2024-01-01 02:39:00+00:00,4.6049,41.1892,1.7434,Girona500_SN0002,SBE37SMP_SN47472_5496,25.1126,1,5.6391,1,4.6049,1,36.6049,1
2024-01-01 02:40:00+00:00,4.6391,41.1888,1.7435,Girona500_SN0002,SBE37SMP_SN47472_5496,25.1393,1,5.6424,1,4.6391,1,36.6391,1
