time,TEMP,TEMP_QC,CNDC,CNDC_QC,PSAL,PSAL_QC
2024-01-01 20:00:00,15.0715,1,5.0143,1,18.2535,1
2024-01-01 20:30:00,15.0733,1,5.0147,1,18.3952,1
2024-01-01 21:00:00,15.0751,1,5.0150,1,18.5643,1
2024-01-01 21:30:00,15.0769,1,5.0154,1,18.7577,1
2024-01-01 22:00:00,15.0787,1,5.0157,1,18.9723,1
2024-01-01 22:30:00,15.0805,1,5.0161,1,19.2044,1
2024-01-01 23:00:00,15.0823,1,5.0165,1,19.4500,1
2024-01-01 23:30:00,15.0840,1,5.0168,1,19.7050,1
2024-01-02 00:00:00,15.0858,1,5.0172,1,19.9650,1
2024-01-02 00:30:00,15.0876,1,5.0175,1,20.2255,1
2024-01-02 01:00:00,15.0894,1,5.0179,1,20.4823,1
2024-01-02 01:30:00,15.0912,1,5.0182,1,20.7308,1
2024-01-02 02:00:00,15.0930,1,5.0186,1,20.9669,1
2024-01-02 02:30:00,15.0948,1,5.0190,1,21.1866,1
2024-01-02 03:00:00,15.0966,1,5.0193,1,21.3861,1
2024-01-02 03:30:00,15.0983,1,5.0197,1,21.5619,1
2024-01-02 04:00:00,15.1001,1,5.0200,1,21.7112,1
2024-01-02 04:30:00,15.1019,1,5.0204,1,21.8314,1
2024-01-02 05:00:00,15.1037,1,5.0207,1,21.9205,1
2024-01-02 05:30:00,15.1055,1,5.0211,1,21.9768,1
2024-01-02 06:00:00,15.1073,1,5.0215,1,21.9995,1
2024-01-02 06:30:00,15.1091,1,5.0218,1,21.9882,1
2024-01-02 07:00:00,15.1109,1,5.0222,1,21.9431,1
2024-01-02 07:30:00,15.1126,1,5.0225,1,21.8649,1
2024-01-02 08:00:00,15.1144,1,5.0229,1,21.7549,1
2024-01-02 08:30:00,15.1162,1,5.0232,1,21.6151,1
2024-01-02 09:00:00,15.1180,1,5.0236,1,21.4479,1
2024-01-02 09:30:00,15.1198,1,5.0240,1,21.2560,1
2024-01-02 10:00:00,15.1216,1,5.0243,1,21.0427,1
2024-01-02 10:30:00,15.1234,1,5.0247,1,20.8117,1
2024-01-02 11:00:00,15.1252,1,5.0250,1,20.5668,1
2024-01-02 11:30:00,15.1269,1,5.0254,1,20.3124,1
2024-01-02 12:00:00,15.1287,1,5.0257,1,20.0526,1
2024-01-02 12:30:00,15.1305,1,5.0261,1,19.7919,1
2024-01-02 13:00:00,15.1323,1,5.0265,1,19.5347,1
2024-01-02 13:30:00,15.1341,1,5.0268,1,19.2855,1
2024-01-02 14:00:00,15.1359,1,5.0272,1,19.0484,1
2024-01-02 14:30:00,15.1377,1,5.0275,1,18.8276,1
2024-01-02 15:00:00,15.1395,1,5.0279,1,18.6266,1
2024-01-02 15:30:00,15.1412,1,5.0282,1,18.4491,1
2024-01-02 16:00:00,15.1430,1,5.0286,1,18.2979,1
2024-01-02 16:30:00,15.1448,1,5.0290,1,18.1757,1
2024-01-02 17:00:00,15.1466,1,5.0293,1,18.0845,1
2024-01-02 17:30:00,15.1484,1,5.0297,1,18.0259,1
2024-01-02 18:00:00,15.1502,1,5.0300,1,18.0009,1
2024-01-02 18:30:00,15.1520,1,5.0304,1,18.0100,1
2024-01-02 19:00:00,15.1538,1,5.0308,1,18.0529,1
2024-01-02 19:30:00,15.1555,1,5.0311,1,18.1289,1
2024-01-02 20:00:00,15.1573,1,5.0315,1,18.2367,1
2024-01-02 20:30:00,15.1591,1,5.0318,1,18.3746,1
2024-01-02 21:00:00,15.1609,1,5.0322,1,18.5401,1
2024-01-02 21:30:00,15.1627,1,5.0325,1,18.7304,1
2024-01-02 22:00:00,15.1645,1,5.0329,1,18.9424,1
2024-01-02 22:30:00,15.1663,1,5.0333,1,19.1724,1
2024-01-02 23:00:00,15.1681,1,5.0336,1,19.4164,1
2024-01-02 23:30:00,15.1698,1,5.0340,1,19.6703,1
2024-01-03 00:00:00,15.1716,1,5.0343,1,19.9299,1
2024-01-03 00:30:00,15.1734,1,5.0347,1,20.1907,1
2024-01-03 01:00:00,15.1752,1,5.0350,1,20.4482,1
2024-01-03 01:30:00,15.1770,1,5.0354,1,20.6981,1
2024-01-03 02:00:00,15.1788,1,5.0358,1,20.9361,1
2024-01-03 02:30:00,15.1806,1,5.0361,1,21.1582,1
2024-01-03 03:00:00,15.1824,1,5.0365,1,21.3606,1
2024-01-03 03:30:00,15.1841,1,5.0368,1,21.5398,1
2024-01-03 04:00:00,15.1859,1,5.0372,1,21.6928,1
2024-01-03 04:30:00,15.1877,1,5.0375,1,21.8171,1
2024-01-03 05:00:00,15.1895,1,5.0379,1,21.9104,1
2024-01-03 05:30:00,15.1913,1,5.0383,1,21.9712,1
2024-01-03 06:00:00,15.1931,1,5.0386,1,21.9984,1
2024-01-03 06:30:00,15.1949,1,5.0390,1,21.9917,1
2024-01-03 07:00:00,15.1966,1,5.0393,1,21.9511,1
2024-01-03 07:30:00,15.1984,1,5.0397,1,21.8772,1
2024-01-03 08:00:00,15.2002,1,5.0400,1,21.7715,1
2024-01-03 08:30:00,15.2020,1,5.0404,1,21.6356,1
2024-01-03 09:00:00,15.2038,1,5.0408,1,21.4718,1
2024-01-03 09:30:00,15.2056,1,5.0411,1,21.2830,1
2024-01-03 10:00:00,15.2074,1,5.0415,1,21.0724,1
2024-01-03 10:30:00,15.2092,1,5.0418,1,20.8436,1
2024-01-03 11:00:00,15.2109,1,5.0422,1,20.6004,1
2024-01-03 11:30:00,15.2127,1,5.0425,1,20.3469,1
2024-01-03 12:00:00,15.2145,1,5.0429,1,20.0876,1
2024-01-03 12:30:00,15.2163,1,5.0433,1,19.8268,1
2024-01-03 13:00:00,15.2181,1,5.0436,1,19.5689,1
2024-01-03 13:30:00,15.2199,1,5.0440,1,19.3184,1
2024-01-03 14:00:00,15.2217,1,5.0443,1,19.0794,1
2024-01-03 14:30:00,15.2234,1,5.0447,1,18.8561,1
2024-01-03 15:00:00,15.2252,1,5.0450,1,18.6523,1
2024-01-03 15:30:00,15.2270,1,5.0454,1,18.4714,1
2024-01-03 16:00:00,15.2288,1,5.0458,1,18.3166,1
2024-01-03 16:30:00,15.2306,1,5.0461,1,18.1903,1
2024-01-03 17:00:00,15.2324,1,5.0465,1,18.0949,1
2024-01-03 17:30:00,15.2342,1,5.0468,1,18.0319,1
2024-01-03 18:00:00,15.2359,1,5.0472,1,18.0023,1
2024-01-03 18:30:00,15.2377,1,5.0475,1,18.0068,1
2024-01-03 19:00:00,15.2395,1,5.0479,1,18.0451,1
2024-01-03 19:30:00,15.2413,1,5.0483,1,18.1168,1
2024-01-03 20:00:00,15.2431,1,5.0486,1,18.2205,1
2024-01-03 20:30:00,15.2449,1,5.0490,1,18.3544,1
2024-01-03 21:00:00,15.2467,1,5.0493,1,18.5164,1
2024-01-03 21:30:00,15.2484,1,5.0497,1,18.7036,1
2024-01-03 22:00:00,15.2502,1,5.0500,1,18.9128,1
2024-01-03 22:30:00,15.2520,1,5.0504,1,19.1406,1
2024-01-03 23:00:00,15.2538,1,5.0508,1,19.3830,1
2024-01-03 23:30:00,15.2556,1,5.0511,1,19.6358,1
2024-01-04 00:00:00,15.2574,1,5.0515,1,19.8949,1
2024-01-04 00:30:00,15.2592,1,5.0518,1,20.1558,1
2024-01-04 01:00:00,15.2610,1,5.0522,1,20.4140,1
2024-01-04 01:30:00,15.2627,1,5.0525,1,20.6651,1
2024-01-04 02:00:00,15.2645,1,5.0529,1,20.9050,1
2024-01-04 02:30:00,15.2663,1,5.0533,1,21.1295,1
2024-01-04 03:00:00,15.2681,1,5.0536,1,21.3347,1
2024-01-04 03:30:00,15.2699,1,5.0540,1,21.5172,1
2024-01-04 04:00:00,15.2717,1,5.0543,1,21.6739,1
2024-01-04 04:30:00,15.2734,1,5.0547,1,21.8021,1
2024-01-04 05:00:00,15.2752,1,5.0550,1,21.8997,1
2024-01-04 05:30:00,15.2770,1,5.0554,1,21.9650,1
2024-01-04 06:00:00,15.2788,1,5.0558,1,21.9968,1
2024-01-04 06:30:00,15.2806,1,5.0561,1,21.9946,1
2024-01-04 07:00:00,15.2824,1,5.0565,1,21.9585,1
2024-01-04 07:30:00,15.2842,1,5.0568,1,21.8890,1
2024-01-04 08:00:00,15.2859,1,5.0572,1,21.7875,1
2024-01-04 08:30:00,15.2877,1,5.0575,1,21.6555,1
2024-01-04 09:00:00,15.2895,1,5.0579,1,21.4953,1
2024-01-04 09:30:00,15.2913,1,5.0583,1,21.3097,1
2024-01-04 10:00:00,15.2931,1,5.0586,1,21.1018,1
2024-01-04 10:30:00,15.2949,1,5.0590,1,20.8752,1
2024-01-04 11:00:00,15.2967,1,5.0593,1,20.6337,1
2024-01-04 11:30:00,15.2984,1,5.0597,1,20.3814,1
2024-01-04 12:00:00,15.3002,1,5.0600,1,20.1226,1
2024-01-04 12:30:00,15.3020,1,5.0604,1,19.8617,1
2024-01-04 13:00:00,15.3038,1,5.0608,1,19.6032,1
2024-01-04 13:30:00,15.3056,1,5.0611,1,19.3514,1
2024-01-04 14:00:00,15.3074,1,5.0615,1,19.1107,1
2024-01-04 14:30:00,15.3092,1,5.0618,1,18.8851,1
2024-01-04 15:00:00,15.3109,1,5.0622,1,18.6784,1
2024-01-04 15:30:00,15.3127,1,5.0625,1,18.4943,1
2024-01-04 16:00:00,15.3145,1,5.0629,1,18.3357,1
2024-01-04 16:30:00,15.3163,1,5.0633,1,18.2055,1
2024-01-04 17:00:00,15.3181,1,5.0636,1,18.1058,1
2024-01-04 17:30:00,15.3199,1,5.0640,1,18.0384,1
2024-01-04 18:00:00,15.3216,1,5.0643,1,18.0043,1
2024-01-04 18:30:00,15.3234,1,5.0647,1,18.0042,1
2024-01-04 19:00:00,15.3252,1,5.0650,1,18.0380,1
2024-01-04 19:30:00,15.3270,1,5.0654,1,18.1053,1
2024-01-04 20:00:00,15.3288,1,5.0658,1,18.2047,1
2024-01-04 20:30:00,15.3306,1,5.0661,1,18.3347,1
2024-01-04 21:00:00,15.3323,1,5.0665,1,18.4931,1
2024-01-04 21:30:00,15.3341,1,5.0668,1,18.6771,1
2024-01-04 22:00:00,15.3359,1,5.0672,1,18.8836,1
2024-01-04 22:30:00,15.3377,1,5.0675,1,19.1091,1
2024-01-04 23:00:00,15.3395,1,5.0679,1,19.3497,1
2024-01-04 23:30:00,15.3413,1,5.0683,1,19.6014,1
2024-01-05 00:00:00,15.3431,1,5.0686,1,19.8599,1
2024-01-05 00:30:00,15.3448,1,5.0690,1,20.1208,1
2024-01-05 01:00:00,15.3466,1,5.0693,1,20.3796,1
2024-01-05 01:30:00,15.3484,1,5.0697,1,20.6320,1
2024-01-05 02:00:00,15.3502,1,5.0700,1,20.8736,1
2024-01-05 02:30:00,15.3520,1,5.0704,1,21.1004,1
2024-01-05 03:00:00,15.3538,1,5.0708,1,21.3084,1
2024-01-05 03:30:00,15.3555,1,5.0711,1,21.4941,1
2024-01-05 04:00:00,15.3573,1,5.0715,1,21.6545,1
2024-01-05 04:30:00,15.3591,1,5.0718,1,21.7867,1
2024-01-05 05:00:00,15.3609,1,5.0722,1,21.8885,1
2024-01-05 05:30:00,15.3627,1,5.0725,1,21.9581,1
2024-01-05 06:00:00,15.3645,1,5.0729,1,21.9945,1
2024-01-05 06:30:00,15.3662,1,5.0732,1,21.9969,1
2024-01-05 07:00:00,15.3680,1,5.0736,1,21.9653,1
2024-01-05 07:30:00,15.3698,1,5.0740,1,21.9003,1
2024-01-05 08:00:00,15.3716,1,5.0743,1,21.8029,1
2024-01-05 08:30:00,15.3734,1,5.0747,1,21.6749,1
2024-01-05 09:00:00,15.3752,1,5.0750,1,21.5184,1
2024-01-05 09:30:00,15.3769,1,5.0754,1,21.3360,1
2024-01-05 10:00:00,15.3787,1,5.0757,1,21.1309,1
2024-01-05 10:30:00,15.3805,1,5.0761,1,20.9066,1
2024-01-05 11:00:00,15.3823,1,5.0765,1,20.6668,1
2024-01-05 11:30:00,15.3841,1,5.0768,1,20.4157,1
2024-01-05 12:00:00,15.3859,1,5.0772,1,20.1576,1
2024-01-05 12:30:00,15.3876,1,5.0775,1,19.8967,1
2024-01-05 13:00:00,15.3894,1,5.0779,1,19.6376,1
2024-01-05 13:30:00,15.3912,1,5.0782,1,19.3847,1
2024-01-05 14:00:00,15.3930,1,5.0786,1,19.1422,1
2024-01-05 14:30:00,15.3948,1,5.0790,1,18.9143,1
2024-01-05 15:00:00,15.3966,1,5.0793,1,18.7049,1
2024-01-05 15:30:00,15.3983,1,5.0797,1,18.5176,1
2024-01-05 16:00:00,15.4001,1,5.0800,1,18.3554,1
2024-01-05 16:30:00,15.4019,1,5.0804,1,18.2213,1
2024-01-05 17:00:00,15.4037,1,5.0807,1,18.1174,1
2024-01-05 17:30:00,15.4055,1,5.0811,1,18.0455,1
2024-01-05 18:00:00,15.4072,1,5.0814,1,18.0069,1
2024-01-05 18:30:00,15.4090,1,5.0818,1,18.0022,1
2024-01-05 19:00:00,15.4108,1,5.0822,1,18.0315,1
2024-01-05 19:30:00,15.4126,1,5.0825,1,18.0943,1
2024-01-05 20:00:00,15.4144,1,5.0829,1,18.1896,1
2024-01-05 20:30:00,15.4162,1,5.0832,1,18.3156,1
2024-01-05 21:00:00,15.4179,1,5.0836,1,18.4703,1
2024-01-05 21:30:00,15.4197,1,5.0839,1,18.6510,1
2024-01-05 22:00:00,15.4215,1,5.0843,1,18.8547,1
2024-01-05 22:30:00,15.4233,1,5.0847,1,19.0778,1
2024-01-05 23:00:00,15.4251,1,5.0850,1,19.3167,1
2024-01-05 23:30:00,15.4268,1,5.0854,1,19.5671,1
2024-01-06 00:00:00,15.4286,1,5.0857,1,19.8250,1
2024-01-06 00:30:00,15.4304,1,5.0861,1,20.0858,1
2024-01-06 01:00:00,15.4322,1,5.0864,1,20.3452,1
2024-01-06 01:30:00,15.4340,1,5.0868,1,20.5986,1
2024-01-06 02:00:00,15.4358,1,5.0872,1,20.8419,1
2024-01-06 02:30:00,15.4375,1,5.0875,1,21.0709,1
2024-01-06 03:00:00,15.4393,1,5.0879,1,21.2817,1
2024-01-06 03:30:00,15.4411,1,5.0882,1,21.4706,1
2024-01-06 04:00:00,15.4429,1,5.0886,1,21.6345,1
2024-01-06 04:30:00,15.4447,1,5.0889,1,21.7706,1
2024-01-06 05:00:00,15.4464,1,5.0893,1,21.8766,1
2024-01-06 05:30:00,15.4482,1,5.0896,1,21.9507,1
2024-01-06 06:00:00,15.4500,1,5.0900,1,21.9915,1
2024-01-06 06:30:00,15.4518,1,5.0904,1,21.9985,1
2024-01-06 07:00:00,15.4536,1,5.0907,1,21.9715,1
2024-01-06 07:30:00,15.4553,1,5.0911,1,21.9109,1
2024-01-06 08:00:00,15.4571,1,5.0914,1,21.8178,1
2024-01-06 08:30:00,15.4589,1,5.0918,1,21.6938,1
2024-01-06 09:00:00,15.4607,1,5.0921,1,21.5410,1
2024-01-06 09:30:00,15.4625,1,5.0925,1,21.3619,1
2024-01-06 10:00:00,15.4642,1,5.0928,1,21.1597,1
2024-01-06 10:30:00,15.4660,1,5.0932,1,20.9377,1
2024-01-06 11:00:00,15.4678,1,5.0936,1,20.6998,1
2024-01-06 11:30:00,15.4696,1,5.0939,1,20.4499,1
2024-01-06 12:00:00,15.4714,1,5.0943,1,20.1925,1
2024-01-06 12:30:00,15.4731,1,5.0946,1,19.9317,1
2024-01-06 13:00:00,15.4749,1,5.0950,1,19.6721,1
2024-01-06 13:30:00,15.4767,1,5.0953,1,19.4181,1
2024-01-06 14:00:00,15.4785,1,5.0957,1,19.1740,1
2024-01-06 14:30:00,15.4803,1,5.0961,1,18.9439,1
2024-01-06 15:00:00,15.4820,1,5.0964,1,18.7318,1
2024-01-06 15:30:00,15.4838,1,5.0968,1,18.5413,1
2024-01-06 16:00:00,15.4856,1,5.0971,1,18.3756,1
2024-01-06 16:30:00,15.4874,1,5.0975,1,18.2376,1
2024-01-06 17:00:00,15.4892,1,5.0978,1,18.1295,1
2024-01-06 17:30:00,15.4909,1,5.0982,1,18.0533,1
2024-01-06 18:00:00,15.4927,1,5.0985,1,18.0101,1
2024-01-06 18:30:00,15.4945,1,5.0989,1,18.0009,1
2024-01-06 19:00:00,15.4963,1,5.0993,1,18.0256,1
2024-01-06 19:30:00,15.4981,1,5.0996,1,18.0840,1
2024-01-06 20:00:00,15.4998,1,5.1000,1,18.1749,1
2024-01-06 20:30:00,15.5016,1,5.1003,1,18.2970,1
2024-01-06 21:00:00,15.5034,1,5.1007,1,18.4479,1
2024-01-06 21:30:00,15.5052,1,5.1010,1,18.6253,1
2024-01-06 22:00:00,15.5070,1,5.1014,1,18.8261,1
2024-01-06 22:30:00,15.5087,1,5.1017,1,19.0469,1
2024-01-06 23:00:00,15.5105,1,5.1021,1,19.2838,1
2024-01-06 23:30:00,15.5123,1,5.1025,1,19.5330,1
2024-01-07 00:00:00,15.5141,1,5.1028,1,19.7901,1
2024-01-07 00:30:00,15.5159,1,5.1032,1,20.0508,1
2024-01-07 01:00:00,15.5176,1,5.1035,1,20.3106,1
2024-01-07 01:30:00,15.5194,1,5.1039,1,20.5651,1
2024-01-07 02:00:00,15.5212,1,5.1042,1,20.8100,1
2024-01-07 02:30:00,15.5230,1,5.1046,1,21.0412,1
2024-01-07 03:00:00,15.5247,1,5.1049,1,21.2546,1
2024-01-07 03:30:00,15.5265,1,5.1053,1,21.4466,1
2024-01-07 04:00:00,15.5283,1,5.1057,1,21.6141,1
2024-01-07 04:30:00,15.5301,1,5.1060,1,21.7541,1
2024-01-07 05:00:00,15.5319,1,5.1064,1,21.8642,1
2024-01-07 05:30:00,15.5336,1,5.1067,1,21.9426,1
2024-01-07 06:00:00,15.5354,1,5.1071,1,21.9880,1
2024-01-07 06:30:00,15.5372,1,5.1074,1,21.9996,1
2024-01-07 07:00:00,15.5390,1,5.1078,1,21.9771,1
2024-01-07 07:30:00,15.5407,1,5.1081,1,21.9210,1
2024-01-07 08:00:00,15.5425,1,5.1085,1,21.8322,1
2024-01-07 08:30:00,15.5443,1,5.1089,1,21.7122,1
2024-01-07 09:00:00,15.5461,1,5.1092,1,21.5631,1
2024-01-07 09:30:00,15.5479,1,5.1096,1,21.3873,1
2024-01-07 10:00:00,15.5496,1,5.1099,1,21.1880,1
2024-01-07 10:30:00,15.5514,1,5.1103,1,20.9685,1
2024-01-07 11:00:00,15.5532,1,5.1106,1,20.7325,1
2024-01-07 11:30:00,15.5550,1,5.1110,1,20.4840,1
2024-01-07 12:00:00,15.5567,1,5.1113,1,20.2273,1
2024-01-07 12:30:00,15.5585,1,5.1117,1,19.9667,1
2024-01-07 13:00:00,15.5603,1,5.1121,1,19.7067,1
2024-01-07 13:30:00,15.5621,1,5.1124,1,19.4517,1
2024-01-07 14:00:00,15.5639,1,5.1128,1,19.2060,1
2024-01-07 14:30:00,15.5656,1,5.1131,1,18.9738,1
2024-01-07 15:00:00,15.5674,1,5.1135,1,18.7591,1
2024-01-07 15:30:00,15.5692,1,5.1138,1,18.5655,1
2024-01-07 16:00:00,15.5710,1,5.1142,1,18.3963,1
2024-01-07 16:30:00,15.5727,1,5.1145,1,18.2544,1
2024-01-07 17:00:00,15.5745,1,5.1149,1,18.1422,1
2024-01-07 17:30:00,15.5763,1,5.1153,1,18.0616,1
2024-01-07 18:00:00,15.5781,1,5.1156,1,18.0140,1
2024-01-07 18:30:00,15.5798,1,5.1160,1,18.0002,1
2024-01-07 19:00:00,15.5816,1,5.1163,1,18.0204,1
2024-01-07 19:30:00,15.5834,1,5.1167,1,18.0742,1
2024-01-07 20:00:00,15.5852,1,5.1170,1,18.1609,1
2024-01-07 20:30:00,15.5869,1,5.1174,1,18.2788,1
2024-01-07 21:00:00,15.5887,1,5.1177,1,18.4261,1
2024-01-07 21:30:00,15.5905,1,5.1181,1,18.6001,1
2024-01-07 22:00:00,15.5923,1,5.1185,1,18.7979,1
2024-01-07 22:30:00,15.5940,1,5.1188,1,19.0162,1
2024-01-07 23:00:00,15.5958,1,5.1192,1,19.2512,1
2024-01-07 23:30:00,15.5976,1,5.1195,1,19.4990,1
2024-01-08 00:00:00,15.5994,1,5.1199,1,19.7553,1
2024-01-08 00:30:00,15.6011,1,5.1202,1,20.0157,1
2024-01-08 01:00:00,15.6029,1,5.1206,1,20.2759,1
2024-01-08 01:30:00,15.6047,1,5.1209,1,20.5314,1
2024-01-08 02:00:00,15.6065,1,5.1213,1,20.7779,1
2024-01-08 02:30:00,15.6082,1,5.1216,1,21.0111,1
2024-01-08 03:00:00,15.6100,1,5.1220,1,21.2271,1
2024-01-08 03:30:00,15.6118,1,5.1224,1,21.4222,1
2024-01-08 04:00:00,15.6136,1,5.1227,1,21.5932,1
2024-01-08 04:30:00,15.6153,1,5.1231,1,21.7370,1
2024-01-08 05:00:00,15.6171,1,5.1234,1,21.8512,1
2024-01-08 05:30:00,15.6189,1,5.1238,1,21.9340,1
2024-01-08 06:00:00,15.6207,1,5.1241,1,21.9839,1
2024-01-08 06:30:00,15.6224,1,5.1245,1,22.0000,1
2024-01-08 07:00:00,15.6242,1,5.1248,1,21.9821,1
2024-01-08 07:30:00,15.6260,1,5.1252,1,21.9304,1
2024-01-08 08:00:00,15.6278,1,5.1256,1,21.8459,1
2024-01-08 08:30:00,15.6295,1,5.1259,1,21.7300,1
2024-01-08 09:00:00,15.6313,1,5.1263,1,21.5847,1
2024-01-08 09:30:00,15.6331,1,5.1266,1,21.4124,1
2024-01-08 10:00:00,15.6349,1,5.1270,1,21.2160,1
2024-01-08 10:30:00,15.6366,1,5.1273,1,20.9990,1
2024-01-08 11:00:00,15.6384,1,5.1277,1,20.7650,1
2024-01-08 11:30:00,15.6402,1,5.1280,1,20.5180,1
2024-01-08 12:00:00,15.6420,1,5.1284,1,20.2621,1
2024-01-08 12:30:00,15.6437,1,5.1287,1,20.0018,1
2024-01-08 13:00:00,15.6455,1,5.1291,1,19.7414,1
2024-01-08 13:30:00,15.6473,1,5.1295,1,19.4855,1
2024-01-08 14:00:00,15.6490,1,5.1298,1,19.2383,1
2024-01-08 14:30:00,15.6508,1,5.1302,1,19.0041,1
2024-01-08 15:00:00,15.6526,1,5.1305,1,18.7868,1
2024-01-08 15:30:00,15.6544,1,5.1309,1,18.5902,1
2024-01-08 16:00:00,15.6561,1,5.1312,1,18.4175,1
2024-01-08 16:30:00,15.6579,1,5.1316,1,18.2718,1
2024-01-08 17:00:00,15.6597,1,5.1319,1,18.1555,1
2024-01-08 17:30:00,15.6615,1,5.1323,1,18.0705,1
2024-01-08 18:00:00,15.6632,1,5.1326,1,18.0184,1
2024-01-08 18:30:00,15.6650,1,5.1330,1,18.0000,1
2024-01-08 19:00:00,15.6668,1,5.1334,1,18.0157,1
2024-01-08 19:30:00,15.6685,1,5.1337,1,18.0651,1
2024-01-08 20:00:00,15.6703,1,5.1341,1,18.1474,1
2024-01-08 20:30:00,15.6721,1,5.1344,1,18.2613,1
2024-01-08 21:00:00,15.6739,1,5.1348,1,18.4047,1
2024-01-08 21:30:00,15.6756,1,5.1351,1,18.5753,1
2024-01-08 22:00:00,15.6774,1,5.1355,1,18.7701,1
2024-01-08 22:30:00,15.6792,1,5.1358,1,18.9858,1
2024-01-08 23:00:00,15.6809,1,5.1362,1,19.2188,1
2024-01-08 23:30:00,15.6827,1,5.1365,1,19.4651,1
2024-01-09 00:00:00,15.6845,1,5.1369,1,19.7205,1
2024-01-09 00:30:00,15.6863,1,5.1373,1,19.9807,1
2024-01-09 01:00:00,15.6880,1,5.1376,1,20.2412,1
2024-01-09 01:30:00,15.6898,1,5.1380,1,20.4975,1
2024-01-09 02:00:00,15.6916,1,5.1383,1,20.7455,1
2024-01-09 02:30:00,15.6933,1,5.1387,1,20.9807,1
2024-01-09 03:00:00,15.6951,1,5.1390,1,21.1992,1
2024-01-09 03:30:00,15.6969,1,5.1394,1,21.3974,1
2024-01-09 04:00:00,15.6987,1,5.1397,1,21.5717,1
2024-01-09 04:30:00,15.7004,1,5.1401,1,21.7193,1
2024-01-09 05:00:00,15.7022,1,5.1404,1,21.8377,1
2024-01-09 05:30:00,15.7040,1,5.1408,1,21.9248,1
2024-01-09 06:00:00,15.7057,1,5.1411,1,21.9791,1
2024-01-09 06:30:00,15.7075,1,5.1415,1,21.9998,1
2024-01-09 07:00:00,15.7093,1,5.1419,1,21.9864,1
2024-01-09 07:30:00,15.7111,1,5.1422,1,21.9393,1
2024-01-09 08:00:00,15.7128,1,5.1426,1,21.8591,1
2024-01-09 08:30:00,15.7146,1,5.1429,1,21.7473,1
2024-01-09 09:00:00,15.7164,1,5.1433,1,21.6058,1
2024-01-09 09:30:00,15.7181,1,5.1436,1,21.4370,1
2024-01-09 10:00:00,15.7199,1,5.1440,1,21.2437,1
2024-01-09 10:30:00,15.7217,1,5.1443,1,21.0292,1
2024-01-09 11:00:00,15.7234,1,5.1447,1,20.7973,1
2024-01-09 11:30:00,15.7252,1,5.1450,1,20.5517,1
2024-01-09 12:00:00,15.7270,1,5.1454,1,20.2968,1
