time,depth,sensor_id,TEMP,TEMP_QC,CNDC,CNDC_QC,PRES,PRES_QC
2024-01-01 08:00:00+00:00,400,SBE37SMP_400,10.0286,1.0000,2.0057,1.0000,10.0286,1.0000
2024-01-01 08:30:00+00:00,400,SBE37SMP_400,10.0304,1.0000,2.0061,1.0000,10.0304,1.0000
2024-01-01 09:00:00+00:00,400,SBE37SMP_400,10.0322,1.0000,2.0064,1.0000,10.0322,1.0000
2024-01-01 09:30:00+00:00,400,SBE37SMP_400,10.0340,1.0000,2.0068,1.0000,10.0340,1.0000
2024-01-01 10:00:00+00:00,400,SBE37SMP_400,10.0358,1.0000,2.0072,1.0000,10.0358,1.0000
2024-01-01 10:30:00+00:00,400,SBE37SMP_400,10.0376,1.0000,2.0075,1.0000,10.0376,1.0000
2024-01-01 11:00:00+00:00,400,SBE37SMP_400,10.0393,1.0000,2.0079,1.0000,10.0393,1.0000
2024-01-01 11:30:00+00:00,400,SBE37SMP_400,10.0411,1.0000,2.0082,1.0000,10.0411,1.0000
2024-01-01 12:00:00+00:00,400,SBE37SMP_400,10.0429,1.0000,2.0086,1.0000,10.0429,1.0000
2024-01-01 12:30:00+00:00,400,SBE37SMP_400,10.0447,1.0000,2.0089,1.0000,10.0447,1.0000
2024-01-01 13:00:00+00:00,400,SBE37SMP_400,10.0465,1.0000,2.0093,1.0000,10.0465,1.0000
2024-01-01 13:30:00+00:00,400,SBE37SMP_400,10.0483,1.0000,2.0097,1.0000,10.0483,1.0000
2024-01-01 14:00:00+00:00,400,SBE37SMP_400,10.0501,1.0000,2.0100,1.0000,10.0501,1.0000
2024-01-01 14:30:00+00:00,400,SBE37SMP_400,10.0519,1.0000,2.0104,1.0000,10.0519,1.0000
2024-01-01 15:00:00+00:00,400,SBE37SMP_400,10.0536,1.0000,2.0107,1.0000,10.0536,1.0000
2024-01-01 15:30:00+00:00,400,SBE37SMP_400,10.0554,1.0000,2.0111,1.0000,10.0554,1.0000
2024-01-01 16:00:00+00:00,400,SBE37SMP_400,10.0572,1.0000,2.0114,1.0000,10.0572,1.0000
2024-01-01 16:30:00+00:00,400,SBE37SMP_400,10.0590,1.0000,2.0118,1.0000,10.0590,1.0000
2024-01-01 17:00:00+00:00,400,SBE37SMP_400,10.0608,1.0000,2.0122,1.0000,10.0608,1.0000
2024-01-01 17:30:00+00:00,400,SBE37SMP_400,10.0626,1.0000,2.0125,1.0000,10.0626,1.0000
2024-01-01 18:00:00+00:00,400,SBE37SMP_400,10.0644,1.0000,2.0129,1.0000,10.0644,1.0000
2024-01-01 18:30:00+00:00,400,SBE37SMP_400,10.0662,1.0000,2.0132,1.0000,10.0662,1.0000
2024-01-01 19:00:00+00:00,400,SBE37SMP_400,10.0680,1.0000,2.0136,1.0000,10.0680,1.0000
2024-01-01 19:30:00+00:00,400,SBE37SMP_400,10.0697,1.0000,2.0139,1.0000,10.0697,1.0000
2024-01-01 20:00:00+00:00,400,SBE37SMP_400,10.0715,1.0000,2.0143,1.0000,10.0715,1.0000
2024-01-01 20:30:00+00:00,400,SBE37SMP_400,10.0733,1.0000,2.0147,1.0000,10.0733,1.0000
2024-01-01 21:00:00+00:00,400,SBE37SMP_400,10.0751,1.0000,2.0150,1.0000,10.0751,1.0000
2024-01-01 21:30:00+00:00,400,SBE37SMP_400,10.0769,1.0000,2.0154,1.0000,10.0769,1.0000
2024-01-01 22:00:00+00:00,400,SBE37SMP_400,10.0787,1.0000,2.0157,1.0000,10.0787,1.0000
2024-01-01 22:30:00+00:00,400,SBE37SMP_400,10.0805,1.0000,2.0161,1.0000,10.0805,1.0000
2024-01-01 23:00:00+00:00,400,SBE37SMP_400,10.0823,1.0000,2.0165,1.0000,10.0823,1.0000
2024-01-01 23:30:00+00:00,400,SBE37SMP_400,10.0840,1.0000,2.0168,1.0000,10.0840,1.0000
2024-01-02 00:00:00+00:00,400,SBE37SMP_400,10.0858,1.0000,2.0172,1.0000,10.0858,1.0000
2024-01-02 00:30:00+00:00,400,SBE37SMP_400,10.0876,1.0000,2.0175,1.0000,10.0876,1.0000
2024-01-02 01:00:00+00:00,400,SBE37SMP_400,10.0894,1.0000,2.0179,1.0000,10.0894,1.0000
2024-01-02 01:30:00+00:00,400,SBE37SMP_400,10.0912,1.0000,2.0182,1.0000,10.0912,1.0000
2024-01-02 02:00:00+00:00,400,SBE37SMP_400,10.0930,1.0000,2.0186,1.0000,10.0930,1.0000
2024-01-02 02:30:00+00:00,400,SBE37SMP_400,10.0948,1.0000,2.0190,1.0000,10.0948,1.0000
2024-01-02 03:00:00+00:00,400,SBE37SMP_400,10.0966,1.0000,2.0193,1.0000,10.0966,1.0000
2024-01-02 03:30:00+00:00,400,SBE37SMP_400,10.0983,1.0000,2.0197,1.0000,10.0983,1.0000
2024-01-02 04:00:00+00:00,400,SBE37SMP_400,10.1001,1.0000,2.0200,1.0000,10.1001,1.0000
2024-01-02 04:30:00+00:00,400,SBE37SMP_400,10.1019,1.0000,2.0204,1.0000,10.1019,1.0000
2024-01-02 05:00:00+00:00,400,SBE37SMP_400,10.1037,1.0000,2.0207,1.0000,10.1037,1.0000
2024-01-02 05:30:00+00:00,400,SBE37SMP_400,10.1055,1.0000,2.0211,1.0000,10.1055,1.0000
2024-01-02 06:00:00+00:00,400,SBE37SMP_400,10.1073,1.0000,2.0215,1.0000,10.1073,1.0000
2024-01-02 06:30:00+00:00,400,SBE37SMP_400,10.1091,1.0000,2.0218,1.0000,10.1091,1.0000
2024-01-02 07:00:00+00:00,400,SBE37SMP_400,10.1109,1.0000,2.0222,1.0000,10.1109,1.0000
2024-01-02 07:30:00+00:00,400,SBE37SMP_400,10.1127,1.0000,2.0225,1.0000,10.1127,1.0000
2024-01-02 08:00:00+00:00,400,SBE37SMP_400,10.1144,1.0000,2.0229,1.0000,10.1144,1.0000
2024-01-02 08:30:00+00:00,400,SBE37SMP_400,10.1162,1.0000,2.0232,1.0000,10.1162,1.0000
2024-01-02 09:00:00+00:00,400,SBE37SMP_400,10.1180,1.0000,2.0236,1.0000,10.1180,1.0000
2024-01-02 09:30:00+00:00,400,SBE37SMP_400,10.1198,1.0000,2.0240,1.0000,10.1198,1.0000
2024-01-02 10:00:00+00:00,400,SBE37SMP_400,10.1216,1.0000,2.0243,1.0000,10.1216,1.0000
2024-01-02 10:30:00+00:00,400,SBE37SMP_400,10.1234,1.0000,2.0247,1.0000,10.1234,1.0000
2024-01-02 11:00:00+00:00,400,SBE37SMP_400,10.1252,1.0000,2.0250,1.0000,10.1252,1.0000
2024-01-02 11:30:00+00:00,400,SBE37SMP_400,10.1270,1.0000,2.0254,1.0000,10.1270,1.0000
2024-01-02 12:00:00+00:00,400,SBE37SMP_400,10.1287,1.0000,2.0257,1.0000,10.1287,1.0000
2024-01-02 12:30:00+00:00,400,SBE37SMP_400,10.1305,1.0000,2.0261,1.0000,10.1305,1.0000
2024-01-02 13:00:00+00:00,400,SBE37SMP_400,10.1323,1.0000,2.0265,1.0000,10.1323,1.0000
2024-01-02 13:30:00+00:00,400,SBE37SMP_400,10.1341,1.0000,2.0268,1.0000,10.1341,1.0000
2024-01-02 14:00:00+00:00,400,SBE37SMP_400,10.1359,1.0000,2.0272,1.0000,10.1359,1.0000
2024-01-02 14:30:00+00:00,400,SBE37SMP_400,10.1377,1.0000,2.0275,1.0000,10.1377,1.0000
2024-01-02 15:00:00+00:00,400,SBE37SMP_400,10.1395,1.0000,2.0279,1.0000,10.1395,1.0000
2024-01-02 15:30:00+00:00,400,SBE37SMP_400,10.1413,1.0000,2.0283,1.0000,10.1413,1.0000
2024-01-02 16:00:00+00:00,400,SBE37SMP_400,10.1430,1.0000,2.0286,1.0000,10.1430,1.0000
2024-01-02 16:30:00+00:00,400,SBE37SMP_400,10.1448,1.0000,2.0290,1.0000,10.1448,1.0000
2024-01-02 17:00:00+00:00,400,SBE37SMP_400,10.1466,1.0000,2.0293,1.0000,10.1466,1.0000
2024-01-02 17:30:00+00:00,400,SBE37SMP_400,10.1484,1.0000,2.0297,1.0000,10.1484,1.0000
2024-01-02 18:00:00+00:00,400,SBE37SMP_400,10.1502,1.0000,2.0300,1.0000,10.1502,1.0000
2024-01-02 18:30:00+00:00,400,SBE37SMP_400,10.1520,1.0000,2.0304,1.0000,10.1520,1.0000
2024-01-02 19:00:00+00:00,400,SBE37SMP_400,10.1538,1.0000,2.0308,1.0000,10.1538,1.0000
2024-01-02 19:30:00+00:00,400,SBE37SMP_400,10.1556,1.0000,2.0311,1.0000,10.1556,1.0000
2024-01-02 20:00:00+00:00,400,SBE37SMP_400,10.1573,1.0000,2.0315,1.0000,10.1573,1.0000
2024-01-02 20:30:00+00:00,400,SBE37SMP_400,10.1591,1.0000,2.0318,1.0000,10.1591,1.0000
2024-01-02 21:00:00+00:00,400,SBE37SMP_400,10.1609,1.0000,2.0322,1.0000,10.1609,1.0000
2024-01-02 21:30:00+00:00,400,SBE37SMP_400,10.1627,1.0000,2.0325,1.0000,10.1627,1.0000
2024-01-02 22:00:00+00:00,400,SBE37SMP_400,10.1645,1.0000,2.0329,1.0000,10.1645,1.0000
2024-01-02 22:30:00+00:00,400,SBE37SMP_400,10.1663,1.0000,2.0333,1.0000,10.1663,1.0000
2024-01-02 23:00:00+00:00,400,SBE37SMP_400,10.1681,1.0000,2.0336,1.0000,10.1681,1.0000
2024-01-02 23:30:00+00:00,400,SBE37SMP_400,10.1699,1.0000,2.0340,1.0000,10.1699,1.0000
2024-01-03 00:00:00+00:00,400,SBE37SMP_400,10.1716,1.0000,2.0343,1.0000,10.1716,1.0000
2024-01-03 00:30:00+00:00,400,SBE37SMP_400,10.1734,1.0000,2.0347,1.0000,10.1734,1.0000
2024-01-03 01:00:00+00:00,400,SBE37SMP_400,10.1752,1.0000,2.0350,1.0000,10.1752,1.0000
2024-01-03 01:30:00+00:00,400,SBE37SMP_400,10.1770,1.0000,2.0354,1.0000,10.1770,1.0000
2024-01-03 02:00:00+00:00,400,SBE37SMP_400,10.1788,1.0000,2.0358,1.0000,10.1788,1.0000
2024-01-03 02:30:00+00:00,400,SBE37SMP_400,10.1806,1.0000,2.0361,1.0000,10.1806,1.0000
2024-01-03 03:00:00+00:00,400,SBE37SMP_400,10.1824,1.0000,2.0365,1.0000,10.1824,1.0000
2024-01-03 03:30:00+00:00,400,SBE37SMP_400,10.1841,1.0000,2.0368,1.0000,10.1841,1.0000
2024-01-03 04:00:00+00:00,400,SBE37SMP_400,10.1859,1.0000,2.0372,1.0000,10.1859,1.0000
2024-01-03 04:30:00+00:00,400,SBE37SMP_400,10.1877,1.0000,2.0375,1.0000,10.1877,1.0000
2024-01-03 05:00:00+00:00,400,SBE37SMP_400,10.1895,1.0000,2.0379,1.0000,10.1895,1.0000
2024-01-03 05:30:00+00:00,400,SBE37SMP_400,10.1913,1.0000,2.0383,1.0000,10.1913,1.0000
2024-01-03 06:00:00+00:00,400,SBE37SMP_400,10.1931,1.0000,2.0386,1.0000,10.1931,1.0000
2024-01-03 06:30:00+00:00,400,SBE37SMP_400,10.1949,1.0000,2.0390,1.0000,10.1949,1.0000
2024-01-03 07:00:00+00:00,400,SBE37SMP_400,10.1967,1.0000,2.0393,1.0000,10.1967,1.0000
2024-01-03 07:30:00+00:00,400,SBE37SMP_400,10.1984,1.0000,2.0397,1.0000,10.1984,1.0000
2024-01-03 08:00:00+00:00,400,SBE37SMP_400,10.2002,1.0000,2.0400,1.0000,10.2002,1.0000
2024-01-03 08:30:00+00:00,400,SBE37SMP_400,10.2020,1.0000,2.0404,1.0000,10.2020,1.0000
2024-01-03 09:00:00+00:00,400,SBE37SMP_400,10.2038,1.0000,2.0408,1.0000,10.2038,1.0000
2024-01-03 09:30:00+00:00,400,SBE37SMP_400,10.2056,1.0000,2.0411,1.0000,10.2056,1.0000
2024-01-03 10:00:00+00:00,400,SBE37SMP_400,10.2074,1.0000,2.0415,1.0000,10.2074,1.0000
2024-01-03 10:30:00+00:00,400,SBE37SMP_400,10.2092,1.0000,2.0418,1.0000,10.2092,1.0000
2024-01-03 11:00:00+00:00,400,SBE37SMP_400,10.2110,1.0000,2.0422,1.0000,10.2110,1.0000
2024-01-03 11:30:00+00:00,400,SBE37SMP_400,10.2127,1.0000,2.0425,1.0000,10.2127,1.0000
2024-01-03 12:00:00+00:00,400,SBE37SMP_400,10.2145,1.0000,2.0429,1.0000,10.2145,1.0000
2024-01-03 12:30:00+00:00,400,SBE37SMP_400,10.2163,1.0000,2.0433,1.0000,10.2163,1.0000
2024-01-03 13:00:00+00:00,400,SBE37SMP_400,10.2181,1.0000,2.0436,1.0000,10.2181,1.0000
2024-01-03 13:30:00+00:00,400,SBE37SMP_400,10.2199,1.0000,2.0440,1.0000,10.2199,1.0000
2024-01-03 14:00:00+00:00,400,SBE37SMP_400,10.2217,1.0000,2.0443,1.0000,10.2217,1.0000
2024-01-03 14:30:00+00:00,400,SBE37SMP_400,10.2235,1.0000,2.0447,1.0000,10.2235,1.0000
2024-01-03 15:00:00+00:00,400,SBE37SMP_400,10.2252,1.0000,2.0450,1.0000,10.2252,1.0000
2024-01-03 15:30:00+00:00,400,SBE37SMP_400,10.2270,1.0000,2.0454,1.0000,10.2270,1.0000
2024-01-03 16:00:00+00:00,400,SBE37SMP_400,10.2288,1.0000,2.0458,1.0000,10.2288,1.0000
2024-01-03 16:30:00+00:00,400,SBE37SMP_400,10.2306,1.0000,2.0461,1.0000,10.2306,1.0000
2024-01-03 17:00:00+00:00,400,SBE37SMP_400,10.2324,1.0000,2.0465,1.0000,10.2324,1.0000
2024-01-03 17:30:00+00:00,400,SBE37SMP_400,10.2342,1.0000,2.0468,1.0000,10.2342,1.0000
2024-01-03 18:00:00+00:00,400,SBE37SMP_400,10.2360,1.0000,2.0472,1.0000,10.2360,1.0000
2024-01-03 18:30:00+00:00,400,SBE37SMP_400,10.2377,1.0000,2.0475,1.0000,10.2377,1.0000
2024-01-03 19:00:00+00:00,400,SBE37SMP_400,10.2395,1.0000,2.0479,1.0000,10.2395,1.0000
2024-01-03 19:30:00+00:00,400,SBE37SMP_400,10.2413,1.0000,2.0483,1.0000,10.2413,1.0000
2024-01-03 20:00:00+00:00,400,SBE37SMP_400,10.2431,1.0000,2.0486,1.0000,10.2431,1.0000
2024-01-03 20:30:00+00:00,400,SBE37SMP_400,10.2449,1.0000,2.0490,1.0000,10.2449,1.0000
2024-01-03 21:00:00+00:00,400,SBE37SMP_400,10.2467,1.0000,2.0493,1.0000,10.2467,1.0000
2024-01-03 21:30:00+00:00,400,SBE37SMP_400,10.2485,1.0000,2.0497,1.0000,10.2485,1.0000
2024-01-03 22:00:00+00:00,400,SBE37SMP_400,10.2503,1.0000,2.0501,1.0000,10.2503,1.0000
2024-01-03 22:30:00+00:00,400,SBE37SMP_400,10.2520,1.0000,2.0504,1.0000,10.2520,1.0000
2024-01-03 23:00:00+00:00,400,SBE37SMP_400,10.2538,1.0000,2.0508,1.0000,10.2538,1.0000
2024-01-03 23:30:00+00:00,400,SBE37SMP_400,10.2556,1.0000,2.0511,1.0000,10.2556,1.0000
2024-01-04 00:00:00+00:00,400,SBE37SMP_400,10.2574,1.0000,2.0515,1.0000,10.2574,1.0000
2024-01-04 00:30:00+00:00,400,SBE37SMP_400,10.2592,1.0000,2.0518,1.0000,10.2592,1.0000
2024-01-04 01:00:00+00:00,400,SBE37SMP_400,10.2610,1.0000,2.0522,1.0000,10.2610,1.0000
2024-01-04 01:30:00+00:00,400,SBE37SMP_400,10.2628,1.0000,2.0526,1.0000,10.2628,1.0000
2024-01-04 02:00:00+00:00,400,SBE37SMP_400,10.2645,1.0000,2.0529,1.0000,10.2645,1.0000
2024-01-04 02:30:00+00:00,400,SBE37SMP_400,10.2663,1.0000,2.0533,1.0000,10.2663,1.0000
2024-01-04 03:00:00+00:00,400,SBE37SMP_400,10.2681,1.0000,2.0536,1.0000,10.2681,1.0000
2024-01-04 03:30:00+00:00,400,SBE37SMP_400,10.2699,1.0000,2.0540,1.0000,10.2699,1.0000
2024-01-04 04:00:00+00:00,400,SBE37SMP_400,10.2717,1.0000,2.0543,1.0000,10.2717,1.0000
2024-01-04 04:30:00+00:00,400,SBE37SMP_400,10.2735,1.0000,2.0547,1.0000,10.2735,1.0000
2024-01-04 05:00:00+00:00,400,SBE37SMP_400,10.2753,1.0000,2.0551,1.0000,10.2753,1.0000
2024-01-04 05:30:00+00:00,400,SBE37SMP_400,10.2770,1.0000,2.0554,1.0000,10.2770,1.0000
2024-01-04 06:00:00+00:00,400,SBE37SMP_400,10.2788,1.0000,2.0558,1.0000,10.2788,1.0000
2024-01-04 06:30:00+00:00,400,SBE37SMP_400,10.2806,1.0000,2.0561,1.0000,10.2806,1.0000
2024-01-04 07:00:00+00:00,400,SBE37SMP_400,10.2824,1.0000,2.0565,1.0000,10.2824,1.0000
2024-01-04 07:30:00+00:00,400,SBE37SMP_400,10.2842,1.0000,2.0568,1.0000,10.2842,1.0000
2024-01-04 08:00:00+00:00,400,SBE37SMP_400,10.2860,1.0000,2.0572,1.0000,10.2860,1.0000
2024-01-04 08:30:00+00:00,400,SBE37SMP_400,10.2877,1.0000,2.0575,1.0000,10.2877,1.0000
2024-01-04 09:00:00+00:00,400,SBE37SMP_400,10.2895,1.0000,2.0579,1.0000,10.2895,1.0000
2024-01-04 09:30:00+00:00,400,SBE37SMP_400,10.2913,1.0000,2.0583,1.0000,10.2913,1.0000
2024-01-04 10:00:00+00:00,400,SBE37SMP_400,10.2931,1.0000,2.0586,1.0000,10.2931,1.0000
2024-01-04 10:30:00+00:00,400,SBE37SMP_400,10.2949,1.0000,2.0590,1.0000,10.2949,1.0000
2024-01-04 11:00:00+00:00,400,SBE37SMP_400,10.2967,1.0000,2.0593,1.0000,10.2967,1.0000
2024-01-04 11:30:00+00:00,400,SBE37SMP_400,10.2985,1.0000,2.0597,1.0000,10.2985,1.0000
2024-01-04 12:00:00+00:00,400,SBE37SMP_400,10.3002,1.0000,2.0600,1.0000,10.3002,1.0000
2024-01-04 12:30:00+00:00,400,SBE37SMP_400,10.3020,1.0000,2.0604,1.0000,10.3020,1.0000
2024-01-04 13:00:00+00:00,400,SBE37SMP_400,10.3038,1.0000,2.0608,1.0000,10.3038,1.0000
2024-01-04 13:30:00+00:00,400,SBE37SMP_400,10.3056,1.0000,2.0611,1.0000,10.3056,1.0000
2024-01-04 14:00:00+00:00,400,SBE37SMP_400,10.3074,1.0000,2.0615,1.0000,10.3074,1.0000
2024-01-04 14:30:00+00:00,400,SBE37SMP_400,10.3092,1.0000,2.0618,1.0000,10.3092,1.0000
2024-01-04 15:00:00+00:00,400,SBE37SMP_400,10.3110,1.0000,2.0622,1.0000,10.3110,1.0000
2024-01-04 15:30:00+00:00,400,SBE37SMP_400,10.3127,1.0000,2.0625,1.0000,10.3127,1.0000
2024-01-04 16:00:00+00:00,400,SBE37SMP_400,10.3145,1.0000,2.0629,1.0000,10.3145,1.0000
2024-01-04 16:30:00+00:00,400,SBE37SMP_400,10.3163,1.0000,2.0633,1.0000,10.3163,1.0000
2024-01-04 17:00:00+00:00,400,SBE37SMP_400,10.3181,1.0000,2.0636,1.0000,10.3181,1.0000
2024-01-04 17:30:00+00:00,400,SBE37SMP_400,10.3199,1.0000,2.0640,1.0000,10.3199,1.0000
2024-01-04 18:00:00+00:00,400,SBE37SMP_400,10.3217,1.0000,2.0643,1.0000,10.3217,1.0000
2024-01-04 18:30:00+00:00,400,SBE37SMP_400,10.3234,1.0000,2.0647,1.0000,10.3234,1.0000
2024-01-04 19:00:00+00:00,400,SBE37SMP_400,10.3252,1.0000,2.0650,1.0000,10.3252,1.0000
2024-01-04 19:30:00+00:00,400,SBE37SMP_400,10.3270,1.0000,2.0654,1.0000,10.3270,1.0000
2024-01-04 20:00:00+00:00,400,SBE37SMP_400,10.3288,1.0000,2.0658,1.0000,10.3288,1.0000
2024-01-04 20:30:00+00:00,400,SBE37SMP_400,10.3306,1.0000,2.0661,1.0000,10.3306,1.0000
2024-01-04 21:00:00+00:00,400,SBE37SMP_400,10.3324,1.0000,2.0665,1.0000,10.3324,1.0000
2024-01-04 21:30:00+00:00,400,SBE37SMP_400,10.3342,1.0000,2.0668,1.0000,10.3342,1.0000
2024-01-04 22:00:00+00:00,400,SBE37SMP_400,10.3359,1.0000,2.0672,1.0000,10.3359,1.0000
2024-01-04 22:30:00+00:00,400,SBE37SMP_400,10.3377,1.0000,2.0675,1.0000,10.3377,1.0000
2024-01-04 23:00:00+00:00,400,SBE37SMP_400,10.3395,1.0000,2.0679,1.0000,10.3395,1.0000
2024-01-04 23:30:00+00:00,400,SBE37SMP_400,10.3413,1.0000,2.0683,1.0000,10.3413,1.0000
2024-01-05 00:00:00+00:00,400,SBE37SMP_400,10.3431,1.0000,2.0686,1.0000,10.3431,1.0000
2024-01-05 00:30:00+00:00,400,SBE37SMP_400,10.3449,1.0000,2.0690,1.0000,10.3449,1.0000
2024-01-05 01:00:00+00:00,400,SBE37SMP_400,10.3466,1.0000,2.0693,1.0000,10.3466,1.0000
2024-01-05 01:30:00+00:00,400,SBE37SMP_400,10.3484,1.0000,2.0697,1.0000,10.3484,1.0000
2024-01-05 02:00:00+00:00,400,SBE37SMP_400,10.3502,1.0000,2.0700,1.0000,10.3502,1.0000
2024-01-05 02:30:00+00:00,400,SBE37SMP_400,10.3520,1.0000,2.0704,1.0000,10.3520,1.0000
2024-01-05 03:00:00+00:00,400,SBE37SMP_400,10.3538,1.0000,2.0708,1.0000,10.3538,1.0000
2024-01-05 03:30:00+00:00,400,SBE37SMP_400,10.3556,1.0000,2.0711,1.0000,10.3556,1.0000
2024-01-05 04:00:00+00:00,400,SBE37SMP_400,10.3573,1.0000,2.0715,1.0000,10.3573,1.0000
2024-01-05 04:30:00+00:00,400,SBE37SMP_400,10.3591,1.0000,2.0718,1.0000,10.3591,1.0000
2024-01-05 05:00:00+00:00,400,SBE37SMP_400,10.3609,1.0000,2.0722,1.0000,10.3609,1.0000
2024-01-05 05:30:00+00:00,400,SBE37SMP_400,10.3627,1.0000,2.0725,1.0000,10.3627,1.0000
2024-01-05 06:00:00+00:00,400,SBE37SMP_400,10.3645,1.0000,2.0729,1.0000,10.3645,1.0000
2024-01-05 06:30:00+00:00,400,SBE37SMP_400,10.3663,1.0000,2.0733,1.0000,10.3663,1.0000
2024-01-05 07:00:00+00:00,400,SBE37SMP_400,10.3680,1.0000,2.0736,1.0000,10.3680,1.0000
2024-01-05 07:30:00+00:00,400,SBE37SMP_400,10.3698,1.0000,2.0740,1.0000,10.3698,1.0000
2024-01-05 08:00:00+00:00,400,SBE37SMP_400,10.3716,1.0000,2.0743,1.0000,10.3716,1.0000
2024-01-05 08:30:00+00:00,400,SBE37SMP_400,10.3734,1.0000,2.0747,1.0000,10.3734,1.0000
2024-01-05 09:00:00+00:00,400,SBE37SMP_400,10.3752,1.0000,2.0750,1.0000,10.3752,1.0000
2024-01-05 09:30:00+00:00,400,SBE37SMP_400,10.3770,1.0000,2.0754,1.0000,10.3770,1.0000
2024-01-05 10:00:00+00:00,400,SBE37SMP_400,10.3787,1.0000,2.0757,1.0000,10.3787,1.0000
2024-01-05 10:30:00+00:00,400,SBE37SMP_400,10.3805,1.0000,2.0761,1.0000,10.3805,1.0000
2024-01-05 11:00:00+00:00,400,SBE37SMP_400,10.3823,1.0000,2.0765,1.0000,10.3823,1.0000
2024-01-05 11:30:00+00:00,400,SBE37SMP_400,10.3841,1.0000,2.0768,1.0000,10.3841,1.0000
2024-01-05 12:00:00+00:00,400,SBE37SMP_400,10.3859,1.0000,2.0772,1.0000,10.3859,1.0000
2024-01-05 12:30:00+00:00,400,SBE37SMP_400,10.3877,1.0000,2.0775,1.0000,10.3877,1.0000
2024-01-05 13:00:00+00:00,400,SBE37SMP_400,10.3894,1.0000,2.0779,1.0000,10.3894,1.0000
2024-01-05 13:30:00+00:00,400,SBE37SMP_400,10.3912,1.0000,2.0782,1.0000,10.3912,1.0000
2024-01-05 14:00:00+00:00,400,SBE37SMP_400,10.3930,1.0000,2.0786,1.0000,10.3930,1.0000
2024-01-05 14:30:00+00:00,400,SBE37SMP_400,10.3948,1.0000,2.0790,1.0000,10.3948,1.0000
2024-01-05 15:00:00+00:00,400,SBE37SMP_400,10.3966,1.0000,2.0793,1.0000,10.3966,1.0000
2024-01-05 15:30:00+00:00,400,SBE37SMP_400,10.3984,1.0000,2.0797,1.0000,10.3984,1.0000
2024-01-05 16:00:00+00:00,400,SBE37SMP_400,10.4001,1.0000,2.0800,1.0000,10.4001,1.0000
2024-01-05 16:30:00+00:00,400,SBE37SMP_400,10.4019,1.0000,2.0804,1.0000,10.4019,1.0000
2024-01-05 17:00:00+00:00,400,SBE37SMP_400,10.4037,1.0000,2.0807,1.0000,10.4037,1.0000
2024-01-05 17:30:00+00:00,400,SBE37SMP_400,10.4055,1.0000,2.0811,1.0000,10.4055,1.0000
2024-01-05 18:00:00+00:00,400,SBE37SMP_400,10.4073,1.0000,2.0815,1.0000,10.4073,1.0000
2024-01-05 18:30:00+00:00,400,SBE37SMP_400,10.4091,1.0000,2.0818,1.0000,10.4091,1.0000
2024-01-05 19:00:00+00:00,400,SBE37SMP_400,10.4108,1.0000,2.0822,1.0000,10.4108,1.0000
2024-01-05 19:30:00+00:00,400,SBE37SMP_400,10.4126,1.0000,2.0825,1.0000,10.4126,1.0000
2024-01-05 20:00:00+00:00,400,SBE37SMP_400,10.4144,1.0000,2.0829,1.0000,10.4144,1.0000
2024-01-05 20:30:00+00:00,400,SBE37SMP_400,10.4162,1.0000,2.0832,1.0000,10.4162,1.0000
2024-01-05 21:00:00+00:00,400,SBE37SMP_400,10.4180,1.0000,2.0836,1.0000,10.4180,1.0000
