time,depth,sensor_id,TEMP,TEMP_QC,CNDC,CNDC_QC,PSAL,PSAL_QC
2024-01-02 01:00:00,10.0000,SBE16_SN57353_6479,20.0894,1,5.0179,1,37.0179,1
2024-01-02 01:30:00,10.0000,SBE16_SN57353_6479,20.0912,1,5.0182,1,37.0182,1
2024-01-02 02:00:00,10.0000,SBE16_SN57353_6479,20.0930,1,5.0186,1,37.0186,1
2024-01-02 02:30:00,10.0000,SBE16_SN57353_6479,20.0948,1,5.0190,1,37.0190,1
2024-01-02 03:00:00,10.0000,SBE16_SN57353_6479,20.0966,1,5.0193,1,37.0193,1
2024-01-02 03:30:00,10.0000,SBE16_SN57353_6479,20.0983,1,5.0197,1,37.0197,1
2024-01-02 04:00:00,10.0000,SBE16_SN57353_6479,20.1001,1,5.0200,1,37.0200,1
2024-01-02 04:30:00,10.0000,SBE16_SN57353_6479,20.1019,1,5.0204,1,37.0204,1
2024-01-02 05:00:00,10.0000,SBE16_SN57353_6479,20.1037,1,5.0207,1,37.0207,1
2024-01-02 05:30:00,10.0000,SBE16_SN57353_6479,20.1055,1,5.0211,1,37.0211,1
2024-01-02 06:00:00,10.0000,SBE16_SN57353_6479,20.1073,1,5.0215,1,37.0215,1
2024-01-02 06:30:00,10.0000,SBE16_SN57353_6479,20.1091,1,5.0218,1,37.0218,1
2024-01-02 07:00:00,10.0000,SBE16_SN57353_6479,20.1109,1,5.0222,1,37.0222,1
2024-01-02 07:30:00,10.0000,SBE16_SN57353_6479,20.1126,1,5.0225,1,37.0225,1
2024-01-02 08:00:00,10.0000,SBE16_SN57353_6479,20.1144,1,5.0229,1,37.0229,1
2024-01-02 08:30:00,10.0000,SBE16_SN57353_6479,20.1162,1,5.0232,1,37.0232,1
2024-01-02 09:00:00,10.0000,SBE16_SN57353_6479,20.1180,1,5.0236,1,37.0236,1
2024-01-02 09:30:00,10.0000,SBE16_SN57353_6479,20.1198,1,5.0240,1,37.0240,1
2024-01-02 10:00:00,10.0000,SBE16_SN57353_6479,20.1216,1,5.0243,1,37.0243,1
2024-01-02 10:30:00,10.0000,SBE16_SN57353_6479,20.1234,1,5.0247,1,37.0247,1
2024-01-02 11:00:00,10.0000,SBE16_SN57353_6479,20.1252,1,5.0250,1,37.0250,1
2024-01-02 11:30:00,10.0000,SBE16_SN57353_6479,20.1269,1,5.0254,1,37.0254,1
2024-01-02 12:00:00,10.0000,SBE16_SN57353_6479,20.1287,1,5.0257,1,37.0257,1
2024-01-02 12:30:00,10.0000,SBE16_SN57353_6479,20.1305,1,5.0261,1,37.0261,1
2024-01-02 13:00:00,10.0000,SBE16_SN57353_6479,20.1323,1,5.0265,1,37.0265,1
2024-01-02 13:30:00,10.0000,SBE16_SN57353_6479,20.1341,1,5.0268,1,37.0268,1
2024-01-02 14:00:00,10.0000,SBE16_SN57353_6479,20.1359,1,5.0272,1,37.0272,1
2024-01-02 14:30:00,10.0000,SBE16_SN57353_6479,20.1377,1,5.0275,1,37.0275,1
2024-01-02 15:00:00,10.0000,SBE16_SN57353_6479,20.1395,1,5.0279,1,37.0279,1
2024-01-02 15:30:00,10.0000,SBE16_SN57353_6479,20.1412,1,5.0282,1,37.0282,1
2024-01-02 16:00:00,10.0000,SBE16_SN57353_6479,20.1430,1,5.0286,1,37.0286,1
2024-01-02 16:30:00,10.0000,SBE16_SN57353_6479,20.1448,1,5.0290,1,37.0290,1
2024-01-02 17:00:00,10.0000,SBE16_SN57353_6479,20.1466,1,5.0293,1,37.0293,1
2024-01-02 17:30:00,10.0000,SBE16_SN57353_6479,20.1484,1,5.0297,1,37.0297,1
2024-01-02 18:00:00,10.0000,SBE16_SN57353_6479,20.1502,1,5.0300,1,37.0300,1
2024-01-02 18:30:00,10.0000,SBE16_SN57353_6479,20.1520,1,5.0304,1,37.0304,1
2024-01-02 19:00:00,10.0000,SBE16_SN57353_6479,20.1538,1,5.0308,1,37.0308,1
2024-01-02 19:30:00,10.0000,SBE16_SN57353_6479,20.1555,1,5.0311,1,37.0311,1
2024-01-02 20:00:00,10.0000,SBE16_SN57353_6479,20.1573,1,5.0315,1,37.0315,1
2024-01-02 20:30:00,10.0000,SBE16_SN57353_6479,20.1591,1,5.0318,1,37.0318,1
2024-01-02 21:00:00,10.0000,SBE16_SN57353_6479,20.1609,1,5.0322,1,37.0322,1
2024-01-02 21:30:00,10.0000,SBE16_SN57353_6479,20.1627,1,5.0325,1,37.0325,1
2024-01-02 22:00:00,10.0000,SBE16_SN57353_6479,20.1645,1,5.0329,1,37.0329,1
2024-01-02 22:30:00,10.0000,SBE16_SN57353_6479,20.1663,1,5.0333,1,37.0333,1
2024-01-02 23:00:00,10.0000,SBE16_SN57353_6479,20.1681,1,5.0336,1,37.0336,1
2024-01-02 23:30:00,10.0000,SBE16_SN57353_6479,20.1698,1,5.0340,1,37.0340,1
2024-01-03 00:00:00,10.0000,SBE16_SN57353_6479,20.1716,1,5.0343,1,37.0343,1
2024-01-03 00:30:00,10.0000,SBE16_SN57353_6479,20.1734,1,5.0347,1,37.0347,1
2024-01-03 01:00:00,10.0000,SBE16_SN57353_6479,20.1752,1,5.0350,1,37.0350,1
2024-01-03 01:30:00,10.0000,SBE16_SN57353_6479,20.1770,1,5.0354,1,37.0354,1
2024-01-03 02:00:00,10.0000,SBE16_SN57353_6479,20.1788,1,5.0358,1,37.0358,1
2024-01-03 02:30:00,10.0000,SBE16_SN57353_6479,20.1806,1,5.0361,1,37.0361,1
2024-01-03 03:00:00,10.0000,SBE16_SN57353_6479,20.1824,1,5.0365,1,37.0365,1
2024-01-03 03:30:00,10.0000,SBE16_SN57353_6479,20.1841,1,5.0368,1,37.0368,1
2024-01-03 04:00:00,10.0000,SBE16_SN57353_6479,20.1859,1,5.0372,1,37.0372,1
2024-01-03 04:30:00,10.0000,SBE16_SN57353_6479,20.1877,1,5.0375,1,37.0375,1
2024-01-03 05:00:00,10.0000,SBE16_SN57353_6479,20.1895,1,5.0379,1,37.0379,1
2024-01-03 05:30:00,10.0000,SBE16_SN57353_6479,20.1913,1,5.0383,1,37.0383,1
2024-01-03 06:00:00,10.0000,SBE16_SN57353_6479,20.1931,1,5.0386,1,37.0386,1
2024-01-03 06:30:00,10.0000,SBE16_SN57353_6479,20.1949,1,5.0390,1,37.0390,1
2024-01-03 07:00:00,10.0000,SBE16_SN57353_6479,20.1966,1,5.0393,1,37.0393,1
2024-01-03 07:30:00,10.0000,SBE16_SN57353_6479,20.1984,1,5.0397,1,37.0397,1
2024-01-03 08:00:00,10.0000,SBE16_SN57353_6479,20.2002,1,5.0400,1,37.0400,1
2024-01-03 08:30:00,10.0000,SBE16_SN57353_6479,20.2020,1,5.0404,1,37.0404,1
2024-01-03 09:00:00,10.0000,SBE16_SN57353_6479,20.2038,1,5.0408,1,37.0408,1
2024-01-03 09:30:00,10.0000,SBE16_SN57353_6479,20.2056,1,5.0411,1,37.0411,1
2024-01-03 10:00:00,10.0000,SBE16_SN57353_6479,20.2074,1,5.0415,1,37.0415,1
2024-01-03 10:30:00,10.0000,SBE16_SN57353_6479,20.2092,1,5.0418,1,37.0418,1
2024-01-03 11:00:00,10.0000,SBE16_SN57353_6479,20.2109,1,5.0422,1,37.0422,1
2024-01-03 11:30:00,10.0000,SBE16_SN57353_6479,20.2127,1,5.0425,1,37.0425,1
2024-01-03 12:00:00,10.0000,SBE16_SN57353_6479,20.2145,1,5.0429,1,37.0429,1
2024-01-03 12:30:00,10.0000,SBE16_SN57353_6479,20.2163,1,5.0433,1,37.0433,1
2024-01-03 13:00:00,10.0000,SBE16_SN57353_6479,20.2181,1,5.0436,1,37.0436,1
2024-01-03 13:30:00,10.0000,SBE16_SN57353_6479,20.2199,1,5.0440,1,37.0440,1
2024-01-03 14:00:00,10.0000,SBE16_SN57353_6479,20.2217,1,5.0443,1,37.0443,1
2024-01-03 14:30:00,10.0000,SBE16_SN57353_6479,20.2234,1,5.0447,1,37.0447,1
2024-01-03 15:00:00,10.0000,SBE16_SN57353_6479,20.2252,1,5.0450,1,37.0450,1
2024-01-03 15:30:00,10.0000,SBE16_SN57353_6479,20.2270,1,5.0454,1,37.0454,1
2024-01-03 16:00:00,10.0000,SBE16_SN57353_6479,20.2288,1,5.0458,1,37.0458,1
2024-01-03 16:30:00,10.0000,SBE16_SN57353_6479,20.2306,1,5.0461,1,37.0461,1
2024-01-03 17:00:00,10.0000,SBE16_SN57353_6479,20.2324,1,5.0465,1,37.0465,1
2024-01-03 17:30:00,10.0000,SBE16_SN57353_6479,20.2342,1,5.0468,1,37.0468,1
2024-01-03 18:00:00,10.0000,SBE16_SN57353_6479,20.2359,1,5.0472,1,37.0472,1
2024-01-03 18:30:00,10.0000,SBE16_SN57353_6479,20.2377,1,5.0475,1,37.0475,1
2024-01-03 19:00:00,10.0000,SBE16_SN57353_6479,20.2395,1,5.0479,1,37.0479,1
2024-01-03 19:30:00,10.0000,SBE16_SN57353_6479,20.2413,1,5.0483,1,37.0483,1
2024-01-03 20:00:00,10.0000,SBE16_SN57353_6479,20.2431,1,5.0486,1,37.0486,1
2024-01-03 20:30:00,10.0000,SBE16_SN57353_6479,20.2449,1,5.0490,1,37.0490,1
2024-01-03 21:00:00,10.0000,SBE16_SN57353_6479,20.2467,1,5.0493,1,37.0493,1
2024-01-03 21:30:00,10.0000,SBE16_SN57353_6479,20.2484,1,5.0497,1,37.0497,1
2024-01-03 22:00:00,10.0000,SBE16_SN57353_6479,20.2502,1,5.0500,1,37.0500,1
2024-01-03 22:30:00,10.0000,SBE16_SN57353_6479,20.2520,1,5.0504,1,37.0504,1
2024-01-03 23:00:00,10.0000,SBE16_SN57353_6479,20.2538,1,5.0508,1,37.0508,1
2024-01-03 23:30:00,10.0000,SBE16_SN57353_6479,20.2556,1,5.0511,1,37.0511,1
2024-01-04 00:00:00,10.0000,SBE16_SN57353_6479,20.2574,1,5.0515,1,37.0515,1
2024-01-04 00:30:00,10.0000,SBE16_SN57353_6479,20.2592,1,5.0518,1,37.0518,1
2024-01-04 01:00:00,10.0000,SBE16_SN57353_6479,20.2610,1,5.0522,1,37.0522,1
2024-01-04 01:30:00,10.0000,SBE16_SN57353_6479,20.2627,1,5.0525,1,37.0525,1
2024-01-04 02:00:00,10.0000,SBE16_SN57353_6479,20.2645,1,5.0529,1,37.0529,1
2024-01-04 02:30:00,10.0000,SBE16_SN57353_6479,20.2663,1,5.0533,1,37.0533,1
2024-01-04 03:00:00,10.0000,SBE16_SN57353_6479,20.2681,1,5.0536,1,37.0536,1
2024-01-04 03:30:00,10.0000,SBE16_SN57353_6479,20.2699,1,5.0540,1,37.0540,1
2024-01-04 04:00:00,10.0000,SBE16_SN57353_6479,20.2717,1,5.0543,1,37.0543,1
2024-01-04 04:30:00,10.0000,SBE16_SN57353_6479,20.2734,1,5.0547,1,37.0547,1
2024-01-04 05:00:00,10.0000,SBE16_SN57353_6479,20.2752,1,5.0550,1,37.0550,1
2024-01-04 05:30:00,10.0000,SBE16_SN57353_6479,20.2770,1,5.0554,1,37.0554,1
2024-01-04 06:00:00,10.0000,SBE16_SN57353_6479,20.2788,1,5.0558,1,37.0558,1
2024-01-04 06:30:00,10.0000,SBE16_SN57353_6479,20.2806,1,5.0561,1,37.0561,1
2024-01-04 07:00:00,10.0000,SBE16_SN57353_6479,20.2824,1,5.0565,1,37.0565,1
2024-01-04 07:30:00,10.0000,SBE16_SN57353_6479,20.2842,1,5.0568,1,37.0568,1
2024-01-04 08:00:00,10.0000,SBE16_SN57353_6479,20.2859,1,5.0572,1,37.0572,1
2024-01-04 08:30:00,10.0000,SBE16_SN57353_6479,20.2877,1,5.0575,1,37.0575,1
2024-01-04 09:00:00,10.0000,SBE16_SN57353_6479,20.2895,1,5.0579,1,37.0579,1
2024-01-04 09:30:00,10.0000,SBE16_SN57353_6479,20.2913,1,5.0583,1,37.0583,1
2024-01-04 10:00:00,10.0000,SBE16_SN57353_6479,20.2931,1,5.0586,1,37.0586,1
2024-01-04 10:30:00,10.0000,SBE16_SN57353_6479,20.2949,1,5.0590,1,37.0590,1
2024-01-04 11:00:00,10.0000,SBE16_SN57353_6479,20.2967,1,5.0593,1,37.0593,1
2024-01-04 11:30:00,10.0000,SBE16_SN57353_6479,20.2984,1,5.0597,1,37.0597,1
2024-01-04 12:00:00,10.0000,SBE16_SN57353_6479,20.3002,1,5.0600,1,37.0600,1
2024-01-04 12:30:00,10.0000,SBE16_SN57353_6479,20.3020,1,5.0604,1,37.0604,1
2024-01-04 13:00:00,10.0000,SBE16_SN57353_6479,20.3038,1,5.0608,1,37.0608,1
2024-01-04 13:30:00,10.0000,SBE16_SN57353_6479,20.3056,1,5.0611,1,37.0611,1
2024-01-04 14:00:00,10.0000,SBE16_SN57353_6479,20.3074,1,5.0615,1,37.0615,1
2024-01-04 14:30:00,10.0000,SBE16_SN57353_6479,20.3092,1,5.0618,1,37.0618,1
2024-01-04 15:00:00,10.0000,SBE16_SN57353_6479,20.3109,1,5.0622,1,37.0622,1
2024-01-04 15:30:00,10.0000,SBE16_SN57353_6479,20.3127,1,5.0625,1,37.0625,1
2024-01-04 16:00:00,10.0000,SBE16_SN57353_6479,20.3145,1,5.0629,1,37.0629,1
2024-01-04 16:30:00,10.0000,SBE16_SN57353_6479,20.3163,1,5.0633,1,37.0633,1
2024-01-04 17:00:00,10.0000,SBE16_SN57353_6479,20.3181,1,5.0636,1,37.0636,1
2024-01-04 17:30:00,10.0000,SBE16_SN57353_6479,20.3199,1,5.0640,1,37.0640,1
2024-01-04 18:00:00,10.0000,SBE16_SN57353_6479,20.3216,1,5.0643,1,37.0643,1
2024-01-04 18:30:00,10.0000,SBE16_SN57353_6479,20.3234,1,5.0647,1,37.0647,1
2024-01-04 19:00:00,10.0000,SBE16_SN57353_6479,20.3252,1,5.0650,1,37.0650,1
2024-01-04 19:30:00,10.0000,SBE16_SN57353_6479,20.3270,1,5.0654,1,37.0654,1
2024-01-04 20:00:00,10.0000,SBE16_SN57353_6479,20.3288,1,5.0658,1,37.0658,1
2024-01-04 20:30:00,10.0000,SBE16_SN57353_6479,20.3306,1,5.0661,1,37.0661,1
2024-01-04 21:00:00,10.0000,SBE16_SN57353_6479,20.3323,1,5.0665,1,37.0665,1
2024-01-04 21:30:00,10.0000,SBE16_SN57353_6479,20.3341,1,5.0668,1,37.0668,1
2024-01-04 22:00:00,10.0000,SBE16_SN57353_6479,20.3359,1,5.0672,1,37.0672,1
2024-01-04 22:30:00,10.0000,SBE16_SN57353_6479,20.3377,1,5.0675,1,37.0675,1
2024-01-04 23:00:00,10.0000,SBE16_SN57353_6479,20.3395,1,5.0679,1,37.0679,1
2024-01-04 23:30:00,10.0000,SBE16_SN57353_6479,20.3413,1,5.0683,1,37.0683,1
2024-01-05 00:00:00,10.0000,SBE16_SN57353_6479,20.3431,1,5.0686,1,37.0686,1
2024-01-05 00:30:00,10.0000,SBE16_SN57353_6479,20.3448,1,5.0690,1,37.0690,1
2024-01-05 01:00:00,10.0000,SBE16_SN57353_6479,20.3466,1,5.0693,1,37.0693,1
2024-01-05 01:30:00,10.0000,SBE16_SN57353_6479,20.3484,1,5.0697,1,37.0697,1
2024-01-05 02:00:00,10.0000,SBE16_SN57353_6479,20.3502,1,5.0700,1,37.0700,1
2024-01-05 02:30:00,10.0000,SBE16_SN57353_6479,20.3520,1,5.0704,1,37.0704,1
2024-01-05 03:00:00,10.0000,SBE16_SN57353_6479,20.3538,1,5.0708,1,37.0708,1
2024-01-05 03:30:00,10.0000,SBE16_SN57353_6479,20.3555,1,5.0711,1,37.0711,1
2024-01-05 04:00:00,10.0000,SBE16_SN57353_6479,20.3573,1,5.0715,1,37.0715,1
2024-01-05 04:30:00,10.0000,SBE16_SN57353_6479,20.3591,1,5.0718,1,37.0718,1
2024-01-05 05:00:00,10.0000,SBE16_SN57353_6479,20.3609,1,5.0722,1,37.0722,1
2024-01-05 05:30:00,10.0000,SBE16_SN57353_6479,20.3627,1,5.0725,1,37.0725,1
2024-01-05 06:00:00,10.0000,SBE16_SN57353_6479,20.3645,1,5.0729,1,37.0729,1
2024-01-05 06:30:00,10.0000,SBE16_SN57353_6479,20.3662,1,5.0732,1,37.0732,1
2024-01-05 07:00:00,10.0000,SBE16_SN57353_6479,20.3680,1,5.0736,1,37.0736,1
2024-01-05 07:30:00,10.0000,SBE16_SN57353_6479,20.3698,1,5.0740,1,37.0740,1
2024-01-05 08:00:00,10.0000,SBE16_SN57353_6479,20.3716,1,5.0743,1,37.0743,1
2024-01-05 08:30:00,10.0000,SBE16_SN57353_6479,20.3734,1,5.0747,1,37.0747,1
2024-01-05 09:00:00,10.0000,SBE16_SN57353_6479,20.3752,1,5.0750,1,37.0750,1
2024-01-05 09:30:00,10.0000,SBE16_SN57353_6479,20.3769,1,5.0754,1,37.0754,1
2024-01-05 10:00:00,10.0000,SBE16_SN57353_6479,20.3787,1,5.0757,1,37.0757,1
2024-01-05 10:30:00,10.0000,SBE16_SN57353_6479,20.3805,1,5.0761,1,37.0761,1
2024-01-05 11:00:00,10.0000,SBE16_SN57353_6479,20.3823,1,5.0765,1,37.0765,1
2024-01-05 11:30:00,10.0000,SBE16_SN57353_6479,20.3841,1,5.0768,1,37.0768,1
2024-01-05 12:00:00,10.0000,SBE16_SN57353_6479,20.3859,1,5.0772,1,37.0772,1
2024-01-05 12:30:00,10.0000,SBE16_SN57353_6479,20.3876,1,5.0775,1,37.0775,1
2024-01-05 13:00:00,10.0000,SBE16_SN57353_6479,20.3894,1,5.0779,1,37.0779,1
2024-01-05 13:30:00,10.0000,SBE16_SN57353_6479,20.3912,1,5.0782,1,37.0782,1
2024-01-05 14:00:00,10.0000,SBE16_SN57353_6479,20.3930,1,5.0786,1,37.0786,1
2024-01-05 14:30:00,10.0000,SBE16_SN57353_6479,20.3948,1,5.0790,1,37.0790,1
2024-01-05 15:00:00,10.0000,SBE16_SN57353_6479,20.3966,1,5.0793,1,37.0793,1
2024-01-05 15:30:00,10.0000,SBE16_SN57353_6479,20.3983,1,5.0797,1,37.0797,1
2024-01-05 16:00:00,10.0000,SBE16_SN57353_6479,20.4001,1,5.0800,1,37.0800,1
2024-01-05 16:30:00,10.0000,SBE16_SN57353_6479,20.4019,1,5.0804,1,37.0804,1
2024-01-05 17:00:00,10.0000,SBE16_SN57353_6479,20.4037,1,5.0807,1,37.0807,1
2024-01-05 17:30:00,10.0000,SBE16_SN57353_6479,20.4055,1,5.0811,1,37.0811,1
2024-01-05 18:00:00,10.0000,SBE16_SN57353_6479,20.4072,1,5.0814,1,37.0814,1
2024-01-05 18:30:00,10.0000,SBE16_SN57353_6479,20.4090,1,5.0818,1,37.0818,1
2024-01-05 19:00:00,10.0000,SBE16_SN57353_6479,20.4108,1,5.0822,1,37.0822,1
2024-01-05 19:30:00,10.0000,SBE16_SN57353_6479,20.4126,1,5.0825,1,37.0825,1
2024-01-05 20:00:00,10.0000,SBE16_SN57353_6479,20.4144,1,5.0829,1,37.0829,1
2024-01-05 20:30:00,10.0000,SBE16_SN57353_6479,20.4162,1,5.0832,1,37.0832,1
2024-01-05 21:00:00,10.0000,SBE16_SN57353_6479,20.4179,1,5.0836,1,37.0836,1
2024-01-05 21:30:00,10.0000,SBE16_SN57353_6479,20.4197,1,5.0839,1,37.0839,1
2024-01-05 22:00:00,10.0000,SBE16_SN57353_6479,20.4215,1,5.0843,1,37.0843,1
2024-01-05 22:30:00,10.0000,SBE16_SN57353_6479,20.4233,1,5.0847,1,37.0847,1
2024-01-05 23:00:00,10.0000,SBE16_SN57353_6479,20.4251,1,5.0850,1,37.0850,1
2024-01-05 23:30:00,10.0000,SBE16_SN57353_6479,20.4268,1,5.0854,1,37.0854,1
2024-01-06 00:00:00,10.0000,SBE16_SN57353_6479,20.4286,1,5.0857,1,37.0857,1
2024-01-06 00:30:00,10.0000,SBE16_SN57353_6479,20.4304,1,5.0861,1,37.0861,1
2024-01-06 01:00:00,10.0000,SBE16_SN57353_6479,20.4322,1,5.0864,1,37.0864,1
2024-01-06 01:30:00,10.0000,SBE16_SN57353_6479,20.4340,1,5.0868,1,37.0868,1
2024-01-06 02:00:00,10.0000,SBE16_SN57353_6479,20.4358,1,5.0872,1,37.0872,1
2024-01-06 02:30:00,10.0000,SBE16_SN57353_6479,20.4375,1,5.0875,1,37.0875,1
2024-01-06 03:00:00,10.0000,SBE16_SN57353_6479,20.4393,1,5.0879,1,37.0879,1
2024-01-06 03:30:00,10.0000,SBE16_SN57353_6479,20.4411,1,5.0882,1,37.0882,1
2024-01-06 04:00:00,10.0000,SBE16_SN57353_6479,20.4429,1,5.0886,1,37.0886,1
2024-01-06 04:30:00,10.0000,SBE16_SN57353_6479,20.4447,1,5.0889,1,37.0889,1
2024-01-06 05:00:00,10.0000,SBE16_SN57353_6479,20.4464,1,5.0893,1,37.0893,1
2024-01-06 05:30:00,10.0000,SBE16_SN57353_6479,20.4482,1,5.0896,1,37.0896,1
2024-01-06 06:00:00,10.0000,SBE16_SN57353_6479,20.4500,1,5.0900,1,37.0900,1
2024-01-06 06:30:00,10.0000,SBE16_SN57353_6479,20.4518,1,5.0904,1,37.0904,1
2024-01-06 07:00:00,10.0000,SBE16_SN57353_6479,20.4536,1,5.0907,1,37.0907,1
2024-01-06 07:30:00,10.0000,SBE16_SN57353_6479,20.4553,1,5.0911,1,37.0911,1
2024-01-06 08:00:00,10.0000,SBE16_SN57353_6479,20.4571,1,5.0914,1,37.0914,1
2024-01-06 08:30:00,10.0000,SBE16_SN57353_6479,20.4589,1,5.0918,1,37.0918,1
2024-01-06 09:00:00,10.0000,SBE16_SN57353_6479,20.4607,1,5.0921,1,37.0921,1
2024-01-06 09:30:00,10.0000,SBE16_SN57353_6479,20.4625,1,5.0925,1,37.0925,1
2024-01-06 10:00:00,10.0000,SBE16_SN57353_6479,20.4642,1,5.0928,1,37.0928,1
2024-01-06 10:30:00,10.0000,SBE16_SN57353_6479,20.4660,1,5.0932,1,37.0932,1
2024-01-06 11:00:00,10.0000,SBE16_SN57353_6479,20.4678,1,5.0936,1,37.0936,1
2024-01-06 11:30:00,10.0000,SBE16_SN57353_6479,20.4696,1,5.0939,1,37.0939,1
2024-01-06 12:00:00,10.0000,SBE16_SN57353_6479,20.4714,1,5.0943,1,37.0943,1
2024-01-06 12:30:00,10.0000,SBE16_SN57353_6479,20.4731,1,5.0946,1,37.0946,1
2024-01-06 13:00:00,10.0000,SBE16_SN57353_6479,20.4749,1,5.0950,1,37.0950,1
