time,depth,sensor_id,TEMP,TEMP_QC,CNDC,CNDC_QC,PRES,PRES_QC,PSAL,PSAL_QC
2024-07-01 10:30:00+00:00,20.0000,SBE16_SN57353_6479,20.0747,1,5.0149,1,18.5238,1,34.0299,1
2024-07-01 11:00:00+00:00,20.0000,SBE16_SN57353_6479,20.0783,1,5.0157,1,18.9198,1,34.0313,1
2024-07-01 11:30:00+00:00,20.0000,SBE16_SN57353_6479,20.0818,1,5.0164,1,19.3882,1,34.0327,1
2024-07-01 12:00:00+00:00,20.0000,SBE16_SN57353_6479,20.0854,1,5.0171,1,19.8976,1,34.0341,1
2024-07-01 12:30:00+00:00,20.0000,SBE16_SN57353_6479,20.0889,1,5.0178,1,20.4139,1,34.0356,1
2024-07-01 13:00:00+00:00,20.0000,SBE16_SN57353_6479,20.0925,1,5.0185,1,20.9024,1,34.0370,1
2024-07-01 13:30:00+00:00,20.0000,SBE16_SN57353_6479,20.0960,1,5.0192,1,21.3304,1,34.0384,1
2024-07-01 14:00:00+00:00,20.0000,SBE16_SN57353_6479,20.0996,1,5.0199,1,21.6692,1,34.0398,1
2024-07-01 14:30:00+00:00,20.0000,SBE16_SN57353_6479,20.1031,1,5.0206,1,21.8961,1,34.0413,1
2024-07-01 15:00:00+00:00,20.0000,SBE16_SN57353_6479,20.1067,1,5.0213,1,21.9959,1,34.0427,1
2024-07-01 15:30:00+00:00,20.0000,SBE16_SN57353_6479,20.1103,1,5.0221,1,21.9618,1,34.0441,1
2024-07-01 16:00:00+00:00,20.0000,SBE16_SN57353_6479,20.1138,1,5.0228,1,21.7963,1,34.0455,1
2024-07-01 16:30:00+00:00,20.0000,SBE16_SN57353_6479,20.1174,1,5.0235,1,21.5102,1,34.0469,1
2024-07-01 17:00:00+00:00,20.0000,SBE16_SN57353_6479,20.1209,1,5.0242,1,21.1229,1,34.0484,1
2024-07-01 17:30:00+00:00,20.0000,SBE16_SN57353_6479,20.1245,1,5.0249,1,20.6604,1,34.0498,1
2024-07-01 18:00:00+00:00,20.0000,SBE16_SN57353_6479,20.1280,1,5.0256,1,20.1535,1,34.0512,1
2024-07-01 18:30:00+00:00,20.0000,SBE16_SN57353_6479,20.1316,1,5.0263,1,19.6364,1,34.0526,1
2024-07-01 19:00:00+00:00,20.0000,SBE16_SN57353_6479,20.1352,1,5.0270,1,19.1436,1,34.0541,1
2024-07-01 19:30:00+00:00,20.0000,SBE16_SN57353_6479,20.1387,1,5.0277,1,18.7083,1,34.0555,1
2024-07-01 20:00:00+00:00,20.0000,SBE16_SN57353_6479,20.1423,1,5.0285,1,18.3595,1,34.0569,1
2024-07-01 20:30:00+00:00,20.0000,SBE16_SN57353_6479,20.1458,1,5.0292,1,18.1208,1,34.0583,1
2024-07-01 21:00:00+00:00,20.0000,SBE16_SN57353_6479,20.1494,1,5.0299,1,18.0080,1,34.0597,1
2024-07-01 21:30:00+00:00,20.0000,SBE16_SN57353_6479,20.1529,1,5.0306,1,18.0288,1,34.0612,1
2024-07-01 22:00:00+00:00,20.0000,SBE16_SN57353_6479,20.1565,1,5.0313,1,18.1818,1,34.0626,1
2024-07-01 22:30:00+00:00,20.0000,SBE16_SN57353_6479,20.1600,1,5.0320,1,18.4567,1,34.0640,1
2024-07-01 23:00:00+00:00,20.0000,SBE16_SN57353_6479,20.1636,1,5.0327,1,18.8350,1,34.0654,1
2024-07-01 23:30:00+00:00,20.0000,SBE16_SN57353_6479,20.1672,1,5.0334,1,19.2915,1,34.0669,1
2024-07-02 00:00:00+00:00,20.0000,SBE16_SN57353_6479,20.1707,1,5.0341,1,19.7955,1,34.0683,1
2024-07-02 00:30:00+00:00,20.0000,SBE16_SN57353_6479,20.1743,1,5.0349,1,20.3131,1,34.0697,1
2024-07-02 01:00:00+00:00,20.0000,SBE16_SN57353_6479,20.1778,1,5.0356,1,20.8098,1,34.0711,1
2024-07-02 01:30:00+00:00,20.0000,SBE16_SN57353_6479,20.1814,1,5.0363,1,21.2522,1,34.0725,1
2024-07-02 02:00:00+00:00,20.0000,SBE16_SN57353_6479,20.1849,1,5.0370,1,21.6106,1,34.0740,1
2024-07-02 02:30:00+00:00,20.0000,SBE16_SN57353_6479,20.1885,1,5.0377,1,21.8611,1,34.0754,1
2024-07-02 03:00:00+00:00,20.0000,SBE16_SN57353_6479,20.1920,1,5.0384,1,21.9867,1,34.0768,1
2024-07-02 03:30:00+00:00,20.0000,SBE16_SN57353_6479,20.1956,1,5.0391,1,21.9792,1,34.0782,1
2024-07-02 04:00:00+00:00,20.0000,SBE16_SN57353_6479,20.1991,1,5.0398,1,21.8389,1,34.0797,1
2024-07-02 04:30:00+00:00,20.0000,SBE16_SN57353_6479,20.2027,1,5.0405,1,21.5754,1,34.0811,1
2024-07-02 05:00:00+00:00,20.0000,SBE16_SN57353_6479,20.2063,1,5.0413,1,21.2062,1,34.0825,1
2024-07-02 05:30:00+00:00,20.0000,SBE16_SN57353_6479,20.2098,1,5.0420,1,20.7562,1,34.0839,1
2024-07-02 06:00:00+00:00,20.0000,SBE16_SN57353_6479,20.2134,1,5.0427,1,20.2554,1,34.0853,1
2024-07-02 06:30:00+00:00,20.0000,SBE16_SN57353_6479,20.2169,1,5.0434,1,19.7375,1,34.0868,1
2024-07-02 07:00:00+00:00,20.0000,SBE16_SN57353_6479,20.2205,1,5.0441,1,19.2373,1,34.0882,1
2024-07-02 07:30:00+00:00,20.0000,SBE16_SN57353_6479,20.2240,1,5.0448,1,18.7881,1,34.0896,1
2024-07-02 08:00:00+00:00,20.0000,SBE16_SN57353_6479,20.2276,1,5.0455,1,18.4202,1,34.0910,1
2024-07-02 08:30:00+00:00,20.0000,SBE16_SN57353_6479,20.2311,1,5.0462,1,18.1583,1,34.0925,1
2024-07-02 09:00:00+00:00,20.0000,SBE16_SN57353_6479,20.2347,1,5.0469,1,18.0198,1,34.0939,1
2024-07-02 09:30:00+00:00,20.0000,SBE16_SN57353_6479,20.2382,1,5.0476,1,18.0141,1,34.0953,1
2024-07-02 10:00:00+00:00,20.0000,SBE16_SN57353_6479,20.2418,1,5.0484,1,18.1415,1,34.0967,1
2024-07-02 10:30:00+00:00,20.0000,SBE16_SN57353_6479,20.2453,1,5.0491,1,18.3936,1,34.0981,1
2024-07-02 11:00:00+00:00,20.0000,SBE16_SN57353_6479,20.2489,1,5.0498,1,18.7533,1,34.0996,1
2024-07-02 11:30:00+00:00,20.0000,SBE16_SN57353_6479,20.2524,1,5.0505,1,19.1967,1,34.1010,1
2024-07-02 12:00:00+00:00,20.0000,SBE16_SN57353_6479,20.2560,1,5.0512,1,19.6939,1,34.1024,1
2024-07-02 12:30:00+00:00,20.0000,SBE16_SN57353_6479,20.2595,1,5.0519,1,20.2116,1,34.1038,1
2024-07-02 13:00:00+00:00,20.0000,SBE16_SN57353_6479,20.2631,1,5.0526,1,20.7151,1,34.1052,1
2024-07-02 13:30:00+00:00,20.0000,SBE16_SN57353_6479,20.2667,1,5.0533,1,21.1707,1,34.1067,1
2024-07-02 14:00:00+00:00,20.0000,SBE16_SN57353_6479,20.2702,1,5.0540,1,21.5478,1,34.1081,1
2024-07-02 14:30:00+00:00,20.0000,SBE16_SN57353_6479,20.2738,1,5.0548,1,21.8211,1,34.1095,1
2024-07-02 15:00:00+00:00,20.0000,SBE16_SN57353_6479,20.2773,1,5.0555,1,21.9724,1,34.1109,1
2024-07-02 15:30:00+00:00,20.0000,SBE16_SN57353_6479,20.2809,1,5.0562,1,21.9913,1,34.1123,1
2024-07-02 16:00:00+00:00,20.0000,SBE16_SN57353_6479,20.2844,1,5.0569,1,21.8768,1,34.1138,1
2024-07-02 16:30:00+00:00,20.0000,SBE16_SN57353_6479,20.2880,1,5.0576,1,21.6364,1,34.1152,1
2024-07-02 17:00:00+00:00,20.0000,SBE16_SN57353_6479,20.2915,1,5.0583,1,21.2863,1,34.1166,1
2024-07-02 17:30:00+00:00,20.0000,SBE16_SN57353_6479,20.2951,1,5.0590,1,20.8500,1,34.1180,1
2024-07-02 18:00:00+00:00,20.0000,SBE16_SN57353_6479,20.2986,1,5.0597,1,20.3566,1,34.1194,1
2024-07-02 18:30:00+00:00,20.0000,SBE16_SN57353_6479,20.3022,1,5.0604,1,19.8394,1,34.1209,1
2024-07-02 19:00:00+00:00,20.0000,SBE16_SN57353_6479,20.3057,1,5.0611,1,19.3329,1,34.1223,1
2024-07-02 19:30:00+00:00,20.0000,SBE16_SN57353_6479,20.3093,1,5.0619,1,18.8712,1,34.1237,1
2024-07-02 20:00:00+00:00,20.0000,SBE16_SN57353_6479,20.3128,1,5.0626,1,18.4851,1,34.1251,1
2024-07-02 20:30:00+00:00,20.0000,SBE16_SN57353_6479,20.3164,1,5.0633,1,18.2006,1,34.1265,1
2024-07-02 21:00:00+00:00,20.0000,SBE16_SN57353_6479,20.3199,1,5.0640,1,18.0368,1,34.1280,1
2024-07-02 21:30:00+00:00,20.0000,SBE16_SN57353_6479,20.3235,1,5.0647,1,18.0046,1,34.1294,1
2024-07-02 22:00:00+00:00,20.0000,SBE16_SN57353_6479,20.3270,1,5.0654,1,18.1061,1,34.1308,1
2024-07-02 22:30:00+00:00,20.0000,SBE16_SN57353_6479,20.3306,1,5.0661,1,18.3347,1,34.1322,1
2024-07-02 23:00:00+00:00,20.0000,SBE16_SN57353_6479,20.3341,1,5.0668,1,18.6749,1,34.1336,1
2024-07-02 23:30:00+00:00,20.0000,SBE16_SN57353_6479,20.3377,1,5.0675,1,19.1040,1,34.1351,1
2024-07-03 00:00:00+00:00,20.0000,SBE16_SN57353_6479,20.3412,1,5.0682,1,19.5931,1,34.1365,1
2024-07-03 00:30:00+00:00,20.0000,SBE16_SN57353_6479,20.3448,1,5.0690,1,20.1095,1,34.1379,1
2024-07-03 01:00:00+00:00,20.0000,SBE16_SN57353_6479,20.3483,1,5.0697,1,20.6186,1,34.1393,1
2024-07-03 01:30:00+00:00,20.0000,SBE16_SN57353_6479,20.3519,1,5.0704,1,21.0862,1,34.1407,1
2024-07-03 02:00:00+00:00,20.0000,SBE16_SN57353_6479,20.3554,1,5.0711,1,21.4809,1,34.1422,1
2024-07-03 02:30:00+00:00,20.0000,SBE16_SN57353_6479,20.3590,1,5.0718,1,21.7764,1,34.1436,1
2024-07-03 03:00:00+00:00,20.0000,SBE16_SN57353_6479,20.3625,1,5.0725,1,21.9528,1,34.1450,1
2024-07-03 03:30:00+00:00,20.0000,SBE16_SN57353_6479,20.3660,1,5.0732,1,21.9982,1,34.1464,1
2024-07-03 04:00:00+00:00,20.0000,SBE16_SN57353_6479,20.3696,1,5.0739,1,21.9097,1,34.1478,1
2024-07-03 04:30:00+00:00,20.0000,SBE16_SN57353_6479,20.3731,1,5.0746,1,21.6931,1,34.1493,1
2024-07-03 05:00:00+00:00,20.0000,SBE16_SN57353_6479,20.3767,1,5.0753,1,21.3630,1,34.1507,1
2024-07-03 05:30:00+00:00,20.0000,SBE16_SN57353_6479,20.3802,1,5.0760,1,20.9415,1,34.1521,1
2024-07-03 06:00:00+00:00,20.0000,SBE16_SN57353_6479,20.3838,1,5.0768,1,20.4569,1,34.1535,1
2024-07-03 06:30:00+00:00,20.0000,SBE16_SN57353_6479,20.3873,1,5.0775,1,19.9417,1,34.1549,1
2024-07-03 07:00:00+00:00,20.0000,SBE16_SN57353_6479,20.3909,1,5.0782,1,19.4303,1,34.1564,1
2024-07-03 07:30:00+00:00,20.0000,SBE16_SN57353_6479,20.3944,1,5.0789,1,18.9572,1,34.1578,1
2024-07-03 08:00:00+00:00,20.0000,SBE16_SN57353_6479,20.3980,1,5.0796,1,18.5540,1,34.1592,1
2024-07-03 08:30:00+00:00,20.0000,SBE16_SN57353_6479,20.4015,1,5.0803,1,18.2477,1,34.1606,1
2024-07-03 09:00:00+00:00,20.0000,SBE16_SN57353_6479,20.4051,1,5.0810,1,18.0589,1,34.1620,1
2024-07-03 09:30:00+00:00,20.0000,SBE16_SN57353_6479,20.4086,1,5.0817,1,18.0003,1,34.1634,1
2024-07-03 10:00:00+00:00,20.0000,SBE16_SN57353_6479,20.4122,1,5.0824,1,18.0757,1,34.1649,1
2024-07-03 10:30:00+00:00,20.0000,SBE16_SN57353_6479,20.4157,1,5.0831,1,18.2802,1,34.1663,1
2024-07-03 11:00:00+00:00,20.0000,SBE16_SN57353_6479,20.4192,1,5.0838,1,18.5999,1,34.1677,1
2024-07-03 11:30:00+00:00,20.0000,SBE16_SN57353_6479,20.4228,1,5.0846,1,19.0136,1,34.1691,1
2024-07-03 12:00:00+00:00,20.0000,SBE16_SN57353_6479,20.4263,1,5.0853,1,19.4934,1,34.1705,1
2024-07-03 12:30:00+00:00,20.0000,SBE16_SN57353_6479,20.4299,1,5.0860,1,20.0071,1,34.1719,1
2024-07-03 13:00:00+00:00,20.0000,SBE16_SN57353_6479,20.4334,1,5.0867,1,20.5204,1,34.1734,1
2024-07-03 13:30:00+00:00,20.0000,SBE16_SN57353_6479,20.4370,1,5.0874,1,20.9988,1,34.1748,1
2024-07-03 14:00:00+00:00,20.0000,SBE16_SN57353_6479,20.4405,1,5.0881,1,21.4102,1,34.1762,1
2024-07-03 14:30:00+00:00,20.0000,SBE16_SN57353_6479,20.4440,1,5.0888,1,21.7270,1,34.1776,1
2024-07-03 15:00:00+00:00,20.0000,SBE16_SN57353_6479,20.4476,1,5.0895,1,21.9281,1,34.1790,1
2024-07-03 15:30:00+00:00,20.0000,SBE16_SN57353_6479,20.4511,1,5.0902,1,21.9999,1,34.1805,1
2024-07-03 16:00:00+00:00,20.0000,SBE16_SN57353_6479,20.4547,1,5.0909,1,21.9376,1,34.1819,1
2024-07-03 16:30:00+00:00,20.0000,SBE16_SN57353_6479,20.4582,1,5.0916,1,21.7454,1,34.1833,1
2024-07-03 17:00:00+00:00,20.0000,SBE16_SN57353_6479,20.4618,1,5.0924,1,21.4362,1,34.1847,1
2024-07-03 17:30:00+00:00,20.0000,SBE16_SN57353_6479,20.4653,1,5.0931,1,21.0306,1,34.1861,1
2024-07-03 18:00:00+00:00,20.0000,SBE16_SN57353_6479,20.4688,1,5.0938,1,20.5560,1,34.1875,1
2024-07-03 18:30:00+00:00,20.0000,SBE16_SN57353_6479,20.4724,1,5.0945,1,20.0441,1,34.1890,1
2024-07-03 19:00:00+00:00,20.0000,SBE16_SN57353_6479,20.4759,1,5.0952,1,19.5292,1,34.1904,1
2024-07-03 19:30:00+00:00,20.0000,SBE16_SN57353_6479,20.4795,1,5.0959,1,19.0459,1,34.1918,1
2024-07-03 20:00:00+00:00,20.0000,SBE16_SN57353_6479,20.4830,1,5.0966,1,18.6266,1,34.1932,1
2024-07-03 20:30:00+00:00,20.0000,SBE16_SN57353_6479,20.4865,1,5.0973,1,18.2993,1,34.1946,1
2024-07-03 21:00:00+00:00,20.0000,SBE16_SN57353_6479,20.4901,1,5.0980,1,18.0861,1,34.1960,1
2024-07-03 21:30:00+00:00,20.0000,SBE16_SN57353_6479,20.4936,1,5.0987,1,18.0012,1,34.1975,1
2024-07-03 22:00:00+00:00,20.0000,SBE16_SN57353_6479,20.4972,1,5.0994,1,18.0503,1,34.1989,1
2024-07-03 22:30:00+00:00,20.0000,SBE16_SN57353_6479,20.5007,1,5.1001,1,18.2302,1,34.2003,1
2024-07-03 23:00:00+00:00,20.0000,SBE16_SN57353_6479,20.5042,1,5.1008,1,18.5287,1,34.2017,1
2024-07-03 23:30:00+00:00,20.0000,SBE16_SN57353_6479,20.5078,1,5.1016,1,18.9258,1,34.2031,1
2024-07-04 00:00:00+00:00,20.0000,SBE16_SN57353_6479,20.5113,1,5.1023,1,19.3950,1,34.2045,1
2024-07-04 00:30:00+00:00,20.0000,SBE16_SN57353_6479,20.5149,1,5.1030,1,19.9047,1,34.2059,1
2024-07-04 01:00:00+00:00,20.0000,SBE16_SN57353_6479,20.5184,1,5.1037,1,20.4208,1,34.2074,1
2024-07-04 01:30:00+00:00,20.0000,SBE16_SN57353_6479,20.5219,1,5.1044,1,20.9087,1,34.2088,1
2024-07-04 02:00:00+00:00,20.0000,SBE16_SN57353_6479,20.5255,1,5.1051,1,21.3357,1,34.2102,1
2024-07-04 02:30:00+00:00,20.0000,SBE16_SN57353_6479,20.5290,1,5.1058,1,21.6731,1,34.2116,1
2024-07-04 03:00:00+00:00,20.0000,SBE16_SN57353_6479,20.5325,1,5.1065,1,21.8984,1,34.2130,1
2024-07-04 03:30:00+00:00,20.0000,SBE16_SN57353_6479,20.5361,1,5.1072,1,21.9963,1,34.2144,1
2024-07-04 04:00:00+00:00,20.0000,SBE16_SN57353_6479,20.5396,1,5.1079,1,21.9605,1,34.2158,1
2024-07-04 04:30:00+00:00,20.0000,SBE16_SN57353_6479,20.5432,1,5.1086,1,21.7931,1,34.2173,1
2024-07-04 05:00:00+00:00,20.0000,SBE16_SN57353_6479,20.5467,1,5.1093,1,21.5056,1,34.2187,1
2024-07-04 05:30:00+00:00,20.0000,SBE16_SN57353_6479,20.5502,1,5.1100,1,21.1170,1,34.2201,1
2024-07-04 06:00:00+00:00,20.0000,SBE16_SN57353_6479,20.5538,1,5.1108,1,20.6536,1,34.2215,1
2024-07-04 06:30:00+00:00,20.0000,SBE16_SN57353_6479,20.5573,1,5.1115,1,20.1464,1,34.2229,1
2024-07-04 07:00:00+00:00,20.0000,SBE16_SN57353_6479,20.5608,1,5.1122,1,19.6294,1,34.2243,1
2024-07-04 07:30:00+00:00,20.0000,SBE16_SN57353_6479,20.5644,1,5.1129,1,19.1372,1,34.2257,1
2024-07-04 08:00:00+00:00,20.0000,SBE16_SN57353_6479,20.5679,1,5.1136,1,18.7028,1,34.2272,1
2024-07-04 08:30:00+00:00,20.0000,SBE16_SN57353_6479,20.5714,1,5.1143,1,18.3555,1,34.2286,1
2024-07-04 09:00:00+00:00,20.0000,SBE16_SN57353_6479,20.5750,1,5.1150,1,18.1184,1,34.2300,1
2024-07-04 09:30:00+00:00,20.0000,SBE16_SN57353_6479,20.5785,1,5.1157,1,18.0074,1,34.2314,1
2024-07-04 10:00:00+00:00,20.0000,SBE16_SN57353_6479,20.5820,1,5.1164,1,18.0301,1,34.2328,1
2024-07-04 10:30:00+00:00,20.0000,SBE16_SN57353_6479,20.5856,1,5.1171,1,18.1848,1,34.2342,1
2024-07-04 11:00:00+00:00,20.0000,SBE16_SN57353_6479,20.5891,1,5.1178,1,18.4612,1,34.2356,1
2024-07-04 11:30:00+00:00,20.0000,SBE16_SN57353_6479,20.5926,1,5.1185,1,18.8408,1,34.2371,1
2024-07-04 12:00:00+00:00,20.0000,SBE16_SN57353_6479,20.5962,1,5.1192,1,19.2982,1,34.2385,1
2024-07-04 12:30:00+00:00,20.0000,SBE16_SN57353_6479,20.5997,1,5.1199,1,19.8025,1,34.2399,1
2024-07-04 13:00:00+00:00,20.0000,SBE16_SN57353_6479,20.6032,1,5.1206,1,20.3202,1,34.2413,1
2024-07-04 13:30:00+00:00,20.0000,SBE16_SN57353_6479,20.6068,1,5.1214,1,20.8163,1,34.2427,1
2024-07-04 14:00:00+00:00,20.0000,SBE16_SN57353_6479,20.6103,1,5.1221,1,21.2578,1,34.2441,1
2024-07-04 14:30:00+00:00,20.0000,SBE16_SN57353_6479,20.6138,1,5.1228,1,21.6149,1,34.2455,1
2024-07-04 15:00:00+00:00,20.0000,SBE16_SN57353_6479,20.6173,1,5.1235,1,21.8637,1,34.2469,1
2024-07-04 15:30:00+00:00,20.0000,SBE16_SN57353_6479,20.6209,1,5.1242,1,21.9875,1,34.2484,1
2024-07-04 16:00:00+00:00,20.0000,SBE16_SN57353_6479,20.6244,1,5.1249,1,21.9781,1,34.2498,1
2024-07-04 16:30:00+00:00,20.0000,SBE16_SN57353_6479,20.6279,1,5.1256,1,21.8361,1,34.2512,1
2024-07-04 17:00:00+00:00,20.0000,SBE16_SN57353_6479,20.6315,1,5.1263,1,21.5710,1,34.2526,1
2024-07-04 17:30:00+00:00,20.0000,SBE16_SN57353_6479,20.6350,1,5.1270,1,21.2005,1,34.2540,1
2024-07-04 18:00:00+00:00,20.0000,SBE16_SN57353_6479,20.6385,1,5.1277,1,20.7496,1,34.2554,1
2024-07-04 18:30:00+00:00,20.0000,SBE16_SN57353_6479,20.6420,1,5.1284,1,20.2484,1,34.2568,1
2024-07-04 19:00:00+00:00,20.0000,SBE16_SN57353_6479,20.6456,1,5.1291,1,19.7305,1,34.2582,1
2024-07-04 19:30:00+00:00,20.0000,SBE16_SN57353_6479,20.6491,1,5.1298,1,19.2307,1,34.2596,1
2024-07-04 20:00:00+00:00,20.0000,SBE16_SN57353_6479,20.6526,1,5.1305,1,18.7825,1,34.2611,1
2024-07-04 20:30:00+00:00,20.0000,SBE16_SN57353_6479,20.6562,1,5.1312,1,18.4159,1,34.2625,1
2024-07-04 21:00:00+00:00,20.0000,SBE16_SN57353_6479,20.6597,1,5.1319,1,18.1555,1,34.2639,1
2024-07-04 21:30:00+00:00,20.0000,SBE16_SN57353_6479,20.6632,1,5.1326,1,18.0188,1,34.2653,1
2024-07-04 22:00:00+00:00,20.0000,SBE16_SN57353_6479,20.6667,1,5.1333,1,18.0150,1,34.2667,1
2024-07-04 22:30:00+00:00,20.0000,SBE16_SN57353_6479,20.6703,1,5.1341,1,18.1442,1,34.2681,1
2024-07-04 23:00:00+00:00,20.0000,SBE16_SN57353_6479,20.6738,1,5.1348,1,18.3978,1,34.2695,1
2024-07-04 23:30:00+00:00,20.0000,SBE16_SN57353_6479,20.6773,1,5.1355,1,18.7589,1,34.2709,1
2024-07-05 00:00:00+00:00,20.0000,SBE16_SN57353_6479,20.6808,1,5.1362,1,19.2032,1,34.2723,1
2024-07-05 00:30:00+00:00,20.0000,SBE16_SN57353_6479,20.6844,1,5.1369,1,19.7009,1,34.2737,1
2024-07-05 01:00:00+00:00,20.0000,SBE16_SN57353_6479,20.6879,1,5.1376,1,20.2187,1,34.2752,1
2024-07-05 01:30:00+00:00,20.0000,SBE16_SN57353_6479,20.6914,1,5.1383,1,20.7218,1,34.2766,1
2024-07-05 02:00:00+00:00,20.0000,SBE16_SN57353_6479,20.6949,1,5.1390,1,21.1765,1,34.2780,1
2024-07-05 02:30:00+00:00,20.0000,SBE16_SN57353_6479,20.6984,1,5.1397,1,21.5523,1,34.2794,1
2024-07-05 03:00:00+00:00,20.0000,SBE16_SN57353_6479,20.7020,1,5.1404,1,21.8241,1,34.2808,1
2024-07-05 03:30:00+00:00,20.0000,SBE16_SN57353_6479,20.7055,1,5.1411,1,21.9735,1,34.2822,1
2024-07-05 04:00:00+00:00,20.0000,SBE16_SN57353_6479,20.7090,1,5.1418,1,21.9906,1,34.2836,1
2024-07-05 04:30:00+00:00,20.0000,SBE16_SN57353_6479,20.7125,1,5.1425,1,21.8743,1,34.2850,1
2024-07-05 05:00:00+00:00,20.0000,SBE16_SN57353_6479,20.7161,1,5.1432,1,21.6323,1,34.2864,1
2024-07-05 05:30:00+00:00,20.0000,SBE16_SN57353_6479,20.7196,1,5.1439,1,21.2808,1,34.2878,1
2024-07-05 06:00:00+00:00,20.0000,SBE16_SN57353_6479,20.7231,1,5.1446,1,20.8435,1,34.2892,1
2024-07-05 06:30:00+00:00,20.0000,SBE16_SN57353_6479,20.7266,1,5.1453,1,20.3496,1,34.2906,1
2024-07-05 07:00:00+00:00,20.0000,SBE16_SN57353_6479,20.7301,1,5.1460,1,19.8323,1,34.2921,1
2024-07-05 07:30:00+00:00,20.0000,SBE16_SN57353_6479,20.7337,1,5.1467,1,19.3262,1,34.2935,1
2024-07-05 08:00:00+00:00,20.0000,SBE16_SN57353_6479,20.7372,1,5.1474,1,18.8653,1,34.2949,1
2024-07-05 08:30:00+00:00,20.0000,SBE16_SN57353_6479,20.7407,1,5.1481,1,18.4805,1,34.2963,1
2024-07-05 09:00:00+00:00,20.0000,SBE16_SN57353_6479,20.7442,1,5.1488,1,18.1975,1,34.2977,1
2024-07-05 09:30:00+00:00,20.0000,SBE16_SN57353_6479,20.7477,1,5.1495,1,18.0354,1,34.2991,1
2024-07-05 10:00:00+00:00,20.0000,SBE16_SN57353_6479,20.7512,1,5.1502,1,18.0051,1,34.3005,1
2024-07-05 10:30:00+00:00,20.0000,SBE16_SN57353_6479,20.7548,1,5.1510,1,18.1084,1,34.3019,1
2024-07-05 11:00:00+00:00,20.0000,SBE16_SN57353_6479,20.7583,1,5.1517,1,18.3386,1,34.3033,1
2024-07-05 11:30:00+00:00,20.0000,SBE16_SN57353_6479,20.7618,1,5.1524,1,18.6802,1,34.3047,1
2024-07-05 12:00:00+00:00,20.0000,SBE16_SN57353_6479,20.7653,1,5.1531,1,19.1103,1,34.3061,1
2024-07-05 12:30:00+00:00,20.0000,SBE16_SN57353_6479,20.7688,1,5.1538,1,19.6001,1,34.3075,1
2024-07-05 13:00:00+00:00,20.0000,SBE16_SN57353_6479,20.7723,1,5.1545,1,20.1166,1,34.3089,1
2024-07-05 13:30:00+00:00,20.0000,SBE16_SN57353_6479,20.7758,1,5.1552,1,20.6253,1,34.3103,1
