time,depth,sensor_id,TEMP,TEMP_QC,CNDC,CNDC_QC,PRES,PRES_QC,PSAL,PSAL_QC
2024-01-02 08:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.3681,1,5.0460,1,8.2238,1,20.3681,1
2024-01-02 08:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.3739,1,5.0467,1,8.0461,1,20.3739,1
2024-01-02 09:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.3796,1,5.0475,1,8.0023,1,20.3796,1
2024-01-02 09:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.3854,1,5.0482,1,8.0953,1,20.3854,1
2024-01-02 10:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.3911,1,5.0489,1,8.3189,1,20.3911,1
2024-01-02 10:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.3969,1,5.0496,1,8.6577,1,20.3969,1
2024-01-02 11:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.4026,1,5.0503,1,9.0884,1,20.4026,1
2024-01-02 11:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.4083,1,5.0510,1,9.5816,1,20.4083,1
2024-01-02 12:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.4141,1,5.0518,1,10.1035,1,20.4141,1
2024-01-02 12:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.4198,1,5.0525,1,10.6183,1,20.4198,1
2024-01-02 13:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.4256,1,5.0532,1,11.0907,1,20.4256,1
2024-01-02 13:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.4313,1,5.0539,1,11.4884,1,20.4313,1
2024-01-02 14:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.4371,1,5.0546,1,11.7841,1,20.4371,1
2024-01-02 14:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.4428,1,5.0554,1,11.9575,1,20.4428,1
2024-01-02 15:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.4486,1,5.0561,1,11.9969,1,20.4486,1
2024-01-02 15:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.4543,1,5.0568,1,11.8993,1,20.4543,1
2024-01-02 16:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.4601,1,5.0575,1,11.6717,1,20.4601,1
2024-01-02 16:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.4658,1,5.0582,1,11.3295,1,20.4658,1
2024-01-02 17:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.4715,1,5.0589,1,10.8962,1,20.4715,1
2024-01-02 17:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.4773,1,5.0597,1,10.4015,1,20.4773,1
2024-01-02 18:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.4830,1,5.0604,1,9.8792,1,20.4830,1
2024-01-02 18:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.4888,1,5.0611,1,9.3653,1,20.4888,1
2024-01-02 19:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.4945,1,5.0618,1,8.8948,1,20.4945,1
2024-01-02 19:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.5003,1,5.0625,1,8.5001,1,20.5003,1
2024-01-02 20:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.5060,1,5.0632,1,8.2082,1,20.5060,1
2024-01-02 20:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.5117,1,5.0640,1,8.0390,1,20.5117,1
2024-01-02 21:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.5175,1,5.0647,1,8.0042,1,20.5175,1
2024-01-02 21:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.5232,1,5.0654,1,8.1061,1,20.5232,1
2024-01-02 22:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.5290,1,5.0661,1,8.3379,1,20.5290,1
2024-01-02 22:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.5347,1,5.0668,1,8.6835,1,20.5347,1
2024-01-02 23:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.5404,1,5.0676,1,9.1193,1,20.5404,1
2024-01-02 23:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.5462,1,5.0683,1,9.6155,1,20.5462,1
2024-01-03 00:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.5519,1,5.0690,1,10.1380,1,20.5519,1
2024-01-03 00:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.5577,1,5.0697,1,10.6510,1,20.5577,1
2024-01-03 01:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.5634,1,5.0704,1,11.1195,1,20.5634,1
2024-01-03 01:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.5691,1,5.0711,1,11.5112,1,20.5691,1
2024-01-03 02:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.5749,1,5.0719,1,11.7994,1,20.5749,1
2024-01-03 02:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.5806,1,5.0726,1,11.9643,1,20.5806,1
2024-01-03 03:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.5864,1,5.0733,1,11.9946,1,20.5864,1
2024-01-03 03:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.5921,1,5.0740,1,11.8882,1,20.5921,1
2024-01-03 04:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.5978,1,5.0747,1,11.6525,1,20.5978,1
2024-01-03 04:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.6036,1,5.0754,1,11.3035,1,20.6036,1
2024-01-03 05:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.6093,1,5.0762,1,10.8652,1,20.6093,1
2024-01-03 05:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.6151,1,5.0769,1,10.3676,1,20.6151,1
2024-01-03 06:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.6208,1,5.0776,1,9.8448,1,20.6208,1
2024-01-03 06:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.6265,1,5.0783,1,9.3327,1,20.6265,1
2024-01-03 07:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.6323,1,5.0790,1,8.8662,1,20.6323,1
2024-01-03 07:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.6380,1,5.0797,1,8.4775,1,20.6380,1
2024-01-03 08:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.6437,1,5.0805,1,8.1931,1,20.6437,1
2024-01-03 08:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.6495,1,5.0812,1,8.0325,1,20.6495,1
2024-01-03 09:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.6552,1,5.0819,1,8.0067,1,20.6552,1
2024-01-03 09:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.6609,1,5.0826,1,8.1175,1,20.6609,1
2024-01-03 10:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.6667,1,5.0833,1,8.3573,1,20.6667,1
2024-01-03 10:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.6724,1,5.0841,1,8.7097,1,20.6724,1
2024-01-03 11:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.6781,1,5.0848,1,9.1504,1,20.6781,1
2024-01-03 11:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.6839,1,5.0855,1,9.6494,1,20.6839,1
2024-01-03 12:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.6896,1,5.0862,1,10.1724,1,20.6896,1
2024-01-03 12:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.6953,1,5.0869,1,10.6836,1,20.6953,1
2024-01-03 13:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.7011,1,5.0876,1,11.1479,1,20.7011,1
2024-01-03 13:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.7068,1,5.0883,1,11.5336,1,20.7068,1
2024-01-03 14:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.7125,1,5.0891,1,11.8142,1,20.7125,1
2024-01-03 14:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.7183,1,5.0898,1,11.9705,1,20.7183,1
2024-01-03 15:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.7240,1,5.0905,1,11.9918,1,20.7240,1
2024-01-03 15:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.7297,1,5.0912,1,11.8766,1,20.7297,1
2024-01-03 16:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.7355,1,5.0919,1,11.6328,1,20.7355,1
2024-01-03 16:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.7412,1,5.0926,1,11.2771,1,20.7412,1
2024-01-03 17:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.7469,1,5.0934,1,10.8339,1,20.7469,1
2024-01-03 17:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.7526,1,5.0941,1,10.3336,1,20.7526,1
2024-01-03 18:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.7584,1,5.0948,1,9.8104,1,20.7584,1
2024-01-03 18:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.7641,1,5.0955,1,9.3002,1,20.7641,1
2024-01-03 19:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.7698,1,5.0962,1,8.8380,1,20.7698,1
2024-01-03 19:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.7755,1,5.0969,1,8.4553,1,20.7755,1
2024-01-03 20:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.7813,1,5.0977,1,8.1786,1,20.7813,1
2024-01-03 20:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.7870,1,5.0984,1,8.0266,1,20.7870,1
2024-01-03 21:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.7927,1,5.0991,1,8.0098,1,20.7927,1
2024-01-03 21:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.7985,1,5.0998,1,8.1295,1,20.7985,1
2024-01-03 22:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.8042,1,5.1005,1,8.3772,1,20.8042,1
2024-01-03 22:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.8099,1,5.1012,1,8.7362,1,20.8099,1
2024-01-03 23:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.8156,1,5.1020,1,9.1818,1,20.8156,1
2024-01-03 23:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.8213,1,5.1027,1,9.6834,1,20.8213,1
2024-01-04 00:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.8271,1,5.1034,1,10.2068,1,20.8271,1
2024-01-04 00:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.8328,1,5.1041,1,10.7159,1,20.8328,1
2024-01-04 01:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.8385,1,5.1048,1,11.1760,1,20.8385,1
2024-01-04 01:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.8442,1,5.1055,1,11.5556,1,20.8442,1
2024-01-04 02:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.8500,1,5.1062,1,11.8285,1,20.8500,1
2024-01-04 02:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.8557,1,5.1070,1,11.9761,1,20.8557,1
2024-01-04 03:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.8614,1,5.1077,1,11.9884,1,20.8614,1
2024-01-04 03:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.8671,1,5.1084,1,11.8644,1,20.8671,1
2024-01-04 04:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.8728,1,5.1091,1,11.6126,1,20.8728,1
2024-01-04 04:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.8786,1,5.1098,1,11.2504,1,20.8786,1
2024-01-04 05:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.8843,1,5.1105,1,10.8024,1,20.8843,1
2024-01-04 05:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.8900,1,5.1112,1,10.2995,1,20.8900,1
2024-01-04 06:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.8957,1,5.1120,1,9.7761,1,20.8957,1
2024-01-04 06:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.9014,1,5.1127,1,9.2680,1,20.9014,1
2024-01-04 07:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.9072,1,5.1134,1,8.8100,1,20.9072,1
2024-01-04 07:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.9129,1,5.1141,1,8.4337,1,20.9129,1
2024-01-04 08:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.9186,1,5.1148,1,8.1646,1,20.9186,1
2024-01-04 08:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.9243,1,5.1155,1,8.0213,1,20.9243,1
2024-01-04 09:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.9300,1,5.1163,1,8.0136,1,20.9300,1
2024-01-04 09:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.9357,1,5.1170,1,8.1420,1,20.9357,1
2024-01-04 10:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.9414,1,5.1177,1,8.3977,1,20.9414,1
2024-01-04 10:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.9472,1,5.1184,1,8.7632,1,20.9472,1
2024-01-04 11:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.9529,1,5.1191,1,9.2134,1,20.9529,1
2024-01-04 11:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.9586,1,5.1198,1,9.7176,1,20.9586,1
2024-01-04 12:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.9643,1,5.1205,1,10.2411,1,20.9643,1
2024-01-04 12:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.9700,1,5.1213,1,10.7481,1,20.9700,1
2024-01-04 13:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.9757,1,5.1220,1,11.2038,1,20.9757,1
2024-01-04 13:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.9814,1,5.1227,1,11.5770,1,20.9814,1
2024-01-04 14:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.9871,1,5.1234,1,11.8422,1,20.9871,1
2024-01-04 14:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.9928,1,5.1241,1,11.9812,1,20.9928,1
2024-01-04 15:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,20.9986,1,5.1248,1,11.9844,1,20.9986,1
2024-01-04 15:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.0043,1,5.1255,1,11.8516,1,21.0043,1
2024-01-04 16:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.0100,1,5.1262,1,11.5919,1,21.0100,1
2024-01-04 16:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.0157,1,5.1270,1,11.2232,1,21.0157,1
2024-01-04 17:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.0214,1,5.1277,1,10.7707,1,21.0214,1
2024-01-04 17:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.0271,1,5.1284,1,10.2653,1,21.0271,1
2024-01-04 18:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.0328,1,5.1291,1,9.7418,1,21.0328,1
2024-01-04 18:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.0385,1,5.1298,1,9.2360,1,21.0385,1
2024-01-04 19:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.0442,1,5.1305,1,8.7825,1,21.0442,1
2024-01-04 19:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.0499,1,5.1312,1,8.4124,1,21.0499,1
2024-01-04 20:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.0556,1,5.1320,1,8.1511,1,21.0556,1
2024-01-04 20:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.0613,1,5.1327,1,8.0166,1,21.0613,1
2024-01-04 21:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.0670,1,5.1334,1,8.0179,1,21.0670,1
2024-01-04 21:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.0727,1,5.1341,1,8.1550,1,21.0727,1
2024-01-04 22:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.0784,1,5.1348,1,8.4186,1,21.0784,1
2024-01-04 22:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.0841,1,5.1355,1,8.7905,1,21.0841,1
2024-01-04 23:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.0898,1,5.1362,1,9.2453,1,21.0898,1
2024-01-04 23:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.0955,1,5.1369,1,9.7518,1,21.0955,1
2024-01-05 00:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.1012,1,5.1377,1,10.2753,1,21.1012,1
2024-01-05 00:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.1069,1,5.1384,1,10.7800,1,21.1069,1
2024-01-05 01:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.1126,1,5.1391,1,11.2312,1,21.1126,1
2024-01-05 01:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.1183,1,5.1398,1,11.5980,1,21.1183,1
2024-01-05 02:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.1240,1,5.1405,1,11.8554,1,21.1240,1
2024-01-05 02:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.1297,1,5.1412,1,11.9856,1,21.1297,1
2024-01-05 03:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.1354,1,5.1419,1,11.9798,1,21.1354,1
2024-01-05 03:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.1411,1,5.1426,1,11.8383,1,21.1411,1
2024-01-05 04:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.1468,1,5.1434,1,11.5708,1,21.1468,1
2024-01-05 04:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.1525,1,5.1441,1,11.1957,1,21.1525,1
2024-01-05 05:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.1582,1,5.1448,1,10.7387,1,21.1582,1
2024-01-05 05:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.1639,1,5.1455,1,10.2311,1,21.1639,1
2024-01-05 06:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.1696,1,5.1462,1,9.7076,1,21.1696,1
2024-01-05 06:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.1753,1,5.1469,1,9.2042,1,21.1753,1
2024-01-05 07:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.1810,1,5.1476,1,8.7553,1,21.1810,1
2024-01-05 07:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.1866,1,5.1483,1,8.3917,1,21.1866,1
2024-01-05 08:00:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.1923,1,5.1490,1,8.1383,1,21.1923,1
2024-01-05 08:30:00+00:00,20.0000,SBE37SMP_SN47472_5496,21.1980,1,5.1498,1,8.0124,1,21.1980,1
