time,depth,CSPD,CDIR,CSPD_QC,CDIR_QC
2024-01-01 19:00:00+00:00,10.0000,1.7962,287.7706,1,1
2024-01-01 19:30:00+00:00,10.0000,1.7970,287.8222,1,1
2024-01-01 20:00:00+00:00,10.0000,1.7979,287.8737,1,1
2024-01-01 20:30:00+00:00,10.0000,1.7988,287.9253,1,1
2024-01-01 21:00:00+00:00,10.0000,1.7996,287.9768,1,1
2024-01-01 21:30:00+00:00,10.0000,1.8005,288.0283,1,1
2024-01-01 22:00:00+00:00,10.0000,1.8013,288.0798,1,1
2024-01-01 22:30:00+00:00,10.0000,1.8022,288.1312,1,1
2024-01-01 23:00:00+00:00,10.0000,1.8030,288.1827,1,1
2024-01-01 23:30:00+00:00,10.0000,1.8039,288.2341,1,1
2024-01-02 00:00:00+00:00,10.0000,1.8048,288.2856,1,1
2024-01-02 00:30:00+00:00,10.0000,1.8056,288.3370,1,1
2024-01-02 01:00:00+00:00,10.0000,1.8065,288.3884,1,1
2024-01-02 01:30:00+00:00,10.0000,1.8073,288.4398,1,1
2024-01-02 02:00:00+00:00,10.0000,1.8082,288.4912,1,1
2024-01-02 02:30:00+00:00,10.0000,1.8090,288.5425,1,1
2024-01-02 03:00:00+00:00,10.0000,1.8099,288.5939,1,1
2024-01-02 03:30:00+00:00,10.0000,1.8108,288.6452,1,1
2024-01-02 04:00:00+00:00,10.0000,1.8116,288.6965,1,1
2024-01-02 04:30:00+00:00,10.0000,1.8125,288.7478,1,1
2024-01-02 05:00:00+00:00,10.0000,1.8133,288.7991,1,1
2024-01-02 05:30:00+00:00,10.0000,1.8142,288.8504,1,1
2024-01-02 06:00:00+00:00,10.0000,1.8150,288.9017,1,1
2024-01-02 06:30:00+00:00,10.0000,1.8159,288.9529,1,1
2024-01-02 07:00:00+00:00,10.0000,1.8167,289.0042,1,1
2024-01-02 07:30:00+00:00,10.0000,1.8176,289.0554,1,1
2024-01-02 08:00:00+00:00,10.0000,1.8184,289.1066,1,1
2024-01-02 08:30:00+00:00,10.0000,1.8193,289.1578,1,1
2024-01-02 09:00:00+00:00,10.0000,1.8201,289.2090,1,1
2024-01-02 09:30:00+00:00,10.0000,1.8210,289.2601,1,1
2024-01-02 10:00:00+00:00,10.0000,1.8219,289.3113,1,1
2024-01-02 10:30:00+00:00,10.0000,1.8227,289.3624,1,1
2024-01-02 11:00:00+00:00,10.0000,1.8236,289.4135,1,1
2024-01-02 11:30:00+00:00,10.0000,1.8244,289.4647,1,1
2024-01-02 12:00:00+00:00,10.0000,1.8253,289.5158,1,1
2024-01-02 12:30:00+00:00,10.0000,1.8261,289.5668,1,1
2024-01-02 13:00:00+00:00,10.0000,1.8270,289.6179,1,1
2024-01-02 13:30:00+00:00,10.0000,1.8278,289.6690,1,1
2024-01-02 14:00:00+00:00,10.0000,1.8287,289.7200,1,1
2024-01-02 14:30:00+00:00,10.0000,1.8295,289.7710,1,1
2024-01-02 15:00:00+00:00,10.0000,1.8304,289.8220,1,1
2024-01-02 15:30:00+00:00,10.0000,1.8312,289.8730,1,1
2024-01-02 16:00:00+00:00,10.0000,1.8321,289.9240,1,1
2024-01-02 16:30:00+00:00,10.0000,1.8329,289.9750,1,1
2024-01-02 17:00:00+00:00,10.0000,1.8338,290.0260,1,1
2024-01-02 17:30:00+00:00,10.0000,1.8346,290.0769,1,1
2024-01-02 18:00:00+00:00,10.0000,1.8355,290.1278,1,1
2024-01-02 18:30:00+00:00,10.0000,1.8363,290.1787,1,1
2024-01-02 19:00:00+00:00,10.0000,1.8372,290.2296,1,1
2024-01-02 19:30:00+00:00,10.0000,1.8380,290.2805,1,1
2024-01-02 20:00:00+00:00,10.0000,1.8389,290.3314,1,1
2024-01-02 20:30:00+00:00,10.0000,1.8397,290.3823,1,1
2024-01-02 21:00:00+00:00,10.0000,1.8406,290.4331,1,1
2024-01-02 21:30:00+00:00,10.0000,1.8414,290.4839,1,1
2024-01-02 22:00:00+00:00,10.0000,1.8422,290.5348,1,1
2024-01-02 22:30:00+00:00,10.0000,1.8431,290.5856,1,1
2024-01-02 23:00:00+00:00,10.0000,1.8439,290.6363,1,1
2024-01-02 23:30:00+00:00,10.0000,1.8448,290.6871,1,1
2024-01-03 00:00:00+00:00,10.0000,1.8456,290.7379,1,1
2024-01-03 00:30:00+00:00,10.0000,1.8465,290.7886,1,1
2024-01-03 01:00:00+00:00,10.0000,1.8473,290.8394,1,1
2024-01-03 01:30:00+00:00,10.0000,1.8482,290.8901,1,1
2024-01-03 02:00:00+00:00,10.0000,1.8490,290.9408,1,1
2024-01-03 02:30:00+00:00,10.0000,1.8499,290.9915,1,1
2024-01-03 03:00:00+00:00,10.0000,1.8507,291.0421,1,1
2024-01-03 03:30:00+00:00,10.0000,1.8515,291.0928,1,1
2024-01-03 04:00:00+00:00,10.0000,1.8524,291.1434,1,1
2024-01-03 04:30:00+00:00,10.0000,1.8532,291.1941,1,1
2024-01-03 05:00:00+00:00,10.0000,1.8541,291.2447,1,1
2024-01-03 05:30:00+00:00,10.0000,1.8549,291.2953,1,1
2024-01-03 06:00:00+00:00,10.0000,1.8558,291.3459,1,1
2024-01-03 06:30:00+00:00,10.0000,1.8566,291.3965,1,1
2024-01-03 07:00:00+00:00,10.0000,1.8575,291.4470,1,1
2024-01-03 07:30:00+00:00,10.0000,1.8583,291.4976,1,1
2024-01-03 08:00:00+00:00,10.0000,1.8591,291.5481,1,1
2024-01-03 08:30:00+00:00,10.0000,1.8600,291.5986,1,1
2024-01-03 09:00:00+00:00,10.0000,1.8608,291.6491,1,1
2024-01-03 09:30:00+00:00,10.0000,1.8617,291.6996,1,1
2024-01-03 10:00:00+00:00,10.0000,1.8625,291.7501,1,1
2024-01-03 10:30:00+00:00,10.0000,1.8633,291.8005,1,1
2024-01-03 11:00:00+00:00,10.0000,1.8642,291.8510,1,1
2024-01-03 11:30:00+00:00,10.0000,1.8650,291.9014,1,1
2024-01-03 12:00:00+00:00,10.0000,1.8659,291.9518,1,1
2024-01-03 12:30:00+00:00,10.0000,1.8667,292.0022,1,1
2024-01-03 13:00:00+00:00,10.0000,1.8675,292.0526,1,1
2024-01-03 13:30:00+00:00,10.0000,1.8684,292.1030,1,1
2024-01-03 14:00:00+00:00,10.0000,1.8692,292.1534,1,1
2024-01-03 14:30:00+00:00,10.0000,1.8701,292.2037,1,1
2024-01-03 15:00:00+00:00,10.0000,1.8709,292.2540,1,1
2024-01-03 15:30:00+00:00,10.0000,1.8717,292.3044,1,1
2024-01-03 16:00:00+00:00,10.0000,1.8726,292.3547,1,1
2024-01-03 16:30:00+00:00,10.0000,1.8734,292.4050,1,1
2024-01-03 17:00:00+00:00,10.0000,1.8743,292.4552,1,1
2024-01-03 17:30:00+00:00,10.0000,1.8751,292.5055,1,1
2024-01-03 18:00:00+00:00,10.0000,1.8759,292.5557,1,1
2024-01-03 18:30:00+00:00,10.0000,1.8768,292.6060,1,1
2024-01-03 19:00:00+00:00,10.0000,1.8776,292.6562,1,1
2024-01-03 19:30:00+00:00,10.0000,1.8784,292.7064,1,1
2024-01-03 20:00:00+00:00,10.0000,1.8793,292.7566,1,1
2024-01-03 20:30:00+00:00,10.0000,1.8801,292.8067,1,1
2024-01-03 21:00:00+00:00,10.0000,1.8809,292.8569,1,1
2024-01-03 21:30:00+00:00,10.0000,1.8818,292.9071,1,1
2024-01-03 22:00:00+00:00,10.0000,1.8826,292.9572,1,1
2024-01-03 22:30:00+00:00,10.0000,1.8835,293.0073,1,1
2024-01-03 23:00:00+00:00,10.0000,1.8843,293.0574,1,1
2024-01-03 23:30:00+00:00,10.0000,1.8851,293.1075,1,1
2024-01-04 00:00:00+00:00,10.0000,1.8860,293.1576,1,1
2024-01-04 00:30:00+00:00,10.0000,1.8868,293.2076,1,1
2024-01-04 01:00:00+00:00,10.0000,1.8876,293.2577,1,1
2024-01-04 01:30:00+00:00,10.0000,1.8885,293.3077,1,1
2024-01-04 02:00:00+00:00,10.0000,1.8893,293.3577,1,1
2024-01-04 02:30:00+00:00,10.0000,1.8901,293.4077,1,1
2024-01-04 03:00:00+00:00,10.0000,1.8910,293.4577,1,1
2024-01-04 03:30:00+00:00,10.0000,1.8918,293.5077,1,1
2024-01-04 04:00:00+00:00,10.0000,1.8926,293.5576,1,1
2024-01-04 04:30:00+00:00,10.0000,1.8935,293.6076,1,1
2024-01-04 05:00:00+00:00,10.0000,1.8943,293.6575,1,1
2024-01-04 05:30:00+00:00,10.0000,1.8951,293.7074,1,1
2024-01-04 06:00:00+00:00,10.0000,1.8960,293.7573,1,1
2024-01-04 06:30:00+00:00,10.0000,1.8968,293.8072,1,1
2024-01-04 07:00:00+00:00,10.0000,1.8976,293.8570,1,1
2024-01-04 07:30:00+00:00,10.0000,1.8984,293.9069,1,1
2024-01-04 08:00:00+00:00,10.0000,1.8993,293.9567,1,1
2024-01-04 08:30:00+00:00,10.0000,1.9001,294.0066,1,1
2024-01-04 09:00:00+00:00,10.0000,1.9009,294.0564,1,1
2024-01-04 09:30:00+00:00,10.0000,1.9018,294.1062,1,1
2024-01-04 10:00:00+00:00,10.0000,1.9026,294.1560,1,1
2024-01-04 10:30:00+00:00,10.0000,1.9034,294.2057,1,1
2024-01-04 11:00:00+00:00,10.0000,1.9043,294.2555,1,1
2024-01-04 11:30:00+00:00,10.0000,1.9051,294.3052,1,1
2024-01-04 12:00:00+00:00,10.0000,1.9059,294.3549,1,1
2024-01-04 12:30:00+00:00,10.0000,1.9067,294.4046,1,1
2024-01-04 13:00:00+00:00,10.0000,1.9076,294.4543,1,1
2024-01-04 13:30:00+00:00,10.0000,1.9084,294.5040,1,1
2024-01-04 14:00:00+00:00,10.0000,1.9092,294.5537,1,1
2024-01-04 14:30:00+00:00,10.0000,1.9101,294.6033,1,1
2024-01-04 15:00:00+00:00,10.0000,1.9109,294.6530,1,1
2024-01-04 15:30:00+00:00,10.0000,1.9117,294.7026,1,1
2024-01-04 16:00:00+00:00,10.0000,1.9125,294.7522,1,1
2024-01-04 16:30:00+00:00,10.0000,1.9134,294.8018,1,1
2024-01-04 17:00:00+00:00,10.0000,1.9142,294.8514,1,1
2024-01-04 17:30:00+00:00,10.0000,1.9150,294.9009,1,1
2024-01-04 18:00:00+00:00,10.0000,1.9158,294.9505,1,1
2024-01-04 18:30:00+00:00,10.0000,1.9167,295.0000,1,1
2024-01-04 19:00:00+00:00,10.0000,1.9175,295.0495,1,1
2024-01-04 19:30:00+00:00,10.0000,1.9183,295.0990,1,1
2024-01-04 20:00:00+00:00,10.0000,1.9191,295.1485,1,1
2024-01-04 20:30:00+00:00,10.0000,1.9200,295.1980,1,1
2024-01-04 21:00:00+00:00,10.0000,1.9208,295.2474,1,1
2024-01-04 21:30:00+00:00,10.0000,1.9216,295.2969,1,1
2024-01-04 22:00:00+00:00,10.0000,1.9224,295.3463,1,1
2024-01-04 22:30:00+00:00,10.0000,1.9233,295.3957,1,1
2024-01-04 23:00:00+00:00,10.0000,1.9241,295.4451,1,1
2024-01-04 23:30:00+00:00,10.0000,1.9249,295.4945,1,1
2024-01-05 00:00:00+00:00,10.0000,1.9257,295.5439,1,1
2024-01-05 00:30:00+00:00,10.0000,1.9266,295.5932,1,1
2024-01-05 01:00:00+00:00,10.0000,1.9274,295.6426,1,1
2024-01-05 01:30:00+00:00,10.0000,1.9282,295.6919,1,1
2024-01-05 02:00:00+00:00,10.0000,1.9290,295.7412,1,1
2024-01-05 02:30:00+00:00,10.0000,1.9298,295.7905,1,1
2024-01-05 03:00:00+00:00,10.0000,1.9307,295.8398,1,1
2024-01-05 03:30:00+00:00,10.0000,1.9315,295.8891,1,1
2024-01-05 04:00:00+00:00,10.0000,1.9323,295.9383,1,1
2024-01-05 04:30:00+00:00,10.0000,1.9331,295.9876,1,1
2024-01-05 05:00:00+00:00,10.0000,1.9339,296.0368,1,1
2024-01-05 05:30:00+00:00,10.0000,1.9348,296.0860,1,1
2024-01-05 06:00:00+00:00,10.0000,1.9356,296.1352,1,1
2024-01-05 06:30:00+00:00,10.0000,1.9364,296.1844,1,1
2024-01-05 07:00:00+00:00,10.0000,1.9372,296.2335,1,1
2024-01-05 07:30:00+00:00,10.0000,1.9380,296.2827,1,1
2024-01-05 08:00:00+00:00,10.0000,1.9389,296.3318,1,1
2024-01-05 08:30:00+00:00,10.0000,1.9397,296.3809,1,1
2024-01-05 09:00:00+00:00,10.0000,1.9405,296.4300,1,1
2024-01-05 09:30:00+00:00,10.0000,1.9413,296.4791,1,1
2024-01-05 10:00:00+00:00,10.0000,1.9421,296.5282,1,1
2024-01-05 10:30:00+00:00,10.0000,1.9430,296.5772,1,1
2024-01-05 11:00:00+00:00,10.0000,1.9438,296.6263,1,1
2024-01-05 11:30:00+00:00,10.0000,1.9446,296.6753,1,1
2024-01-05 12:00:00+00:00,10.0000,1.9454,296.7243,1,1
2024-01-05 12:30:00+00:00,10.0000,1.9462,296.7733,1,1
2024-01-05 13:00:00+00:00,10.0000,1.9470,296.8223,1,1
2024-01-05 13:30:00+00:00,10.0000,1.9479,296.8713,1,1
2024-01-05 14:00:00+00:00,10.0000,1.9487,296.9202,1,1
2024-01-05 14:30:00+00:00,10.0000,1.9495,296.9692,1,1
2024-01-05 15:00:00+00:00,10.0000,1.9503,297.0181,1,1
2024-01-05 15:30:00+00:00,10.0000,1.9511,297.0670,1,1
2024-01-05 16:00:00+00:00,10.0000,1.9519,297.1159,1,1
2024-01-05 16:30:00+00:00,10.0000,1.9527,297.1648,1,1
2024-01-05 17:00:00+00:00,10.0000,1.9536,297.2136,1,1
2024-01-05 17:30:00+00:00,10.0000,1.9544,297.2625,1,1
2024-01-05 18:00:00+00:00,10.0000,1.9552,297.3113,1,1
2024-01-05 18:30:00+00:00,10.0000,1.9560,297.3601,1,1
2024-01-05 19:00:00+00:00,10.0000,1.9568,297.4089,1,1
2024-01-05 19:30:00+00:00,10.0000,1.9576,297.4577,1,1
2024-01-05 20:00:00+00:00,10.0000,1.9584,297.5065,1,1
2024-01-05 20:30:00+00:00,10.0000,1.9593,297.5553,1,1
2024-01-05 21:00:00+00:00,10.0000,1.9601,297.6040,1,1
2024-01-05 21:30:00+00:00,10.0000,1.9609,297.6527,1,1
2024-01-05 22:00:00+00:00,10.0000,1.9617,297.7015,1,1
2024-01-05 22:30:00+00:00,10.0000,1.9625,297.7502,1,1
2024-01-05 23:00:00+00:00,10.0000,1.9633,297.7988,1,1
2024-01-05 23:30:00+00:00,10.0000,1.9641,297.8475,1,1
2024-01-06 00:00:00+00:00,10.0000,1.9649,297.8962,1,1
2024-01-06 00:30:00+00:00,10.0000,1.9657,297.9448,1,1
2024-01-06 01:00:00+00:00,10.0000,1.9666,297.9934,1,1
2024-01-06 01:30:00+00:00,10.0000,1.9674,298.0420,1,1
2024-01-06 02:00:00+00:00,10.0000,1.9682,298.0906,1,1
2024-01-06 02:30:00+00:00,10.0000,1.9690,298.1392,1,1
2024-01-06 03:00:00+00:00,10.0000,1.9698,298.1878,1,1
2024-01-06 03:30:00+00:00,10.0000,1.9706,298.2363,1,1
2024-01-06 04:00:00+00:00,10.0000,1.9714,298.2848,1,1
2024-01-06 04:30:00+00:00,10.0000,1.9722,298.3334,1,1
2024-01-06 05:00:00+00:00,10.0000,1.9730,298.3819,1,1
2024-01-06 05:30:00+00:00,10.0000,1.9738,298.4304,1,1
2024-01-06 06:00:00+00:00,10.0000,1.9746,298.4788,1,1
2024-01-06 06:30:00+00:00,10.0000,1.9755,298.5273,1,1
2024-01-06 07:00:00+00:00,10.0000,1.9763,298.5757,1,1
2024-01-06 07:30:00+00:00,10.0000,1.9771,298.6242,1,1
2024-01-06 08:00:00+00:00,10.0000,1.9779,298.6726,1,1
2024-01-06 08:30:00+00:00,10.0000,1.9787,298.7210,1,1
2024-01-06 09:00:00+00:00,10.0000,1.9795,298.7693,1,1
2024-01-06 09:30:00+00:00,10.0000,1.9803,298.8177,1,1
2024-01-06 10:00:00+00:00,10.0000,1.9811,298.8661,1,1
2024-01-06 10:30:00+00:00,10.0000,1.9819,298.9144,1,1
2024-01-06 11:00:00+00:00,10.0000,1.9827,298.9627,1,1
2024-01-06 11:30:00+00:00,10.0000,1.9835,299.0110,1,1
2024-01-06 12:00:00+00:00,10.0000,1.9843,299.0593,1,1
2024-01-06 12:30:00+00:00,10.0000,1.9851,299.1076,1,1
2024-01-06 13:00:00+00:00,10.0000,1.9859,299.1558,1,1
2024-01-06 13:30:00+00:00,10.0000,1.9867,299.2041,1,1
2024-01-06 14:00:00+00:00,10.0000,1.9875,299.2523,1,1
2024-01-06 14:30:00+00:00,10.0000,1.9883,299.3005,1,1
2024-01-06 15:00:00+00:00,10.0000,1.9891,299.3487,1,1
2024-01-06 15:30:00+00:00,10.0000,1.9899,299.3969,1,1
2024-01-06 16:00:00+00:00,10.0000,1.9908,299.4451,1,1
2024-01-06 16:30:00+00:00,10.0000,1.9916,299.4932,1,1
2024-01-06 17:00:00+00:00,10.0000,1.9924,299.5414,1,1
2024-01-06 17:30:00+00:00,10.0000,1.9932,299.5895,1,1
2024-01-06 18:00:00+00:00,10.0000,1.9940,299.6376,1,1
2024-01-06 18:30:00+00:00,10.0000,1.9948,299.6857,1,1
2024-01-06 19:00:00+00:00,10.0000,1.9956,299.7338,1,1
2024-01-06 19:30:00+00:00,10.0000,1.9964,299.7818,1,1
2024-01-06 20:00:00+00:00,10.0000,1.9972,299.8299,1,1
2024-01-06 20:30:00+00:00,10.0000,1.9980,299.8779,1,1
2024-01-06 21:00:00+00:00,10.0000,1.9988,299.9259,1,1
2024-01-06 21:30:00+00:00,10.0000,1.9996,299.9739,1,1
2024-01-06 22:00:00+00:00,10.0000,2.0004,300.0219,1,1
2024-01-06 22:30:00+00:00,10.0000,2.0012,300.0699,1,1
2024-01-06 23:00:00+00:00,10.0000,2.0020,300.1178,1,1
2024-01-06 23:30:00+00:00,10.0000,2.0028,300.1658,1,1
2024-01-07 00:00:00+00:00,10.0000,2.0036,300.2137,1,1
2024-01-07 00:30:00+00:00,10.0000,2.0044,300.2616,1,1
2024-01-07 01:00:00+00:00,10.0000,2.0052,300.3095,1,1
2024-01-07 01:30:00+00:00,10.0000,2.0060,300.3574,1,1
2024-01-07 02:00:00+00:00,10.0000,2.0068,300.4052,1,1
2024-01-07 02:30:00+00:00,10.0000,2.0076,300.4531,1,1
2024-01-07 03:00:00+00:00,10.0000,2.0083,300.5009,1,1
2024-01-07 03:30:00+00:00,10.0000,2.0091,300.5487,1,1
2024-01-07 04:00:00+00:00,10.0000,2.0099,300.5965,1,1
2024-01-07 04:30:00+00:00,10.0000,2.0107,300.6443,1,1
2024-01-07 05:00:00+00:00,10.0000,2.0115,300.6921,1,1
2024-01-07 05:30:00+00:00,10.0000,2.0123,300.7398,1,1
2024-01-07 06:00:00+00:00,10.0000,2.0131,300.7876,1,1
2024-01-07 06:30:00+00:00,10.0000,2.0139,300.8353,1,1
2024-01-07 07:00:00+00:00,10.0000,2.0147,300.8830,1,1
2024-01-07 07:30:00+00:00,10.0000,2.0155,300.9307,1,1
2024-01-07 08:00:00+00:00,10.0000,2.0163,300.9784,1,1
2024-01-07 08:30:00+00:00,10.0000,2.0171,301.0260,1,1
2024-01-07 09:00:00+00:00,10.0000,2.0179,301.0737,1,1
2024-01-07 09:30:00+00:00,10.0000,2.0187,301.1213,1,1
2024-01-07 10:00:00+00:00,10.0000,2.0195,301.1689,1,1
2024-01-07 10:30:00+00:00,10.0000,2.0203,301.2165,1,1
2024-01-07 11:00:00+00:00,10.0000,2.0211,301.2641,1,1
2024-01-07 11:30:00+00:00,10.0000,2.0219,301.3117,1,1
2024-01-07 12:00:00+00:00,10.0000,2.0227,301.3592,1,1
2024-01-07 12:30:00+00:00,10.0000,2.0234,301.4068,1,1
2024-01-07 13:00:00+00:00,10.0000,2.0242,301.4543,1,1
2024-01-07 13:30:00+00:00,10.0000,2.0250,301.5018,1,1
2024-01-07 14:00:00+00:00,10.0000,2.0258,301.5493,1,1
2024-01-07 14:30:00+00:00,10.0000,2.0266,301.5967,1,1
2024-01-07 15:00:00+00:00,10.0000,2.0274,301.6442,1,1
2024-01-07 15:30:00+00:00,10.0000,2.0282,301.6916,1,1
2024-01-07 16:00:00+00:00,10.0000,2.0290,301.7391,1,1
2024-01-07 16:30:00+00:00,10.0000,2.0298,301.7865,1,1
2024-01-07 17:00:00+00:00,10.0000,2.0306,301.8339,1,1
2024-01-07 17:30:00+00:00,10.0000,2.0314,301.8813,1,1
2024-01-07 18:00:00+00:00,10.0000,2.0321,301.9286,1,1
2024-01-07 18:30:00+00:00,10.0000,2.0329,301.9760,1,1
2024-01-07 19:00:00+00:00,10.0000,2.0337,302.0233,1,1
2024-01-07 19:30:00+00:00,10.0000,2.0345,302.0706,1,1
2024-01-07 20:00:00+00:00,10.0000,2.0353,302.1179,1,1
2024-01-07 20:30:00+00:00,10.0000,2.0361,302.1652,1,1
2024-01-07 21:00:00+00:00,10.0000,2.0369,302.2125,1,1
2024-01-07 21:30:00+00:00,10.0000,2.0377,302.2598,1,1
2024-01-07 22:00:00+00:00,10.0000,2.0384,302.3070,1,1
2024-01-07 22:30:00+00:00,10.0000,2.0392,302.3542,1,1
2024-01-07 23:00:00+00:00,10.0000,2.0400,302.4014,1,1
2024-01-07 23:30:00+00:00,10.0000,2.0408,302.4486,1,1
2024-01-08 00:00:00+00:00,10.0000,2.0416,302.4958,1,1
2024-01-08 00:30:00+00:00,10.0000,2.0424,302.5430,1,1
2024-01-08 01:00:00+00:00,10.0000,2.0432,302.5901,1,1
2024-01-08 01:30:00+00:00,10.0000,2.0440,302.6372,1,1
2024-01-08 02:00:00+00:00,10.0000,2.0447,302.6844,1,1
2024-01-08 02:30:00+00:00,10.0000,2.0455,302.7315,1,1
2024-01-08 03:00:00+00:00,10.0000,2.0463,302.7785,1,1
2024-01-08 03:30:00+00:00,10.0000,2.0471,302.8256,1,1
2024-01-08 04:00:00+00:00,10.0000,2.0479,302.8727,1,1
2024-01-08 04:30:00+00:00,10.0000,2.0487,302.9197,1,1
2024-01-08 05:00:00+00:00,10.0000,2.0494,302.9667,1,1
2024-01-08 05:30:00+00:00,10.0000,2.0502,303.0137,1,1
2024-01-08 06:00:00+00:00,10.0000,2.0510,303.0607,1,1
2024-01-08 06:30:00+00:00,10.0000,2.0518,303.1077,1,1
2024-01-08 07:00:00+00:00,10.0000,2.0526,303.1546,1,1
2024-01-08 07:30:00+00:00,10.0000,2.0534,303.2016,1,1
2024-01-08 08:00:00+00:00,10.0000,2.0541,303.2485,1,1
2024-01-08 08:30:00+00:00,10.0000,2.0549,303.2954,1,1
2024-01-08 09:00:00+00:00,10.0000,2.0557,303.3423,1,1
2024-01-08 09:30:00+00:00,10.0000,2.0565,303.3892,1,1
2024-01-08 10:00:00+00:00,10.0000,2.0573,303.4361,1,1
2024-01-08 10:30:00+00:00,10.0000,2.0580,303.4829,1,1
2024-01-08 11:00:00+00:00,10.0000,2.0588,303.5297,1,1
2024-01-08 11:30:00+00:00,10.0000,2.0596,303.5766,1,1
2024-01-08 12:00:00+00:00,10.0000,2.0604,303.6234,1,1
2024-01-08 12:30:00+00:00,10.0000,2.0612,303.6701,1,1
2024-01-08 13:00:00+00:00,10.0000,2.0619,303.7169,1,1
2024-01-08 13:30:00+00:00,10.0000,2.0627,303.7637,1,1
2024-01-08 14:00:00+00:00,10.0000,2.0635,303.8104,1,1
2024-01-08 14:30:00+00:00,10.0000,2.0643,303.8571,1,1
2024-01-08 15:00:00+00:00,10.0000,2.0651,303.9038,1,1
2024-01-08 15:30:00+00:00,10.0000,2.0658,303.9505,1,1
2024-01-08 16:00:00+00:00,10.0000,2.0666,303.9972,1,1
2024-01-08 16:30:00+00:00,10.0000,2.0674,304.0438,1,1
2024-01-08 17:00:00+00:00,10.0000,2.0682,304.0905,1,1
2024-01-08 17:30:00+00:00,10.0000,2.0690,304.1371,1,1
2024-01-08 18:00:00+00:00,10.0000,2.0697,304.1837,1,1
2024-01-08 18:30:00+00:00,10.0000,2.0705,304.2303,1,1
2024-01-08 19:00:00+00:00,10.0000,2.0713,304.2769,1,1
2024-01-08 19:30:00+00:00,10.0000,2.0721,304.3235,1,1
2024-01-08 20:00:00+00:00,10.0000,2.0728,304.3700,1,1
2024-01-08 20:30:00+00:00,10.0000,2.0736,304.4165,1,1
2024-01-08 21:00:00+00:00,10.0000,2.0744,304.4630,1,1
2024-01-08 21:30:00+00:00,10.0000,2.0752,304.5095,1,1
2024-01-08 22:00:00+00:00,10.0000,2.0759,304.5560,1,1
2024-01-08 22:30:00+00:00,10.0000,2.0767,304.6025,1,1
2024-01-08 23:00:00+00:00,10.0000,2.0775,304.6489,1,1
2024-01-08 23:30:00+00:00,10.0000,2.0783,304.6954,1,1
2024-01-09 00:00:00+00:00,10.0000,2.0790,304.7418,1,1
2024-01-09 00:30:00+00:00,10.0000,2.0798,304.7882,1,1
2024-01-09 01:00:00+00:00,10.0000,2.0806,304.8346,1,1
