time,depth,latitude,longitude,CSPD,CDIR,CSPD_QC,CDIR_QC
2024-01-01 21:30:00+00:00,10.0000,41.2848,1.8339,1.9100,294.6006,1,1
2024-01-01 22:00:00+00:00,10.0000,41.2839,1.8342,1.9133,294.8001,1,1
2024-01-01 22:30:00+00:00,10.0000,41.2829,1.8344,1.9167,294.9995,1,1
2024-01-01 23:00:00+00:00,10.0000,41.2820,1.8346,1.9200,295.1985,1,1
2024-01-01 23:30:00+00:00,10.0000,41.2810,1.8349,1.9233,295.3974,1,1
2024-01-02 00:00:00+00:00,10.0000,41.2801,1.8351,1.9266,295.5960,1,1
2024-01-02 00:30:00+00:00,10.0000,41.2791,1.8353,1.9299,295.7943,1,1
2024-01-02 01:00:00+00:00,10.0000,41.2781,1.8355,1.9332,295.9924,1,1
2024-01-02 01:30:00+00:00,10.0000,41.2770,1.8358,1.9365,296.1903,1,1
2024-01-02 02:00:00+00:00,10.0000,41.2760,1.8360,1.9398,296.3879,1,1
2024-01-02 02:30:00+00:00,10.0000,41.2749,1.8362,1.9431,296.5853,1,1
2024-01-02 03:00:00+00:00,10.0000,41.2739,1.8365,1.9464,296.7825,1,1
2024-01-02 03:30:00+00:00,10.0000,41.2728,1.8367,1.9497,296.9794,1,1
2024-01-02 04:00:00+00:00,10.0000,41.2717,1.8369,1.9529,297.1761,1,1
2024-01-02 04:30:00+00:00,10.0000,41.2706,1.8372,1.9562,297.3725,1,1
2024-01-02 05:00:00+00:00,10.0000,41.2694,1.8374,1.9595,297.5687,1,1
2024-01-02 05:30:00+00:00,10.0000,41.2683,1.8376,1.9627,297.7646,1,1
2024-01-02 06:00:00+00:00,10.0000,41.2671,1.8378,1.9660,297.9603,1,1
2024-01-02 06:30:00+00:00,10.0000,41.2660,1.8381,1.9693,298.1557,1,1
2024-01-02 07:00:00+00:00,10.0000,41.2648,1.8383,1.9725,298.3510,1,1
2024-01-02 07:30:00+00:00,10.0000,41.2636,1.8385,1.9758,298.5459,1,1
2024-01-02 08:00:00+00:00,10.0000,41.2624,1.8388,1.9790,298.7406,1,1
2024-01-02 08:30:00+00:00,10.0000,41.2612,1.8390,1.9823,298.9351,1,1
2024-01-02 09:00:00+00:00,10.0000,41.2599,1.8392,1.9855,299.1293,1,1
2024-01-02 09:30:00+00:00,10.0000,41.2587,1.8394,1.9887,299.3233,1,1
2024-01-02 10:00:00+00:00,10.0000,41.2574,1.8397,1.9920,299.5170,1,1
2024-01-02 10:30:00+00:00,10.0000,41.2562,1.8399,1.9952,299.7105,1,1
2024-01-02 11:00:00+00:00,10.0000,41.2549,1.8401,1.9984,299.9038,1,1
2024-01-02 11:30:00+00:00,10.0000,41.2536,1.8404,2.0016,300.0968,1,1
2024-01-02 12:00:00+00:00,10.0000,41.2523,1.8406,2.0048,300.2895,1,1
2024-01-02 12:30:00+00:00,10.0000,41.2510,1.8408,2.0080,300.4820,1,1
2024-01-02 13:00:00+00:00,10.0000,41.2497,1.8410,2.0112,300.6742,1,1
2024-01-02 13:30:00+00:00,10.0000,41.2483,1.8413,2.0144,300.8662,1,1
2024-01-02 14:00:00+00:00,10.0000,41.2470,1.8415,2.0176,301.0580,1,1
2024-01-02 14:30:00+00:00,10.0000,41.2456,1.8417,2.0208,301.2495,1,1
2024-01-02 15:00:00+00:00,10.0000,41.2443,1.8420,2.0240,301.4407,1,1
2024-01-02 15:30:00+00:00,10.0000,41.2429,1.8422,2.0272,301.6317,1,1
2024-01-02 16:00:00+00:00,10.0000,41.2415,1.8424,2.0304,301.8224,1,1
2024-01-02 16:30:00+00:00,10.0000,41.2402,1.8426,2.0335,302.0129,1,1
2024-01-02 17:00:00+00:00,10.0000,41.2388,1.8429,2.0367,302.2031,1,1
2024-01-02 17:30:00+00:00,10.0000,41.2374,1.8431,2.0399,302.3931,1,1
2024-01-02 18:00:00+00:00,10.0000,41.2359,1.8433,2.0430,302.5829,1,1
2024-01-02 18:30:00+00:00,10.0000,41.2345,1.8436,2.0462,302.7723,1,1
2024-01-02 19:00:00+00:00,10.0000,41.2331,1.8438,2.0494,302.9615,1,1
2024-01-02 19:30:00+00:00,10.0000,41.2317,1.8440,2.0525,303.1505,1,1
2024-01-02 20:00:00+00:00,10.0000,41.2302,1.8442,2.0557,303.3392,1,1
2024-01-02 20:30:00+00:00,10.0000,41.2288,1.8445,2.0588,303.5277,1,1
2024-01-02 21:00:00+00:00,10.0000,41.2273,1.8447,2.0619,303.7159,1,1
2024-01-02 21:30:00+00:00,10.0000,41.2259,1.8449,2.0651,303.9038,1,1
2024-01-02 22:00:00+00:00,10.0000,41.2244,1.8452,2.0682,304.0915,1,1
2024-01-02 22:30:00+00:00,10.0000,41.2230,1.8454,2.0713,304.2789,1,1
2024-01-02 23:00:00+00:00,10.0000,41.2215,1.8456,2.0744,304.4661,1,1
2024-01-02 23:30:00+00:00,10.0000,41.2200,1.8459,2.0776,304.6530,1,1
2024-01-03 00:00:00+00:00,10.0000,41.2185,1.8461,2.0807,304.8397,1,1
2024-01-03 00:30:00+00:00,10.0000,41.2171,1.8463,2.0838,305.0261,1,1
2024-01-03 01:00:00+00:00,10.0000,41.2156,1.8465,2.0869,305.2122,1,1
2024-01-03 01:30:00+00:00,10.0000,41.2141,1.8468,2.0900,305.3981,1,1
2024-01-03 02:00:00+00:00,10.0000,41.2126,1.8470,2.0931,305.5837,1,1
2024-01-03 02:30:00+00:00,10.0000,41.2111,1.8472,2.0962,305.7691,1,1
2024-01-03 03:00:00+00:00,10.0000,41.2096,1.8475,2.0992,305.9542,1,1
2024-01-03 03:30:00+00:00,10.0000,41.2081,1.8477,2.1023,306.1390,1,1
2024-01-03 04:00:00+00:00,10.0000,41.2066,1.8479,2.1054,306.3236,1,1
2024-01-03 04:30:00+00:00,10.0000,41.2051,1.8481,2.1085,306.5079,1,1
2024-01-03 05:00:00+00:00,10.0000,41.2036,1.8484,2.1115,306.6920,1,1
2024-01-03 05:30:00+00:00,10.0000,41.2021,1.8486,2.1146,306.8758,1,1
2024-01-03 06:00:00+00:00,10.0000,41.2006,1.8488,2.1177,307.0593,1,1
2024-01-03 06:30:00+00:00,10.0000,41.1991,1.8491,2.1207,307.2426,1,1
2024-01-03 07:00:00+00:00,10.0000,41.1975,1.8493,2.1238,307.4256,1,1
2024-01-03 07:30:00+00:00,10.0000,41.1960,1.8495,2.1268,307.6083,1,1
2024-01-03 08:00:00+00:00,10.0000,41.1945,1.8497,2.1298,307.7908,1,1
2024-01-03 08:30:00+00:00,10.0000,41.1930,1.8500,2.1329,307.9730,1,1
2024-01-03 09:00:00+00:00,10.0000,41.1915,1.8502,2.1359,308.1550,1,1
2024-01-03 09:30:00+00:00,10.0000,41.1900,1.8504,2.1389,308.3367,1,1
2024-01-03 10:00:00+00:00,10.0000,41.1885,1.8507,2.1420,308.5181,1,1
2024-01-03 10:30:00+00:00,10.0000,41.1870,1.8509,2.1450,308.6992,1,1
2024-01-03 11:00:00+00:00,10.0000,41.1855,1.8511,2.1480,308.8801,1,1
2024-01-03 11:30:00+00:00,10.0000,41.1840,1.8513,2.1510,309.0608,1,1
2024-01-03 12:00:00+00:00,10.0000,41.1825,1.8516,2.1540,309.2411,1,1
2024-01-03 12:30:00+00:00,10.0000,41.1811,1.8518,2.1570,309.4212,1,1
2024-01-03 13:00:00+00:00,10.0000,41.1796,1.8520,2.1600,309.6010,1,1
2024-01-03 13:30:00+00:00,10.0000,41.1781,1.8523,2.1630,309.7806,1,1
2024-01-03 14:00:00+00:00,10.0000,41.1766,1.8525,2.1660,309.9598,1,1
2024-01-03 14:30:00+00:00,10.0000,41.1751,1.8527,2.1690,310.1389,1,1
2024-01-03 15:00:00+00:00,10.0000,41.1737,1.8529,2.1720,310.3176,1,1
2024-01-03 15:30:00+00:00,10.0000,41.1722,1.8532,2.1749,310.4961,1,1
2024-01-03 16:00:00+00:00,10.0000,41.1707,1.8534,2.1779,310.6743,1,1
2024-01-03 16:30:00+00:00,10.0000,41.1693,1.8536,2.1809,310.8522,1,1
2024-01-03 17:00:00+00:00,10.0000,41.1678,1.8539,2.1838,311.0299,1,1
2024-01-03 17:30:00+00:00,10.0000,41.1664,1.8541,2.1868,311.2073,1,1
2024-01-03 18:00:00+00:00,10.0000,41.1650,1.8543,2.1897,311.3844,1,1
2024-01-03 18:30:00+00:00,10.0000,41.1635,1.8546,2.1927,311.5612,1,1
2024-01-03 19:00:00+00:00,10.0000,41.1621,1.8548,2.1956,311.7378,1,1
2024-01-03 19:30:00+00:00,10.0000,41.1607,1.8550,2.1986,311.9141,1,1
2024-01-03 20:00:00+00:00,10.0000,41.1593,1.8552,2.2015,312.0901,1,1
2024-01-03 20:30:00+00:00,10.0000,41.1579,1.8555,2.2044,312.2659,1,1
2024-01-03 21:00:00+00:00,10.0000,41.1565,1.8557,2.2074,312.4414,1,1
2024-01-03 21:30:00+00:00,10.0000,41.1551,1.8559,2.2103,312.6166,1,1
2024-01-03 22:00:00+00:00,10.0000,41.1538,1.8562,2.2132,312.7915,1,1
2024-01-03 22:30:00+00:00,10.0000,41.1524,1.8564,2.2161,312.9662,1,1
2024-01-03 23:00:00+00:00,10.0000,41.1510,1.8566,2.2190,313.1406,1,1
2024-01-03 23:30:00+00:00,10.0000,41.1497,1.8568,2.2219,313.3147,1,1
2024-01-04 00:00:00+00:00,10.0000,41.1484,1.8571,2.2248,313.4885,1,1
2024-01-04 00:30:00+00:00,10.0000,41.1470,1.8573,2.2277,313.6621,1,1
2024-01-04 01:00:00+00:00,10.0000,41.1457,1.8575,2.2306,313.8353,1,1
2024-01-04 01:30:00+00:00,10.0000,41.1444,1.8578,2.2335,314.0084,1,1
2024-01-04 02:00:00+00:00,10.0000,41.1431,1.8580,2.2364,314.1811,1,1
2024-01-04 02:30:00+00:00,10.0000,41.1418,1.8582,2.2392,314.3535,1,1
2024-01-04 03:00:00+00:00,10.0000,41.1406,1.8584,2.2421,314.5257,1,1
2024-01-04 03:30:00+00:00,10.0000,41.1393,1.8587,2.2450,314.6976,1,1
2024-01-04 04:00:00+00:00,10.0000,41.1381,1.8589,2.2478,314.8692,1,1
2024-01-04 04:30:00+00:00,10.0000,41.1368,1.8591,2.2507,315.0405,1,1
2024-01-04 05:00:00+00:00,10.0000,41.1356,1.8594,2.2535,315.2116,1,1
2024-01-04 05:30:00+00:00,10.0000,41.1344,1.8596,2.2564,315.3824,1,1
2024-01-04 06:00:00+00:00,10.0000,41.1332,1.8598,2.2592,315.5529,1,1
2024-01-04 06:30:00+00:00,10.0000,41.1320,1.8600,2.2621,315.7231,1,1
2024-01-04 07:00:00+00:00,10.0000,41.1308,1.8603,2.2649,315.8930,1,1
2024-01-04 07:30:00+00:00,10.0000,41.1297,1.8605,2.2677,316.0627,1,1
2024-01-04 08:00:00+00:00,10.0000,41.1285,1.8607,2.2705,316.2320,1,1
2024-01-04 08:30:00+00:00,10.0000,41.1274,1.8610,2.2734,316.4011,1,1
2024-01-04 09:00:00+00:00,10.0000,41.1263,1.8612,2.2762,316.5699,1,1
2024-01-04 09:30:00+00:00,10.0000,41.1252,1.8614,2.2790,316.7385,1,1
2024-01-04 10:00:00+00:00,10.0000,41.1241,1.8616,2.2818,316.9067,1,1
2024-01-04 10:30:00+00:00,10.0000,41.1230,1.8619,2.2846,317.0747,1,1
2024-01-04 11:00:00+00:00,10.0000,41.1219,1.8621,2.2874,317.2423,1,1
2024-01-04 11:30:00+00:00,10.0000,41.1209,1.8623,2.2902,317.4097,1,1
2024-01-04 12:00:00+00:00,10.0000,41.1199,1.8626,2.2929,317.5768,1,1
2024-01-04 12:30:00+00:00,10.0000,41.1188,1.8628,2.2957,317.7437,1,1
2024-01-04 13:00:00+00:00,10.0000,41.1178,1.8630,2.2985,317.9102,1,1
2024-01-04 13:30:00+00:00,10.0000,41.1169,1.8633,2.3013,318.0764,1,1
2024-01-04 14:00:00+00:00,10.0000,41.1159,1.8635,2.3040,318.2424,1,1
2024-01-04 14:30:00+00:00,10.0000,41.1149,1.8637,2.3068,318.4081,1,1
2024-01-04 15:00:00+00:00,10.0000,41.1140,1.8639,2.3096,318.5735,1,1
2024-01-04 15:30:00+00:00,10.0000,41.1131,1.8642,2.3123,318.7386,1,1
2024-01-04 16:00:00+00:00,10.0000,41.1122,1.8644,2.3151,318.9034,1,1
2024-01-04 16:30:00+00:00,10.0000,41.1113,1.8646,2.3178,319.0679,1,1
2024-01-04 17:00:00+00:00,10.0000,41.1104,1.8649,2.3205,319.2322,1,1
2024-01-04 17:30:00+00:00,10.0000,41.1096,1.8651,2.3233,319.3961,1,1
2024-01-04 18:00:00+00:00,10.0000,41.1088,1.8653,2.3260,319.5598,1,1
2024-01-04 18:30:00+00:00,10.0000,41.1079,1.8655,2.3287,319.7232,1,1
2024-01-04 19:00:00+00:00,10.0000,41.1072,1.8658,2.3314,319.8863,1,1
2024-01-04 19:30:00+00:00,10.0000,41.1064,1.8660,2.3342,320.0491,1,1
2024-01-04 20:00:00+00:00,10.0000,41.1056,1.8662,2.3369,320.2116,1,1
2024-01-04 20:30:00+00:00,10.0000,41.1049,1.8665,2.3396,320.3738,1,1
2024-01-04 21:00:00+00:00,10.0000,41.1041,1.8667,2.3423,320.5357,1,1
2024-01-04 21:30:00+00:00,10.0000,41.1034,1.8669,2.3450,320.6974,1,1
2024-01-04 22:00:00+00:00,10.0000,41.1028,1.8671,2.3476,320.8587,1,1
2024-01-04 22:30:00+00:00,10.0000,41.1021,1.8674,2.3503,321.0198,1,1
2024-01-04 23:00:00+00:00,10.0000,41.1014,1.8676,2.3530,321.1805,1,1
2024-01-04 23:30:00+00:00,10.0000,41.1008,1.8678,2.3557,321.3410,1,1
2024-01-05 00:00:00+00:00,10.0000,41.1002,1.8681,2.3584,321.5012,1,1
2024-01-05 00:30:00+00:00,10.0000,41.0996,1.8683,2.3610,321.6611,1,1
2024-01-05 01:00:00+00:00,10.0000,41.0990,1.8685,2.3637,321.8207,1,1
2024-01-05 01:30:00+00:00,10.0000,41.0985,1.8687,2.3663,321.9800,1,1
2024-01-05 02:00:00+00:00,10.0000,41.0979,1.8690,2.3690,322.1390,1,1
2024-01-05 02:30:00+00:00,10.0000,41.0974,1.8692,2.3716,322.2977,1,1
2024-01-05 03:00:00+00:00,10.0000,41.0969,1.8694,2.3743,322.4561,1,1
2024-01-05 03:30:00+00:00,10.0000,41.0965,1.8697,2.3769,322.6142,1,1
2024-01-05 04:00:00+00:00,10.0000,41.0960,1.8699,2.3795,322.7721,1,1
2024-01-05 04:30:00+00:00,10.0000,41.0956,1.8701,2.3822,322.9296,1,1
2024-01-05 05:00:00+00:00,10.0000,41.0951,1.8703,2.3848,323.0868,1,1
2024-01-05 05:30:00+00:00,10.0000,41.0948,1.8706,2.3874,323.2438,1,1
2024-01-05 06:00:00+00:00,10.0000,41.0944,1.8708,2.3900,323.4004,1,1
2024-01-05 06:30:00+00:00,10.0000,41.0940,1.8710,2.3926,323.5568,1,1
2024-01-05 07:00:00+00:00,10.0000,41.0937,1.8713,2.3952,323.7128,1,1
2024-01-05 07:30:00+00:00,10.0000,41.0934,1.8715,2.3978,323.8686,1,1
2024-01-05 08:00:00+00:00,10.0000,41.0931,1.8717,2.4004,324.0240,1,1
2024-01-05 08:30:00+00:00,10.0000,41.0928,1.8720,2.4030,324.1792,1,1
2024-01-05 09:00:00+00:00,10.0000,41.0926,1.8722,2.4056,324.3341,1,1
2024-01-05 09:30:00+00:00,10.0000,41.0923,1.8724,2.4081,324.4886,1,1
2024-01-05 10:00:00+00:00,10.0000,41.0921,1.8726,2.4107,324.6429,1,1
2024-01-05 10:30:00+00:00,10.0000,41.0919,1.8729,2.4133,324.7968,1,1
2024-01-05 11:00:00+00:00,10.0000,41.0918,1.8731,2.4158,324.9505,1,1
2024-01-05 11:30:00+00:00,10.0000,41.0916,1.8733,2.4184,325.1039,1,1
2024-01-05 12:00:00+00:00,10.0000,41.0915,1.8736,2.4209,325.2569,1,1
2024-01-05 12:30:00+00:00,10.0000,41.0914,1.8738,2.4235,325.4097,1,1
2024-01-05 13:00:00+00:00,10.0000,41.0913,1.8740,2.4260,325.5622,1,1
2024-01-05 13:30:00+00:00,10.0000,41.0912,1.8742,2.4286,325.7143,1,1
2024-01-05 14:00:00+00:00,10.0000,41.0912,1.8745,2.4311,325.8662,1,1
2024-01-05 14:30:00+00:00,10.0000,41.0911,1.8747,2.4336,326.0177,1,1
2024-01-05 15:00:00+00:00,10.0000,41.0911,1.8749,2.4361,326.1690,1,1
2024-01-05 15:30:00+00:00,10.0000,41.0912,1.8752,2.4387,326.3199,1,1
2024-01-05 16:00:00+00:00,10.0000,41.0912,1.8754,2.4412,326.4706,1,1
2024-01-05 16:30:00+00:00,10.0000,41.0913,1.8756,2.4437,326.6209,1,1
2024-01-05 17:00:00+00:00,10.0000,41.0913,1.8758,2.4462,326.7710,1,1
2024-01-05 17:30:00+00:00,10.0000,41.0914,1.8761,2.4487,326.9207,1,1
2024-01-05 18:00:00+00:00,10.0000,41.0915,1.8763,2.4512,327.0702,1,1
2024-01-05 18:30:00+00:00,10.0000,41.0917,1.8765,2.4537,327.2193,1,1
2024-01-05 19:00:00+00:00,10.0000,41.0918,1.8768,2.4561,327.3681,1,1
2024-01-05 19:30:00+00:00,10.0000,41.0920,1.8770,2.4586,327.5166,1,1
2024-01-05 20:00:00+00:00,10.0000,41.0922,1.8772,2.4611,327.6649,1,1
2024-01-05 20:30:00+00:00,10.0000,41.0924,1.8774,2.4635,327.8128,1,1
2024-01-05 21:00:00+00:00,10.0000,41.0927,1.8777,2.4660,327.9604,1,1
2024-01-05 21:30:00+00:00,10.0000,41.0930,1.8779,2.4685,328.1077,1,1
2024-01-05 22:00:00+00:00,10.0000,41.0932,1.8781,2.4709,328.2547,1,1
2024-01-05 22:30:00+00:00,10.0000,41.0935,1.8784,2.4734,328.4014,1,1
2024-01-05 23:00:00+00:00,10.0000,41.0939,1.8786,2.4758,328.5477,1,1
2024-01-05 23:30:00+00:00,10.0000,41.0942,1.8788,2.4782,328.6938,1,1
2024-01-06 00:00:00+00:00,10.0000,41.0946,1.8790,2.4807,328.8396,1,1
2024-01-06 00:30:00+00:00,10.0000,41.0949,1.8793,2.4831,328.9850,1,1
2024-01-06 01:00:00+00:00,10.0000,41.0953,1.8795,2.4855,329.1302,1,1
2024-01-06 01:30:00+00:00,10.0000,41.0958,1.8797,2.4879,329.2750,1,1
2024-01-06 02:00:00+00:00,10.0000,41.0962,1.8800,2.4903,329.4195,1,1
2024-01-06 02:30:00+00:00,10.0000,41.0967,1.8802,2.4927,329.5638,1,1
2024-01-06 03:00:00+00:00,10.0000,41.0971,1.8804,2.4951,329.7077,1,1
2024-01-06 03:30:00+00:00,10.0000,41.0976,1.8807,2.4975,329.8513,1,1
2024-01-06 04:00:00+00:00,10.0000,41.0981,1.8809,2.4999,329.9946,1,1
2024-01-06 04:30:00+00:00,10.0000,41.0987,1.8811,2.5023,330.1375,1,1
2024-01-06 05:00:00+00:00,10.0000,41.0992,1.8813,2.5047,330.2802,1,1
2024-01-06 05:30:00+00:00,10.0000,41.0998,1.8816,2.5070,330.4226,1,1
2024-01-06 06:00:00+00:00,10.0000,41.1004,1.8818,2.5094,330.5646,1,1
2024-01-06 06:30:00+00:00,10.0000,41.1010,1.8820,2.5118,330.7064,1,1
2024-01-06 07:00:00+00:00,10.0000,41.1016,1.8823,2.5141,330.8478,1,1
2024-01-06 07:30:00+00:00,10.0000,41.1023,1.8825,2.5165,330.9889,1,1
2024-01-06 08:00:00+00:00,10.0000,41.1029,1.8827,2.5188,331.1297,1,1
2024-01-06 08:30:00+00:00,10.0000,41.1036,1.8829,2.5212,331.2702,1,1
2024-01-06 09:00:00+00:00,10.0000,41.1043,1.8832,2.5235,331.4104,1,1
2024-01-06 09:30:00+00:00,10.0000,41.1050,1.8834,2.5258,331.5502,1,1
2024-01-06 10:00:00+00:00,10.0000,41.1058,1.8836,2.5282,331.6898,1,1
2024-01-06 10:30:00+00:00,10.0000,41.1065,1.8839,2.5305,331.8290,1,1
2024-01-06 11:00:00+00:00,10.0000,41.1073,1.8841,2.5328,331.9679,1,1
2024-01-06 11:30:00+00:00,10.0000,41.1081,1.8843,2.5351,332.1065,1,1
2024-01-06 12:00:00+00:00,10.0000,41.1089,1.8845,2.5374,332.2448,1,1
2024-01-06 12:30:00+00:00,10.0000,41.1097,1.8848,2.5397,332.3828,1,1
2024-01-06 13:00:00+00:00,10.0000,41.1105,1.8850,2.5420,332.5205,1,1
2024-01-06 13:30:00+00:00,10.0000,41.1114,1.8852,2.5443,332.6578,1,1
2024-01-06 14:00:00+00:00,10.0000,41.1122,1.8855,2.5466,332.7948,1,1
2024-01-06 14:30:00+00:00,10.0000,41.1131,1.8857,2.5489,332.9315,1,1
2024-01-06 15:00:00+00:00,10.0000,41.1140,1.8859,2.5511,333.0679,1,1
2024-01-06 15:30:00+00:00,10.0000,41.1149,1.8861,2.5534,333.2040,1,1
2024-01-06 16:00:00+00:00,10.0000,41.1159,1.8864,2.5557,333.3398,1,1
2024-01-06 16:30:00+00:00,10.0000,41.1168,1.8866,2.5579,333.4752,1,1
2024-01-06 17:00:00+00:00,10.0000,41.1177,1.8868,2.5602,333.6104,1,1
2024-01-06 17:30:00+00:00,10.0000,41.1187,1.8871,2.5624,333.7452,1,1
2024-01-06 18:00:00+00:00,10.0000,41.1197,1.8873,2.5647,333.8797,1,1
2024-01-06 18:30:00+00:00,10.0000,41.1207,1.8875,2.5669,334.0138,1,1
2024-01-06 19:00:00+00:00,10.0000,41.1217,1.8877,2.5691,334.1477,1,1
2024-01-06 19:30:00+00:00,10.0000,41.1227,1.8880,2.5714,334.2812,1,1
2024-01-06 20:00:00+00:00,10.0000,41.1238,1.8882,2.5736,334.4144,1,1
2024-01-06 20:30:00+00:00,10.0000,41.1248,1.8884,2.5758,334.5473,1,1
2024-01-06 21:00:00+00:00,10.0000,41.1259,1.8887,2.5780,334.6799,1,1
2024-01-06 21:30:00+00:00,10.0000,41.1270,1.8889,2.5802,334.8122,1,1
2024-01-06 22:00:00+00:00,10.0000,41.1281,1.8891,2.5824,334.9441,1,1
2024-01-06 22:30:00+00:00,10.0000,41.1292,1.8894,2.5846,335.0757,1,1
2024-01-06 23:00:00+00:00,10.0000,41.1303,1.8896,2.5868,335.2070,1,1
2024-01-06 23:30:00+00:00,10.0000,41.1314,1.8898,2.5890,335.3380,1,1
2024-01-07 00:00:00+00:00,10.0000,41.1325,1.8900,2.5911,335.4686,1,1
2024-01-07 00:30:00+00:00,10.0000,41.1337,1.8903,2.5933,335.5990,1,1
2024-01-07 01:00:00+00:00,10.0000,41.1348,1.8905,2.5955,335.7290,1,1
2024-01-07 01:30:00+00:00,10.0000,41.1360,1.8907,2.5976,335.8587,1,1
2024-01-07 02:00:00+00:00,10.0000,41.1372,1.8910,2.5998,335.9880,1,1
2024-01-07 02:30:00+00:00,10.0000,41.1384,1.8912,2.6020,336.1171,1,1
2024-01-07 03:00:00+00:00,10.0000,41.1396,1.8914,2.6041,336.2458,1,1
2024-01-07 03:30:00+00:00,10.0000,41.1408,1.8916,2.6062,336.3742,1,1
2024-01-07 04:00:00+00:00,10.0000,41.1420,1.8919,2.6084,336.5023,1,1
2024-01-07 04:30:00+00:00,10.0000,41.1432,1.8921,2.6105,336.6300,1,1
2024-01-07 05:00:00+00:00,10.0000,41.1445,1.8923,2.6126,336.7574,1,1
2024-01-07 05:30:00+00:00,10.0000,41.1457,1.8926,2.6147,336.8845,1,1
2024-01-07 06:00:00+00:00,10.0000,41.1470,1.8928,2.6169,337.0113,1,1
2024-01-07 06:30:00+00:00,10.0000,41.1482,1.8930,2.6190,337.1378,1,1
