time,depth,TEMP,TEMP_QC,CNDC,CNDC_QC,PSAL,PSAL_QC
2024-01-02 14:00:00,20.0000,20.2174,1,5.0272,1,20.2174,1
2024-01-02 14:30:00,20.0000,20.2203,1,5.0275,1,20.2203,1
2024-01-02 15:00:00,20.0000,20.2231,1,5.0279,1,20.2231,1
2024-01-02 15:30:00,20.0000,20.2260,1,5.0282,1,20.2260,1
2024-01-02 16:00:00,20.0000,20.2289,1,5.0286,1,20.2289,1
2024-01-02 16:30:00,20.0000,20.2317,1,5.0290,1,20.2317,1
2024-01-02 17:00:00,20.0000,20.2346,1,5.0293,1,20.2346,1
2024-01-02 17:30:00,20.0000,20.2374,1,5.0297,1,20.2374,1
2024-01-02 18:00:00,20.0000,20.2403,1,5.0300,1,20.2403,1
2024-01-02 18:30:00,20.0000,20.2432,1,5.0304,1,20.2432,1
2024-01-02 19:00:00,20.0000,20.2460,1,5.0308,1,20.2460,1
2024-01-02 19:30:00,20.0000,20.2489,1,5.0311,1,20.2489,1
2024-01-02 20:00:00,20.0000,20.2517,1,5.0315,1,20.2517,1
2024-01-02 20:30:00,20.0000,20.2546,1,5.0318,1,20.2546,1
2024-01-02 21:00:00,20.0000,20.2574,1,5.0322,1,20.2574,1
2024-01-02 21:30:00,20.0000,20.2603,1,5.0325,1,20.2603,1
2024-01-02 22:00:00,20.0000,20.2632,1,5.0329,1,20.2632,1
2024-01-02 22:30:00,20.0000,20.2660,1,5.0333,1,20.2660,1
2024-01-02 23:00:00,20.0000,20.2689,1,5.0336,1,20.2689,1
2024-01-02 23:30:00,20.0000,20.2717,1,5.0340,1,20.2717,1
2024-01-03 00:00:00,20.0000,20.2746,1,5.0343,1,20.2746,1
2024-01-03 00:30:00,20.0000,20.2775,1,5.0347,1,20.2775,1
2024-01-03 01:00:00,20.0000,20.2803,1,5.0350,1,20.2803,1
2024-01-03 01:30:00,20.0000,20.2832,1,5.0354,1,20.2832,1
2024-01-03 02:00:00,20.0000,20.2860,1,5.0358,1,20.2860,1
2024-01-03 02:30:00,20.0000,20.2889,1,5.0361,1,20.2889,1
2024-01-03 03:00:00,20.0000,20.2918,1,5.0365,1,20.2918,1
2024-01-03 03:30:00,20.0000,20.2946,1,5.0368,1,20.2946,1
2024-01-03 04:00:00,20.0000,20.2975,1,5.0372,1,20.2975,1
2024-01-03 04:30:00,20.0000,20.3003,1,5.0375,1,20.3003,1
2024-01-03 05:00:00,20.0000,20.3032,1,5.0379,1,20.3032,1
2024-01-03 05:30:00,20.0000,20.3061,1,5.0383,1,20.3061,1
2024-01-03 06:00:00,20.0000,20.3089,1,5.0386,1,20.3089,1
2024-01-03 06:30:00,20.0000,20.3118,1,5.0390,1,20.3118,1
2024-01-03 07:00:00,20.0000,20.3146,1,5.0393,1,20.3146,1
2024-01-03 07:30:00,20.0000,20.3175,1,5.0397,1,20.3175,1
2024-01-03 08:00:00,20.0000,20.3203,1,5.0400,1,20.3203,1
2024-01-03 08:30:00,20.0000,20.3232,1,5.0404,1,20.3232,1
2024-01-03 09:00:00,20.0000,20.3261,1,5.0408,1,20.3261,1
2024-01-03 09:30:00,20.0000,20.3289,1,5.0411,1,20.3289,1
2024-01-03 10:00:00,20.0000,20.3318,1,5.0415,1,20.3318,1
2024-01-03 10:30:00,20.0000,20.3346,1,5.0418,1,20.3346,1
2024-01-03 11:00:00,20.0000,20.3375,1,5.0422,1,20.3375,1
2024-01-03 11:30:00,20.0000,20.3404,1,5.0425,1,20.3404,1
2024-01-03 12:00:00,20.0000,20.3432,1,5.0429,1,20.3432,1
2024-01-03 12:30:00,20.0000,20.3461,1,5.0433,1,20.3461,1
2024-01-03 13:00:00,20.0000,20.3489,1,5.0436,1,20.3489,1
2024-01-03 13:30:00,20.0000,20.3518,1,5.0440,1,20.3518,1
2024-01-03 14:00:00,20.0000,20.3547,1,5.0443,1,20.3547,1
2024-01-03 14:30:00,20.0000,20.3575,1,5.0447,1,20.3575,1
2024-01-03 15:00:00,20.0000,20.3604,1,5.0450,1,20.3604,1
2024-01-03 15:30:00,20.0000,20.3632,1,5.0454,1,20.3632,1
2024-01-03 16:00:00,20.0000,20.3661,1,5.0458,1,20.3661,1
2024-01-03 16:30:00,20.0000,20.3689,1,5.0461,1,20.3689,1
2024-01-03 17:00:00,20.0000,20.3718,1,5.0465,1,20.3718,1
2024-01-03 17:30:00,20.0000,20.3747,1,5.0468,1,20.3747,1
2024-01-03 18:00:00,20.0000,20.3775,1,5.0472,1,20.3775,1
2024-01-03 18:30:00,20.0000,20.3804,1,5.0475,1,20.3804,1
2024-01-03 19:00:00,20.0000,20.3832,1,5.0479,1,20.3832,1
2024-01-03 19:30:00,20.0000,20.3861,1,5.0483,1,20.3861,1
2024-01-03 20:00:00,20.0000,20.3889,1,5.0486,1,20.3889,1
2024-01-03 20:30:00,20.0000,20.3918,1,5.0490,1,20.3918,1
2024-01-03 21:00:00,20.0000,20.3947,1,5.0493,1,20.3947,1
2024-01-03 21:30:00,20.0000,20.3975,1,5.0497,1,20.3975,1
2024-01-03 22:00:00,20.0000,20.4004,1,5.0500,1,20.4004,1
2024-01-03 22:30:00,20.0000,20.4032,1,5.0504,1,20.4032,1
2024-01-03 23:00:00,20.0000,20.4061,1,5.0508,1,20.4061,1
2024-01-03 23:30:00,20.0000,20.4089,1,5.0511,1,20.4089,1
2024-01-04 00:00:00,20.0000,20.4118,1,5.0515,1,20.4118,1
2024-01-04 00:30:00,20.0000,20.4147,1,5.0518,1,20.4147,1
2024-01-04 01:00:00,20.0000,20.4175,1,5.0522,1,20.4175,1
2024-01-04 01:30:00,20.0000,20.4204,1,5.0525,1,20.4204,1
2024-01-04 02:00:00,20.0000,20.4232,1,5.0529,1,20.4232,1
2024-01-04 02:30:00,20.0000,20.4261,1,5.0533,1,20.4261,1
2024-01-04 03:00:00,20.0000,20.4289,1,5.0536,1,20.4289,1
2024-01-04 03:30:00,20.0000,20.4318,1,5.0540,1,20.4318,1
2024-01-04 04:00:00,20.0000,20.4347,1,5.0543,1,20.4347,1
2024-01-04 04:30:00,20.0000,20.4375,1,5.0547,1,20.4375,1
2024-01-04 05:00:00,20.0000,20.4404,1,5.0550,1,20.4404,1
2024-01-04 05:30:00,20.0000,20.4432,1,5.0554,1,20.4432,1
2024-01-04 06:00:00,20.0000,20.4461,1,5.0558,1,20.4461,1
2024-01-04 06:30:00,20.0000,20.4489,1,5.0561,1,20.4489,1
2024-01-04 07:00:00,20.0000,20.4518,1,5.0565,1,20.4518,1
2024-01-04 07:30:00,20.0000,20.4547,1,5.0568,1,20.4547,1
2024-01-04 08:00:00,20.0000,20.4575,1,5.0572,1,20.4575,1
2024-01-04 08:30:00,20.0000,20.4604,1,5.0575,1,20.4604,1
2024-01-04 09:00:00,20.0000,20.4632,1,5.0579,1,20.4632,1
2024-01-04 09:30:00,20.0000,20.4661,1,5.0583,1,20.4661,1
2024-01-04 10:00:00,20.0000,20.4689,1,5.0586,1,20.4689,1
2024-01-04 10:30:00,20.0000,20.4718,1,5.0590,1,20.4718,1
2024-01-04 11:00:00,20.0000,20.4747,1,5.0593,1,20.4747,1
2024-01-04 11:30:00,20.0000,20.4775,1,5.0597,1,20.4775,1
2024-01-04 12:00:00,20.0000,20.4804,1,5.0600,1,20.4804,1
2024-01-04 12:30:00,20.0000,20.4832,1,5.0604,1,20.4832,1
2024-01-04 13:00:00,20.0000,20.4861,1,5.0608,1,20.4861,1
2024-01-04 13:30:00,20.0000,20.4889,1,5.0611,1,20.4889,1
2024-01-04 14:00:00,20.0000,20.4918,1,5.0615,1,20.4918,1
2024-01-04 14:30:00,20.0000,20.4946,1,5.0618,1,20.4946,1
2024-01-04 15:00:00,20.0000,20.4975,1,5.0622,1,20.4975,1
2024-01-04 15:30:00,20.0000,20.5004,1,5.0625,1,20.5004,1
2024-01-04 16:00:00,20.0000,20.5032,1,5.0629,1,20.5032,1
2024-01-04 16:30:00,20.0000,20.5061,1,5.0633,1,20.5061,1
2024-01-04 17:00:00,20.0000,20.5089,1,5.0636,1,20.5089,1
2024-01-04 17:30:00,20.0000,20.5118,1,5.0640,1,20.5118,1
2024-01-04 18:00:00,20.0000,20.5146,1,5.0643,1,20.5146,1
2024-01-04 18:30:00,20.0000,20.5175,1,5.0647,1,20.5175,1
2024-01-04 19:00:00,20.0000,20.5203,1,5.0650,1,20.5203,1
2024-01-04 19:30:00,20.0000,20.5232,1,5.0654,1,20.5232,1
2024-01-04 20:00:00,20.0000,20.5261,1,5.0658,1,20.5261,1
2024-01-04 20:30:00,20.0000,20.5289,1,5.0661,1,20.5289,1
2024-01-04 21:00:00,20.0000,20.5318,1,5.0665,1,20.5318,1
2024-01-04 21:30:00,20.0000,20.5346,1,5.0668,1,20.5346,1
2024-01-04 22:00:00,20.0000,20.5375,1,5.0672,1,20.5375,1
2024-01-04 22:30:00,20.0000,20.5403,1,5.0675,1,20.5403,1
2024-01-04 23:00:00,20.0000,20.5432,1,5.0679,1,20.5432,1
2024-01-04 23:30:00,20.0000,20.5460,1,5.0683,1,20.5460,1
2024-01-05 00:00:00,20.0000,20.5489,1,5.0686,1,20.5489,1
2024-01-05 00:30:00,20.0000,20.5517,1,5.0690,1,20.5517,1
2024-01-05 01:00:00,20.0000,20.5546,1,5.0693,1,20.5546,1
2024-01-05 01:30:00,20.0000,20.5574,1,5.0697,1,20.5574,1
2024-01-05 02:00:00,20.0000,20.5603,1,5.0700,1,20.5603,1
2024-01-05 02:30:00,20.0000,20.5632,1,5.0704,1,20.5632,1
2024-01-05 03:00:00,20.0000,20.5660,1,5.0708,1,20.5660,1
2024-01-05 03:30:00,20.0000,20.5689,1,5.0711,1,20.5689,1
2024-01-05 04:00:00,20.0000,20.5717,1,5.0715,1,20.5717,1
2024-01-05 04:30:00,20.0000,20.5746,1,5.0718,1,20.5746,1
2024-01-05 05:00:00,20.0000,20.5774,1,5.0722,1,20.5774,1
2024-01-05 05:30:00,20.0000,20.5803,1,5.0725,1,20.5803,1
2024-01-05 06:00:00,20.0000,20.5831,1,5.0729,1,20.5831,1
2024-01-05 06:30:00,20.0000,20.5860,1,5.0732,1,20.5860,1
2024-01-05 07:00:00,20.0000,20.5888,1,5.0736,1,20.5888,1
2024-01-05 07:30:00,20.0000,20.5917,1,5.0740,1,20.5917,1
2024-01-05 08:00:00,20.0000,20.5945,1,5.0743,1,20.5945,1
2024-01-05 08:30:00,20.0000,20.5974,1,5.0747,1,20.5974,1
2024-01-05 09:00:00,20.0000,20.6003,1,5.0750,1,20.6003,1
2024-01-05 09:30:00,20.0000,20.6031,1,5.0754,1,20.6031,1
2024-01-05 10:00:00,20.0000,20.6060,1,5.0757,1,20.6060,1
2024-01-05 10:30:00,20.0000,20.6088,1,5.0761,1,20.6088,1
2024-01-05 11:00:00,20.0000,20.6117,1,5.0765,1,20.6117,1
2024-01-05 11:30:00,20.0000,20.6145,1,5.0768,1,20.6145,1
2024-01-05 12:00:00,20.0000,20.6174,1,5.0772,1,20.6174,1
2024-01-05 12:30:00,20.0000,20.6202,1,5.0775,1,20.6202,1
2024-01-05 13:00:00,20.0000,20.6231,1,5.0779,1,20.6231,1
2024-01-05 13:30:00,20.0000,20.6259,1,5.0782,1,20.6259,1
2024-01-05 14:00:00,20.0000,20.6288,1,5.0786,1,20.6288,1
2024-01-05 14:30:00,20.0000,20.6316,1,5.0790,1,20.6316,1
2024-01-05 15:00:00,20.0000,20.6345,1,5.0793,1,20.6345,1
2024-01-05 15:30:00,20.0000,20.6373,1,5.0797,1,20.6373,1
2024-01-05 16:00:00,20.0000,20.6402,1,5.0800,1,20.6402,1
2024-01-05 16:30:00,20.0000,20.6430,1,5.0804,1,20.6430,1
2024-01-05 17:00:00,20.0000,20.6459,1,5.0807,1,20.6459,1
2024-01-05 17:30:00,20.0000,20.6487,1,5.0811,1,20.6487,1
2024-01-05 18:00:00,20.0000,20.6516,1,5.0814,1,20.6516,1
2024-01-05 18:30:00,20.0000,20.6544,1,5.0818,1,20.6544,1
2024-01-05 19:00:00,20.0000,20.6573,1,5.0822,1,20.6573,1
2024-01-05 19:30:00,20.0000,20.6601,1,5.0825,1,20.6601,1
2024-01-05 20:00:00,20.0000,20.6630,1,5.0829,1,20.6630,1
2024-01-05 20:30:00,20.0000,20.6658,1,5.0832,1,20.6658,1
2024-01-05 21:00:00,20.0000,20.6687,1,5.0836,1,20.6687,1
2024-01-05 21:30:00,20.0000,20.6716,1,5.0839,1,20.6716,1
2024-01-05 22:00:00,20.0000,20.6744,1,5.0843,1,20.6744,1
2024-01-05 22:30:00,20.0000,20.6773,1,5.0847,1,20.6773,1
2024-01-05 23:00:00,20.0000,20.6801,1,5.0850,1,20.6801,1
2024-01-05 23:30:00,20.0000,20.6830,1,5.0854,1,20.6830,1
2024-01-06 00:00:00,20.0000,20.6858,1,5.0857,1,20.6858,1
2024-01-06 00:30:00,20.0000,20.6887,1,5.0861,1,20.6887,1
2024-01-06 01:00:00,20.0000,20.6915,1,5.0864,1,20.6915,1
2024-01-06 01:30:00,20.0000,20.6944,1,5.0868,1,20.6944,1
2024-01-06 02:00:00,20.0000,20.6972,1,5.0872,1,20.6972,1
2024-01-06 02:30:00,20.0000,20.7001,1,5.0875,1,20.7001,1
2024-01-06 03:00:00,20.0000,20.7029,1,5.0879,1,20.7029,1
2024-01-06 03:30:00,20.0000,20.7058,1,5.0882,1,20.7058,1
2024-01-06 04:00:00,20.0000,20.7086,1,5.0886,1,20.7086,1
2024-01-06 04:30:00,20.0000,20.7115,1,5.0889,1,20.7115,1
2024-01-06 05:00:00,20.0000,20.7143,1,5.0893,1,20.7143,1
2024-01-06 05:30:00,20.0000,20.7172,1,5.0896,1,20.7172,1
2024-01-06 06:00:00,20.0000,20.7200,1,5.0900,1,20.7200,1
2024-01-06 06:30:00,20.0000,20.7229,1,5.0904,1,20.7229,1
2024-01-06 07:00:00,20.0000,20.7257,1,5.0907,1,20.7257,1
2024-01-06 07:30:00,20.0000,20.7286,1,5.0911,1,20.7286,1
2024-01-06 08:00:00,20.0000,20.7314,1,5.0914,1,20.7314,1
2024-01-06 08:30:00,20.0000,20.7343,1,5.0918,1,20.7343,1
2024-01-06 09:00:00,20.0000,20.7371,1,5.0921,1,20.7371,1
2024-01-06 09:30:00,20.0000,20.7399,1,5.0925,1,20.7399,1
2024-01-06 10:00:00,20.0000,20.7428,1,5.0928,1,20.7428,1
2024-01-06 10:30:00,20.0000,20.7456,1,5.0932,1,20.7456,1
2024-01-06 11:00:00,20.0000,20.7485,1,5.0936,1,20.7485,1
2024-01-06 11:30:00,20.0000,20.7513,1,5.0939,1,20.7513,1
2024-01-06 12:00:00,20.0000,20.7542,1,5.0943,1,20.7542,1
2024-01-06 12:30:00,20.0000,20.7570,1,5.0946,1,20.7570,1
2024-01-06 13:00:00,20.0000,20.7599,1,5.0950,1,20.7599,1
2024-01-06 13:30:00,20.0000,20.7627,1,5.0953,1,20.7627,1
2024-01-06 14:00:00,20.0000,20.7656,1,5.0957,1,20.7656,1
2024-01-06 14:30:00,20.0000,20.7684,1,5.0961,1,20.7684,1
2024-01-06 15:00:00,20.0000,20.7713,1,5.0964,1,20.7713,1
2024-01-06 15:30:00,20.0000,20.7741,1,5.0968,1,20.7741,1
2024-01-06 16:00:00,20.0000,20.7770,1,5.0971,1,20.7770,1
2024-01-06 16:30:00,20.0000,20.7798,1,5.0975,1,20.7798,1
2024-01-06 17:00:00,20.0000,20.7827,1,5.0978,1,20.7827,1
2024-01-06 17:30:00,20.0000,20.7855,1,5.0982,1,20.7855,1
2024-01-06 18:00:00,20.0000,20.7884,1,5.0985,1,20.7884,1
2024-01-06 18:30:00,20.0000,20.7912,1,5.0989,1,20.7912,1
2024-01-06 19:00:00,20.0000,20.7941,1,5.0993,1,20.7941,1
2024-01-06 19:30:00,20.0000,20.7969,1,5.0996,1,20.7969,1
2024-01-06 20:00:00,20.0000,20.7998,1,5.1000,1,20.7998,1
2024-01-06 20:30:00,20.0000,20.8026,1,5.1003,1,20.8026,1
2024-01-06 21:00:00,20.0000,20.8054,1,5.1007,1,20.8054,1
2024-01-06 21:30:00,20.0000,20.8083,1,5.1010,1,20.8083,1
2024-01-06 22:00:00,20.0000,20.8111,1,5.1014,1,20.8111,1
2024-01-06 22:30:00,20.0000,20.8140,1,5.1017,1,20.8140,1
2024-01-06 23:00:00,20.0000,20.8168,1,5.1021,1,20.8168,1
2024-01-06 23:30:00,20.0000,20.8197,1,5.1025,1,20.8197,1
2024-01-07 00:00:00,20.0000,20.8225,1,5.1028,1,20.8225,1
2024-01-07 00:30:00,20.0000,20.8254,1,5.1032,1,20.8254,1
2024-01-07 01:00:00,20.0000,20.8282,1,5.1035,1,20.8282,1
2024-01-07 01:30:00,20.0000,20.8311,1,5.1039,1,20.8311,1
2024-01-07 02:00:00,20.0000,20.8339,1,5.1042,1,20.8339,1
2024-01-07 02:30:00,20.0000,20.8367,1,5.1046,1,20.8367,1
2024-01-07 03:00:00,20.0000,20.8396,1,5.1049,1,20.8396,1
2024-01-07 03:30:00,20.0000,20.8424,1,5.1053,1,20.8424,1
2024-01-07 04:00:00,20.0000,20.8453,1,5.1057,1,20.8453,1
2024-01-07 04:30:00,20.0000,20.8481,1,5.1060,1,20.8481,1
2024-01-07 05:00:00,20.0000,20.8510,1,5.1064,1,20.8510,1
2024-01-07 05:30:00,20.0000,20.8538,1,5.1067,1,20.8538,1
2024-01-07 06:00:00,20.0000,20.8567,1,5.1071,1,20.8567,1
2024-01-07 06:30:00,20.0000,20.8595,1,5.1074,1,20.8595,1
2024-01-07 07:00:00,20.0000,20.8624,1,5.1078,1,20.8624,1
2024-01-07 07:30:00,20.0000,20.8652,1,5.1081,1,20.8652,1
2024-01-07 08:00:00,20.0000,20.8680,1,5.1085,1,20.8680,1
2024-01-07 08:30:00,20.0000,20.8709,1,5.1089,1,20.8709,1
2024-01-07 09:00:00,20.0000,20.8737,1,5.1092,1,20.8737,1
2024-01-07 09:30:00,20.0000,20.8766,1,5.1096,1,20.8766,1
2024-01-07 10:00:00,20.0000,20.8794,1,5.1099,1,20.8794,1
2024-01-07 10:30:00,20.0000,20.8823,1,5.1103,1,20.8823,1
2024-01-07 11:00:00,20.0000,20.8851,1,5.1106,1,20.8851,1
2024-01-07 11:30:00,20.0000,20.8879,1,5.1110,1,20.8879,1
2024-01-07 12:00:00,20.0000,20.8908,1,5.1113,1,20.8908,1
2024-01-07 12:30:00,20.0000,20.8936,1,5.1117,1,20.8936,1
2024-01-07 13:00:00,20.0000,20.8965,1,5.1121,1,20.8965,1
2024-01-07 13:30:00,20.0000,20.8993,1,5.1124,1,20.8993,1
2024-01-07 14:00:00,20.0000,20.9022,1,5.1128,1,20.9022,1
2024-01-07 14:30:00,20.0000,20.9050,1,5.1131,1,20.9050,1
2024-01-07 15:00:00,20.0000,20.9078,1,5.1135,1,20.9078,1
2024-01-07 15:30:00,20.0000,20.9107,1,5.1138,1,20.9107,1
2024-01-07 16:00:00,20.0000,20.9135,1,5.1142,1,20.9135,1
2024-01-07 16:30:00,20.0000,20.9164,1,5.1145,1,20.9164,1
2024-01-07 17:00:00,20.0000,20.9192,1,5.1149,1,20.9192,1
2024-01-07 17:30:00,20.0000,20.9221,1,5.1153,1,20.9221,1
2024-01-07 18:00:00,20.0000,20.9249,1,5.1156,1,20.9249,1
2024-01-07 18:30:00,20.0000,20.9277,1,5.1160,1,20.9277,1
2024-01-07 19:00:00,20.0000,20.9306,1,5.1163,1,20.9306,1
2024-01-07 19:30:00,20.0000,20.9334,1,5.1167,1,20.9334,1
2024-01-07 20:00:00,20.0000,20.9363,1,5.1170,1,20.9363,1
2024-01-07 20:30:00,20.0000,20.9391,1,5.1174,1,20.9391,1
2024-01-07 21:00:00,20.0000,20.9420,1,5.1177,1,20.9420,1
2024-01-07 21:30:00,20.0000,20.9448,1,5.1181,1,20.9448,1
2024-01-07 22:00:00,20.0000,20.9476,1,5.1185,1,20.9476,1
2024-01-07 22:30:00,20.0000,20.9505,1,5.1188,1,20.9505,1
2024-01-07 23:00:00,20.0000,20.9533,1,5.1192,1,20.9533,1
2024-01-07 23:30:00,20.0000,20.9562,1,5.1195,1,20.9562,1
2024-01-08 00:00:00,20.0000,20.9590,1,5.1199,1,20.9590,1
2024-01-08 00:30:00,20.0000,20.9618,1,5.1202,1,20.9618,1
2024-01-08 01:00:00,20.0000,20.9647,1,5.1206,1,20.9647,1
2024-01-08 01:30:00,20.0000,20.9675,1,5.1209,1,20.9675,1
2024-01-08 02:00:00,20.0000,20.9704,1,5.1213,1,20.9704,1
2024-01-08 02:30:00,20.0000,20.9732,1,5.1216,1,20.9732,1
2024-01-08 03:00:00,20.0000,20.9760,1,5.1220,1,20.9760,1
2024-01-08 03:30:00,20.0000,20.9789,1,5.1224,1,20.9789,1
2024-01-08 04:00:00,20.0000,20.9817,1,5.1227,1,20.9817,1
2024-01-08 04:30:00,20.0000,20.9846,1,5.1231,1,20.9846,1
2024-01-08 05:00:00,20.0000,20.9874,1,5.1234,1,20.9874,1
2024-01-08 05:30:00,20.0000,20.9902,1,5.1238,1,20.9902,1
2024-01-08 06:00:00,20.0000,20.9931,1,5.1241,1,20.9931,1
2024-01-08 06:30:00,20.0000,20.9959,1,5.1245,1,20.9959,1
2024-01-08 07:00:00,20.0000,20.9987,1,5.1248,1,20.9987,1
2024-01-08 07:30:00,20.0000,21.0016,1,5.1252,1,21.0016,1
2024-01-08 08:00:00,20.0000,21.0044,1,5.1256,1,21.0044,1
2024-01-08 08:30:00,20.0000,21.0073,1,5.1259,1,21.0073,1
2024-01-08 09:00:00,20.0000,21.0101,1,5.1263,1,21.0101,1
2024-01-08 09:30:00,20.0000,21.0129,1,5.1266,1,21.0129,1
